"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Wingfield (Michael) Collection","ark:/21198/z12j7zf3","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j7zf3",""
"Wingfield (Michael) Collection","ark:/21198/z1xs7g2j","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7g2j",""
"Wingfield (Michael) Collection","ark:/21198/z1t45dq0","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45dq0",""
"Wingfield (Michael) Collection","ark:/21198/z1pc4p2k","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4p2k",""
"Wingfield (Michael) Collection","ark:/21198/z1jm3x9d","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3x9d",""
"Wingfield (Michael) Collection","ark:/21198/z1dv35gq","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv35gq",""
"Wingfield (Michael) Collection","ark:/21198/z1932dr9","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932dr9",""
"Wingfield (Michael) Collection","ark:/21198/z15b1p3w","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_008.tif","8","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1p3w",""
"Wingfield (Michael) Collection","ark:/21198/z11k0xgh","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_009.tif","9","","","","","","","","","","","","Page 9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k0xgh",""
"Wingfield (Michael) Collection","ark:/21198/z1ww9491","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_010.tif","10","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9491",""
"Wingfield (Michael) Collection","ark:/21198/z1s48cnh","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48cnh",""
"Wingfield (Michael) Collection","ark:/21198/z1nc7mvw","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_012.tif","12","","","","","","","","","","","","Page 12","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7mvw",""
"Wingfield (Michael) Collection","ark:/21198/z1hm6w17","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_013.tif","13","","","","","","","","","","","","Page 13","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm6w17",""
"Wingfield (Michael) Collection","ark:/21198/z1cv649w","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_014.tif","14","","","","","","","","","","","","Page 14","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv649w",""
"Wingfield (Michael) Collection","ark:/21198/z1835cnc","ark:/21198/zz002gxbxs","","","Page","wingfield/image/pdf_images/21198-zz002gxbxs-1-master_015.tif","15","","","","","","","","","","","","Page 15","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835cnc",""
