Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,viewingHint,Visibility,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.artist,Name.photographer,Relation.isPartOf,Title,Date,Format.dimensions,Format.medium,Description,Description.note,Description.abstract
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/kt49bk0b,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-15-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/mg51x83k,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-25-master.tif,13,,private,,,,,,,,,,Page 13,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/nc79vv61,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-18-master.tif,7,,private,,,,,,,,,,Page 7,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/ng02pv9p,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-31-master.tif,20,,private,,,,,,,,,,Page 20,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/nh87hr6h,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-13-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/nr15fp7q,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-27-master.tif,15,,private,,,,,,,,,,Page 15,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/sf214x0n,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-8-master.tif,25,,private,,,,,,,,,,Page 25,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/tm036s1q,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-24-master.tif,12,,private,,,,,,,,,,Page 12,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/vb04pq2j,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-23-master.tif,11,,private,,,,,,,,,,Page 11,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/vp383d9j,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-29-master.tif,17,,private,,,,,,,,,,Page 17,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/xj04tz64,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-14-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwn5v/z170cj13,ark:/21198/zz000rwn5v,,,Page,art/image/21198-zz000rwn5v-6-master.tif,23,,private,,,,,,,,,,Page 23,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq1r/8j43mw1v,ark:/21198/zz000rwq1r,,,Page,art/image/21198-zz000rwq1r-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq1r/b208184m,ark:/21198/zz000rwq1r,,,Page,art/image/21198-zz000rwq1r-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq1r/mc097c4m,ark:/21198/zz000rwq1r,,,Page,art/image/21198-zz000rwq1r-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq1r/n742mf61,ark:/21198/zz000rwq1r,,,Page,art/image/21198-zz000rwq1r-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq6b/dp36821s,ark:/21198/zz000rwq6b,,,Page,art/image/21198-zz000rwq6b-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwq6b/fj22pj6s,ark:/21198/zz000rwq6b,,,Page,art/image/21198-zz000rwq6b-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqdf/4r36k06r,ark:/21198/zz000rwqdf,,,Page,art/image/21198-zz000rwqdf-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqdf/5z52785j,ark:/21198/zz000rwqdf,,,Page,art/image/21198-zz000rwqdf-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqdf/cc48q03k,ark:/21198/zz000rwqdf,,,Page,art/image/21198-zz000rwqdf-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/0911g92b,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/10529t97,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/cm53jd30,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-5-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/jr20nx7d,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-6-master.tif,6,,private,,,,,,,,,,Page 6,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/rf37qf68,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqfz/tn041q5t,ark:/21198/zz000rwqfz,,,Page,art/image/21198-zz000rwqfz-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqk1/mz31hw04,ark:/21198/zz000rwqk1,,,Page,art/image/21198-zz000rwqk1-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwqk1/pn531706,ark:/21198/zz000rwqk1,,,Page,art/image/21198-zz000rwqk1-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwr0q/0m585f00,ark:/21198/zz000rwr0q,,,Page,art/image/21198-zz000rwr0q-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwr0q/g396fv59,ark:/21198/zz000rwr0q,,,Page,art/image/21198-zz000rwr0q-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rwr0q/p461c53m,ark:/21198/zz000rwr0q,,,Page,art/image/21198-zz000rwr0q-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx44j/j975jc7n,ark:/21198/zz000rx44j,,,Page,art/image/21198-zz000rx44j-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx44j/kg28x09k,ark:/21198/zz000rx44j,,,Page,art/image/21198-zz000rx44j-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx48m/8h06ms2f,ark:/21198/zz000rx48m,,,Page,art/image/21198-zz000rx48m-5-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx48m/9b08rn6b,ark:/21198/zz000rx48m,,,Page,art/image/21198-zz000rx48m-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx48m/mt50bp19,ark:/21198/zz000rx48m,,,Page,art/image/21198-zz000rx48m-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx48m/qz51pb7f,ark:/21198/zz000rx48m,,,Page,art/image/21198-zz000rx48m-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx48m/x2362v12,ark:/21198/zz000rx48m,,,Page,art/image/21198-zz000rx48m-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4dp/9572kw42,ark:/21198/zz000rx4dp,,,Page,art/image/21198-zz000rx4dp-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4dp/rk51cf7r,ark:/21198/zz000rx4dp,,,Page,art/image/21198-zz000rx4dp-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4pt/3w99jk64,ark:/21198/zz000rx4pt,,,Page,art/image/21198-zz000rx4pt-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4pt/qm279f4q,ark:/21198/zz000rx4pt,,,Page,art/image/21198-zz000rx4pt-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4xf/6n29c53q,ark:/21198/zz000rx4xf,,,Page,art/image/21198-zz000rx4xf-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4xf/cv04g18z,ark:/21198/zz000rx4xf,,,Page,art/image/21198-zz000rx4xf-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4zz/ft05571v,ark:/21198/zz000rx4zz,,,Page,art/image/21198-zz000rx4zz-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rx4zz/t4374z7s,ark:/21198/zz000rx4zz,,,Page,art/image/21198-zz000rx4zz-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkbx/7w416925,ark:/21198/zz000rxkbx,,,Page,art/image/21198-zz000rxkbx-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkbx/fq91gc0w,ark:/21198/zz000rxkbx,,,Page,art/image/21198-zz000rxkbx-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkdz/0n78mr3j,ark:/21198/zz000rxkdz,,,Page,art/image/21198-zz000rxkdz-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkdz/m098bk29,ark:/21198/zz000rxkdz,,,Page,art/image/21198-zz000rxkdz-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkp3/fb596c2g,ark:/21198/zz000rxkp3,,,Page,art/image/21198-zz000rxkp3-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkp3/gw93gm4j,ark:/21198/zz000rxkp3,,,Page,art/image/21198-zz000rxkp3-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkp3/vx25vd3n,ark:/21198/zz000rxkp3,,,Page,art/image/21198-zz000rxkp3-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/0c41695v,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-18-master.tif,10,,private,,,,,,,,,,Page 10,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/13883v0r,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-14-master.tif,6,,private,,,,,,,,,,Page 6,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/2g23bs6p,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-16-master.tif,8,,private,,,,,,,,,,Page 8,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/4f662481,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-11-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/4s211p2q,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-5-master.tif,13,,private,,,,,,,,,,Page 13,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/7p63063d,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-7-master.tif,15,,private,,,,,,,,,,Page 15,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/d2714h6w,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-15-master.tif,7,,private,,,,,,,,,,Page 7,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/g5004s4f,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-12-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/h8579p9b,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-10-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/kr334q89,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-8-master.tif,16,,private,,,,,,,,,,Page 16,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/pb88rm5m,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-17-master.tif,9,,private,,,,,,,,,,Page 9,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/qg92pn0z,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-13-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/rc87zh9x,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-2-master.tif,11,,private,,,,,,,,,,Page 11,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/rw52fz1n,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-9-master.tif,17,,private,,,,,,,,,,Page 17,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/s3070q3p,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-6-master.tif,14,,private,,,,,,,,,,Page 14,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/tf120k29,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkr4/vq24841v,ark:/21198/zz000rxkr4,,,Page,art/image/21198-zz000rxkr4-3-master.tif,12,,private,,,,,,,,,,Page 12,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkt5/4894xr54,ark:/21198/zz000rxkt5,,,Page,art/image/21198-zz000rxkt5-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxkt5/s7361z0v,ark:/21198/zz000rxkt5,,,Page,art/image/21198-zz000rxkt5-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/0k24w14x,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/2n31vb4k,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-10-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/2v83mz9v,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-6-master.tif,9,,private,,,,,,,,,,Page 9,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/4779sk2s,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-12-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/5596847v,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-2-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/5j135s13,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-3-master.tif,6,,private,,,,,,,,,,Page 6,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/9645db2s,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-4-master.tif,7,,private,,,,,,,,,,Page 7,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/g408149b,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-11-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/gq82wx6q,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-5-master.tif,8,,private,,,,,,,,,,Page 8,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/j4790t4r,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-8-master.tif,11,,private,,,,,,,,,,Page 11,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/m031bk4d,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-9-master.tif,12,,private,,,,,,,,,,Page 12,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rxsr1/nk92wg9k,ark:/21198/zz000rxsr1,,,Page,art/image/21198-zz000rxsr1-7-master.tif,10,,private,,,,,,,,,,Page 10,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rz7v9/7x853m4w,ark:/21198/zz000rz7v9,,,Page,art/image/21198-zz000rz7v9-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rz7v9/jj40wk4v,ark:/21198/zz000rz7v9,,,Page,art/image/21198-zz000rz7v9-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rz85f/40253t3n,ark:/21198/zz000rz85f,,,Page,art/image/21198-zz000rz85f-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000rz85f/fv78kg5b,ark:/21198/zz000rz85f,,,Page,art/image/21198-zz000rz85f-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/3n68sf1r,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/fs216h4m,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/hz290q75,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/k911nt9q,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/nw24r07v,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-5-master.tif,5,,private,,,,,,,,,,Page 5,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22dx/sw54sj17,ark:/21198/zz000s22dx,,,Page,art/image/21198-zz000s22dx-6-master.tif,6,,private,,,,,,,,,,Page 6,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22w5/4f23f38p,ark:/21198/zz000s22w5,,,Page,art/image/21198-zz000s22w5_719513_master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22w5/m632cn8w,ark:/21198/zz000s22w5,,,Page,art/image/21198-zz000s22w5_719516_master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22z6/7f620s2g,ark:/21198/zz000s22z6,,,Page,art/image/21198-zz000s22z6-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22z6/r2379v8w,ark:/21198/zz000s22z6,,,Page,art/image/21198-zz000s22z6-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s22z6/vc920v96,ark:/21198/zz000s22z6,,,Page,art/image/21198-zz000s22z6-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s231q/hj434676,ark:/21198/zz000s231q,,,Page,art/image/21198-zz000s231q-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s231q/n673fr4g,ark:/21198/zz000s231q,,,Page,art/image/21198-zz000s231q-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s231q/t370859b,ark:/21198/zz000s231q,,,Page,art/image/21198-zz000s231q-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s23k0/sx610k1t,ark:/21198/zz000s23k0,,,Page,art/image/21198-zz000s23k0-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s23k0/z8731718,ark:/21198/zz000s23k0,,,Page,art/image/21198-zz000s23k0-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s23v4/55841b09,ark:/21198/zz000s23v4,,,Page,art/image/21198-zz000s23v4-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s23v4/sr11vz41,ark:/21198/zz000s23v4,,,Page,art/image/21198-zz000s23v4-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s23v4/xs23mn85,ark:/21198/zz000s23v4,,,Page,art/image/21198-zz000s23v4-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s240p/0v374f9r,ark:/21198/zz000s240p,,,Page,art/image/21198-zz000s240p-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s240p/8157td3n,ark:/21198/zz000s240p,,,Page,art/image/21198-zz000s240p-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s240p/wp47jn4p,ark:/21198/zz000s240p,,,Page,art/image/21198-zz000s240p-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2skn/d038893b,ark:/21198/zz000s2skn,,,Page,art/image/21198-zz000s2skn-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2skn/p854np54,ark:/21198/zz000s2skn,,,Page,art/image/21198-zz000s2skn-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t3w/f343np5k,ark:/21198/zz000s2t3w,,,Page,art/image/21198-zz000s2t3w-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t3w/wz583j66,ark:/21198/zz000s2t3w,,,Page,art/image/21198-zz000s2t3w-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t7z/ms88mt49,ark:/21198/zz000s2t7z,,,Page,art/image/21198-zz000s2t7z-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t7z/p971rz0d,ark:/21198/zz000s2t7z,,,Page,art/image/21198-zz000s2t7z-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t7z/tz86g30h,ark:/21198/zz000s2t7z,,,Page,art/image/21198-zz000s2t7z-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t7z/zf14pw76,ark:/21198/zz000s2t7z,,,Page,art/image/21198-zz000s2t7z-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t8g/cv89k964,ark:/21198/zz000s2t8g,,,Page,art/image/21198-zz000s2t8g-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s2t8g/gz04mw2h,ark:/21198/zz000s2t8g,,,Page,art/image/21198-zz000s2t8g_745984_master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s387p/gv88rn4q,ark:/21198/zz000s387p,,,Page,art/image/21198-zz000s387p-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s387p/kg84517z,ark:/21198/zz000s387p,,,Page,art/image/21198-zz000s387p-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38b7/f9731593,ark:/21198/zz000s38b7,,,Page,art/image/21198-zz000s38b7-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38b7/hf18ws6r,ark:/21198/zz000s38b7,,,Page,art/image/21198-zz000s38b7-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38mc/3661hf1b,ark:/21198/zz000s38mc,,,Page,art/image/21198-zz000s38mc-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38mc/4211wb19,ark:/21198/zz000s38mc,,,Page,art/image/21198-zz000s38mc-4-master.tif,4,,private,,,,,,,,,,Page 4,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38mc/52883g2p,ark:/21198/zz000s38mc,,,Page,art/image/21198-zz000s38mc-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38mc/br923751,ark:/21198/zz000s38mc,,,Page,art/image/21198-zz000s38mc-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38pd/3107802f,ark:/21198/zz000s38pd,,,Page,art/image/21198-zz000s38pd-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38pd/7524t78c,ark:/21198/zz000s38pd,,,Page,art/image/21198-zz000s38pd-2-master.tif,2,,private,,,,,,,,,,Page 2,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38pd/vj46w718,ark:/21198/zz000s38pd,,,Page,art/image/21198-zz000s38pd-3-master.tif,3,,private,,,,,,,,,,Page 3,,,,,,
Art Department Digital Image Collection,ark:/21198/zz000s38sz/07693t8z,ark:/21198/zz000s38sz,,,Page,art/image/21198-zz000s38sz-1-master.tif,1,,private,,,,,,,,,,Page 1,,,,,,
