"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.interviewee","Language","Type.typeOfResource","Type.genre","Name.repository","Subject","Name.interviewer","Name.subject","Description.note","Date.creation","Date.normalized","Format.extent","Title","Alt ID.local","Description.abstract","IIIF Access URL","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgb71/5w39jq9p","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgb71-1-master.wav","","","","","","Shimkin, Leon, $d 1907-","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","The first recording file is a rough-cut interview with publisher Leon Shimkin. He discusses the landscape and ethics of publishing and its history in the United States.|~|L. Shimkin - Box 7 #95","[between 1963 and 1967?]","1963/1967","1 sound tape reel : analog ; 5 in., 1/4 in. tape","Unaired Interview with Publisher Leon Shimkin Side A","uclayrlsc1494_007_095","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gb/71/=5/w3/9j/q9/p/21198=zz002hgb71=5w39jq9p/ark%2B=21198=zz002hgb71=5w39jq9p.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgb71%2F5w39jq9p%2Faudiowaveform.dat","","","2362.256893","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgb71%2F5w39jq9p/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgb71/s838d87b","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgb71-2-master.wav","","","","","","Shimkin, Leon, $d 1907-","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","The second recording file is a continuation of an interview with publisher Leon Shimkin.|~|L. Shimkin - Box 7 #95","[between 1963 and 1967?]","1963/1967","1 sound tape reel : analog ; 5 in., 1/4 in. tape","Unaired Interview with Publisher Leon Shimkin Side B","uclayrlsc1494_007_095","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gb/71/=s/83/8d/87/b/21198=zz002hgb71=s838d87b/ark%2B=21198=zz002hgb71=s838d87b.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgb71%2Fs838d87b%2Faudiowaveform.dat","","","2073.975261","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgb71%2Fs838d87b/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgbdm/8h383n1n","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgbdm-1-master.wav","","","","","copyrighted","Smith, Gene","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","The recording begins with what seems to be notes from Roy Newquist about having talked to Frank Sinatra. The remainder appears to be the Gene Smith Counterpoint broadcast.|~|Gene Smith - Box 13 #195","April 24, 1964","1964-04-24","1 sound tape reel : analog ; 5 in., 1/4 in. tape","Counterpoint: Gene Smith Side A","uclayrlsc1494_013_195","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gb/dm/=8/h3/83/n1/n/21198=zz002hgbdm=8h383n1n/ark%2B=21198=zz002hgbdm=8h383n1n.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgbdm%2F8h383n1n%2Faudiowaveform.dat","","","844.183946","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgbdm%2F8h383n1n/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgbdm/8x06766m","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgbdm-2-master.wav","","","","","copyrighted","Smith, Gene","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","The second recording (side 2) contains a copy of the latter part of the first recording (without the Frank Sinatra notes). In the interview with Gene Smith, he talks about his biography with President Wilson, and his methods for writing the book. Smith also provides some anecdotes about President Wilson.|~|Gene Smith - Box 13 #195","April 24, 1964","1964-04-24","1 sound tape reel : analog ; 5 in., 1/4 in. tape","Counterpoint: Gene Smith Side B","uclayrlsc1494_013_195","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gb/dm/=8/x0/67/66/m/21198=zz002hgbdm=8x06766m/ark%2B=21198=zz002hgbdm=8x06766m.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgbdm%2F8x06766m%2Faudiowaveform.dat","","","668.46746","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgbdm%2F8x06766m/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgmdg/6123h39h","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgmdg-1-master.wav","","","","","copyrighted","Loy, Myrna, $d 1905-1993","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","Both recordings contain parts one and two of a rough cut interview with actress Myrna Loy. Topics mainly focus on her acting career and philanthropic work.|~|Myrna Loy - Box 9 #122","[between 1963 and 1967?]","1963/1967","1 sound tape reel (54:05) : analog ; 5 in., 1/4 in. tape","Unaired Interview with Actress Myrna Loy Part 1","uclayrlsc1494_009_122","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gm/dg/=6/12/3h/39/h/21198=zz002hgmdg=6123h39h/ark%2B=21198=zz002hgmdg=6123h39h.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgmdg%2F6123h39h%2Faudiowaveform.dat","","","903.249002","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgmdg%2F6123h39h/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgmdg/cc730m77","ark:/21198/zz002c4jrj","2","Completed","Work","ephraim/audio/21198-zz002hgmdg-2-master.wav","","","","","copyrighted","Loy, Myrna, $d 1905-1993","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","Both recordings contain parts one and two of a rough cut interview with actress Myrna Loy. Topics mainly focus on her acting career and philanthropic work.|~|Myrna Loy - Box 9 #122","[between 1963 and 1967?]","1963/1967","1 sound tape reel (54:05) : analog ; 5 in., 1/4 in. tape","Unaired Interview with Actress Myrna Loy Part 2","uclayrlsc1494_009_122","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gm/dg/=c/c7/30/m7/7/21198=zz002hgmdg=cc730m77/ark%2B=21198=zz002hgmdg=cc730m77.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgmdg%2Fcc730m77%2Faudiowaveform.dat","","","3245.397347","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgmdg%2Fcc730m77/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgpv5/jc09709v","ark:/21198/zz002c4jrj","10","Completed with minimal metadata","Work","ephraim/audio/21198-zz002hgpv5-2-master.wav","","","","","copyrighted","","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","","","","48m 01s","Phyllis Diller - Box 3 # 35 Side A","uclayrlsc1494_003_035","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gp/v5/=j/c0/97/09/v/21198=zz002hgpv5=jc09709v/ark%2B=21198=zz002hgpv5=jc09709v.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgpv5%2Fjc09709v%2Faudiowaveform.dat","","","2881.813016","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgpv5%2Fjc09709v/manifest"
"Sales (Ephraim) Collection of Interviews by Roy Newquist","ark:/21198/zz002hgpv5/7071r840","ark:/21198/zz002c4jrj","10","Completed with minimal metadata","Work","ephraim/audio/21198-zz002hgpv5-3-master.wav","","","","","copyrighted","","eng","sound recording-nonmusical","interviews","University of California, Los Angeles. Library. Department of Special Collections","","Newquist, Roy","","","","","13m 01s","Phyllis Diller - Box 3 # 35 Side B","uclayrlsc1494_003_035","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:ephraim/pairtree_root/21/19/8=/zz/00/2h/gp/v5/=7/07/1r/84/0/21198=zz002hgpv5=7071r840/ark%2B=21198=zz002hgpv5=7071r840.mp4{}","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002hgpv5%2F7071r840%2Faudiowaveform.dat","","","781.813016","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgpv5%2F7071r840/manifest"
