Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1vr,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1vr-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1w8,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1w8-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1xs,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1xs-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z1z9,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z1z9-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z209,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z209-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z21t,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z21t-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z22b,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z22b-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z23v,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z23v-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z24c,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z24c-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z25w,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z25w-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z26d,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z26d-1-master.tif,17,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z27x,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z27x-1-master.tif,18,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z28f,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z28f-1-master.tif,19,,,,,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z29z,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z29z-1-master.tif,20,,,,,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2bg,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2bg-1-master.tif,21,,,,,,,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2c0,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2c0-1-master.tif,22,,,,,,,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2dh,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2dh-1-master.tif,23,,,,,,,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2f1,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2f1-1-master.tif,24,,,,,,,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2gj,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2gj-1-master.tif,25,,,,,,,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2h2,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2h2-1-master.tif,26,,,,,,,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2jk,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2jk-1-master.tif,27,,,,,,,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2k3,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2k3-1-master.tif,28,,,,,,,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2mm,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2mm-1-master.tif,29,,,,,,,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2n4,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2n4-1-master.tif,30,,,,,,,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2pn,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2pn-1-master.tif,31,,,,,,,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2q5,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2q5-1-master.tif,32,,,,,,,,,,,,,,,,,,,,,,,,,Page 32,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2rp,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2rp-1-master.tif,33,,,,,,,,,,,,,,,,,,,,,,,,,Page 33,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2s6,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2s6-1-master.tif,34,,,,,,,,,,,,,,,,,,,,,,,,,Page 34,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2tq,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2tq-1-master.tif,35,,,,,,,,,,,,,,,,,,,,,,,,,Page 35,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z2v7,ark:/21198/zz0015z1m4,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z2v7-1-master.tif,36,,,,,,,,,,,,,,,,,,,,,,,,,Page 36,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z3cg,ark:/21198/zz0015wwnt,2,Completed,ChildWork,,8,,,,,,,,,copyrighted,Y,published,Los Angeles (Calif.),,,"Southern California Women for Understanding|~|West Hollywood City Council|~|Spaur, Rita|~|Williams, Becky|~|Acker, De|~|Uribe, Virginia|~|Gay and Lesbian Educators of Orange County|~|Johnson, Gloria|~|Project Sister",,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,Thirteenth Lesbian Rights Award Dinner - Dinner Program,"March 4, 1989",Rights.statementLocal: Copyright question re: advertisements in program.,,,1989-03-04,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z5w6,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z5w6-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z5xq,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z5xq-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z5z7,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z5z7-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z607,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z607-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z61r,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z61r-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z628,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z628-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z63s,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z63s-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z649,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z649-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z65t,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z65t-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z66b,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z66b-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z67v,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z67v-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z68c,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z68c-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z69w,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z69w-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6bd,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6bd-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6cx,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6cx-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6df,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6df-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6fz,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6fz-1-master.tif,17,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6gg,ark:/21198/zz0015z3cg,2,Completed,ChildWork,,18,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6h0,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6h0-1-master.tif,19,,,,,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6jh,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6jh-1-master.tif,20,,,,,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6k1,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6k1-1-master.tif,21,,,,,,,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6mj,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6mj-1-master.tif,22,,,,,,,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6n2,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6n2-1-master.tif,23,,,,,,,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6pk,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6pk-1-master.tif,24,,,,,,,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6q3,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6q3-1-master.tif,25,,,,,,,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6rm,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6rm-1-master.tif,26,,,,,,,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6s4,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6s4-1-master.tif,27,,,,,,,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z6tn,ark:/21198/zz0015z3cg,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z6tn-1-master.tif,28,,,,,,,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z70q,ark:/21198/zz0015wwnt,2,Completed,ChildWork,,9,,,,,,,,,copyrighted,Y,published,Los Angeles (Calif.),,,"Southern California Women for Understanding|~|Osborn, Torie|~|Thompson, Karen|~|Gay and Lesbian Resources of Ventura County|~|Allred, Gloria|~|Elliott, Linda|~|Long Beach Lambda Democratic Club",,Lesbians $z California $z Los Angeles|~|Lesbians—Services for—California—Los Angeles,eng,,Southern California Women for Understanding,,,,,Fourteenth Lesbian Rights Award Dinner - Dinner Program,"March 17, 1990",Rights.statementLocal: Copyright question re: advertisements in program.,,,1990-03-17,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z717,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z717-1-master.tif,1,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z72r,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z72r-1-master.tif,2,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z738,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z738-1-master.tif,3,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z74s,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z74s-1-master.tif,4,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z759,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z759-1-master.tif,5,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z76t,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z76t-1-master.tif,6,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z77b,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z77b-1-master.tif,7,,,,,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z78v,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z78v-1-master.tif,8,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z79c,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z79c-1-master.tif,9,,,,,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7bw,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7bw-1-master.tif,10,,,,,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7cd,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7cd-1-master.tif,11,,,,,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7dx,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7dx-1-master.tif,12,,,,,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7ff,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7ff-1-master.tif,13,,,,,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7gz,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7gz-1-master.tif,14,,,,,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7hg,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7hg-1-master.tif,15,,,,,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7j0,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7j0-1-master.tif,16,,,,,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7kh,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7kh-1-master.tif,17,,,,,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015z7m1,ark:/21198/zz0015z70q,2,Completed,ChildWork,scwu/images/masters/21198-zz0015z7m1-1-master.tif,18,,,,,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,
