Item Created Date,Last Edit Date,Item Ark,Title,Modified By,Created By,Project Title
2012-07-05 22:51:55,2019-11-25 12:17:48,21198/zz002cq78k,"Vesey Walker, band leader, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:58:25,2019-11-25 12:17:29,21198/zz002ctx8k,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:54:59,2019-11-25 12:17:10,21198/zz002cvtzx,"Unpaved section of the Los Angeles Aqueduct, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:52:52,2019-11-25 12:16:52,21198/zz002ctwp9,"Unidentified golfer at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:57:55,2019-11-25 12:16:33,21198/zz002ctx72,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:59:41,2019-11-25 12:16:13,21198/zz002ctxdn,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:00:12,2019-11-25 12:15:56,21198/zz002ctxgp,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:00:27,2019-11-25 12:15:38,21198/zz002ctxh6,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:02:30,2019-11-25 12:15:19,21198/zz002ctxq9,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:59:25,2019-11-25 12:15:02,21198/zz002ctxc4,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:59:56,2019-11-25 12:14:33,21198/zz002ctxf5,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:02:46,2019-11-25 12:14:15,21198/zz002ctxrt,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:58:40,2019-11-25 12:13:55,21198/zz002ctx93,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:58:55,2019-11-25 12:13:36,21198/zz002ctxbm,"Unidentified golfer at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:01:13,2019-11-25 12:13:18,21198/zz002ctxk7,"Unidentified golfer and caddy at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:53:22,2019-11-25 12:12:51,21198/zz002ctwqt,"Unidentified golfer accepts a paper at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:53:53,2019-11-25 12:12:18,21198/zz002ctwsv,"Two unidentified golfers at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:01:29,2019-11-25 12:11:58,21198/zz002ctxmr,"Two unidentified golfers at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:08:39,2019-11-25 12:11:35,21198/zz002cvf3p,"Thomas Kuchel in his Anaheim High School class portrait, Anaheim, 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-09 23:51:53,2019-11-25 12:11:18,21198/zz002ctnc8,"Thomas F. Ford, congressman, Los Angeles, 1920s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-09 23:51:24,2019-11-25 12:11:01,21198/zz002ctnbr,"Thomas F. Ford, congressman, Los Angeles, 1920s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:52:47,2019-11-25 12:10:39,21198/zz002cvm33,"Statue of Stephen M. White outside of the old Los Angeles County Courthouse, 1920s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:54:05,2019-11-25 12:10:03,21198/zz002cw2v6,"Start of the last Figueroa Street Tunnel, Los Angeles, 1930-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:53:37,2019-11-25 12:09:43,21198/zz002ctwrb,"Spectators at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:52:34,2019-11-25 12:09:25,21198/zz002ctwns,"Spectators at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:54:07,2019-11-25 12:09:06,21198/zz002ctwtc,"Spectators at the Pasadena Open, between 1929-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:55:59,2019-11-25 12:08:49,21198/zz002cvv3g,"Skyline of Los Angeles with Pershing square and the Temple Auditorium Building, Los Angeles, 1923",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:04:01,2019-11-25 12:08:23,21198/zz002cvdhd,"Serge Alexander Korff, nuclear physicist, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 19:17:03,2019-11-25 12:08:02,21198/zz002cpf4z,"Samuel E. Thomason, Chicago-Tampa publisher, 1920s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:32:37,2019-11-25 12:07:42,21198/zz002cvhrg,"Ruby Keeler at a train station, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:49:29,2019-11-25 12:07:26,21198/zz002cq71z,"Robert F. Wagner, senator from New York, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:52:01,2019-11-25 12:07:09,21198/zz002cvtn8,"Rialto apartment building, Venice (Calif.), 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:15:28,2019-11-25 12:06:51,21198/zz002dcrc9,"People travelling by handcar in a flooded landscape after the failure of the St. Francis Dam, Santa Clara River Valley (Calif.), 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:54:37,2019-11-25 12:06:27,21198/zz002ctwvw,"Pasadena Open seen from across the parking lot of Brookside Park, between 1029-1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:03:49,2019-11-25 12:05:44,21198/zz002ctxvc,"Overhead view of the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:03:17,2019-11-25 12:05:22,21198/zz002ctxsb,"Overhead view of the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:03:33,2019-11-25 12:05:04,21198/zz002ctxtv,"Overhead view of the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:50:47,2019-11-25 12:04:46,21198/zz002cvkv0,"Newly-planted palm trees in front of City Hall, Los Angeles, 1928-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:58:24,2019-11-25 12:04:29,21198/zz002cq7zx,"Madeline Walsh, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:08:35,2019-11-25 12:04:11,21198/zz002ctqc7,"Lou Garland, baseball player, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:37:29,2019-11-25 12:03:50,21198/zz002cw0wr,"Los Angeles River, 1935-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:38:50,2019-11-25 12:03:31,21198/zz002cw119,"Los Angeles River, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:38:06,2019-11-25 12:03:11,21198/zz002cw0zs,"Los Angeles River, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:38:35,2019-11-25 12:02:53,21198/zz002cw10s,"Los Angeles River, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:36:44,2019-11-25 12:02:34,21198/zz002cw0tq,"Los Angeles River, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:39:04,2019-11-25 12:02:15,21198/zz002cw12t,"Los Angeles River, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:45:30,2019-11-25 12:01:48,21198/zz002cq6ns,"Lois T. Wade, victim of attempted murder, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 23:19:49,2019-11-25 11:58:16,21198/zz002cqb3f,"Jesse Franklin Winters, baseball pitcher, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:40:34,2019-11-25 11:57:57,21198/zz002cw17d,"Jefferson High School, Los Angeles, 1920-1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:40:04,2019-11-25 11:56:23,21198/zz002cw15c,"Jefferson High School, Los Angeles, 1920-1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:39:34,2019-11-25 11:56:08,21198/zz002cw14v,"Jefferson High School, Los Angeles, 1920-1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:54:30,2019-11-25 11:55:53,21198/zz002cvm96,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:40:19,2019-11-25 11:55:35,21198/zz002cw16w,"Jefferson High School, Los Angeles, 1920-1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:56:13,2019-11-25 11:55:16,21198/zz002cw339,"House at 234 W. Slauson Avenue, Los Angeles, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:50:31,2019-11-25 11:54:59,21198/zz002cq74h,"Henry Wales, war corespondent and journalist, Los Angeles, 1931",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:55:46,2019-11-25 11:54:39,21198/zz002cvmf8,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:53:01,2019-11-25 11:54:16,21198/zz002cvm4m,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:55:00,2019-11-25 11:53:57,21198/zz002cvmc7,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:56:31,2019-11-25 11:53:39,21198/zz002cvmh9,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:56:01,2019-11-25 11:53:23,21198/zz002cvmgs,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:54:45,2019-11-25 11:53:04,21198/zz002cvmbq,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:55:31,2019-11-25 11:52:46,21198/zz002cvmdr,"Hall of Justice, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:02:14,2019-11-25 11:52:28,21198/zz002ctxps,"Golfer Olin Dutra with two others at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 01:01:44,2019-11-25 11:52:09,21198/zz002ctxn8,"Golfer Denny Shute and two others at the Los Angeles Open, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:50:01,2019-11-25 11:51:53,21198/zz002cq730,"Gertrude Walsh, Los Angeles, 1923",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:50:49,2019-11-25 11:51:23,21198/zz002cq751,"George C. Walker, builder, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:42:16,2019-11-25 11:51:06,21198/zz002cq6b4,"Frederick von Reichenberg, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:15:21,2019-11-25 11:50:33,21198/zz002dcr56,"Flood damaged landscape after the failure of the Saint Francis Dam, Santa Clara River Valley, 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:54:57,2019-11-25 11:50:15,21198/zz002cw2zr,"Excavator at work on one of the Figueroa Street tunnels, Los Angeles, 1930-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:55:13,2019-11-25 11:49:58,21198/zz002cw30r,"Excavator at work on one of the Figueroa Street tunnels, Los Angeles, 1930-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:45:06,2019-11-25 11:49:41,21198/zz002cvk7p,"Duffy Lewis when he was player and manager for the Portland Beavers, 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:55:43,2019-11-25 11:49:19,21198/zz002cw318,"Excavator at work on one of the Figueroa Street tunnels, Los Angeles, 1930-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:57:58,2019-11-25 11:48:59,21198/zz002cq7xd,"Eugene Walter, playwright, Los Angeles, 1929",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:04:46,2019-11-25 11:48:40,21198/zz002cvw50,"Edwards and Wildey Building, Los Angeles, 1925-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:44:44,2019-11-25 11:48:23,21198/zz002cvk65,"Duffy Lewis when he was player and manager for the Portland Beavers, 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 23:22:32,2019-11-25 11:48:10,21198/zz002cqbck,"Dr. Friedrich Waller, Austrian Consul, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 23:22:49,2019-11-25 11:47:54,21198/zz002cqbd3,"Dr. Friedrich Waller, Austrian Consul, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:12:08,2019-11-25 11:47:38,21198/zz002cvfgc,"Dixie La Hood in a boxing pose, circa 1927",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:53:22,2019-11-25 11:47:14,21198/zz002cvtsb,"Distant view of the City Hall, Los Angeles, 1928-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:55:29,2019-11-25 11:46:55,21198/zz002cvv1f,"Desert canal of the Los Angeles aqueduct, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:50:00,2019-11-25 11:46:36,21198/zz002cw29x,"Colorado Street Bridge, Pasadena, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:56:35,2019-11-25 11:46:18,21198/zz002cw34t,"Corner of Second St. and Hill St., Los Angeles, 1924-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:53:08,2019-11-25 11:45:58,21198/zz002cvtrt,"City Hall, Los Angeles, 1928-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 19:36:06,2019-11-25 11:45:40,21198/zz002cph5f,"Captain Emil Topp, head of the State Nautical Training Ship, Los Angeles, 1930",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:21:50,2019-11-25 11:44:53,21198/zz002cvghc,"Carlos Augusto Lavigne, Brazilian Commander, arriving on a ship, Los Angeles, 1920",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 19:35:51,2019-11-25 11:44:37,21198/zz002cph4x,"California State, the state nautical training ship, Los Angeles, 1930",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:04:01,2019-11-25 11:43:36,21198/zz002cvw3z,"Bryson-Bonebrake Building, Los Angeles, 1920-1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:02:10,2019-11-25 11:43:19,21198/zz002cvvvv,"Bristol Hotel, Los Angeles, 1920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:58:11,2019-11-25 11:42:46,21198/zz002cvvcm,"Aerial view towards the Ford Amphitheatre and the Hollywood Bowl, Los Angeles, 1931-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:02:26,2019-11-25 11:41:37,21198/zz002cvvwc,"Angelus Furniture Manufacturing Company, Los Angeles, 1928-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:57:27,2019-11-25 11:41:18,21198/zz002cvv82,"Aerial view towards the Griffith Observatory, Los Angeles, circa 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:58:55,2019-11-25 11:40:58,21198/zz002cvvg5,"Aerial view over Pershing Square, Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:59:10,2019-11-25 11:40:16,21198/zz002cvvhp,"Aerial view over downtown Los Angeles, 1928-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:59:25,2019-11-25 11:39:57,21198/zz002cvvj6,"Aerial view of the Hollywood Reservoir, Los Angeles, 1924-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:59:40,2019-11-25 11:39:17,21198/zz002cvvkq,"Aerial view of the Hollywood Reservoir, Los Angeles, 1924-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:57:12,2019-11-25 11:38:54,21198/zz002cvv7j,"Aerial view of the Coliseum and surrounding area, 1923-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:57:56,2019-11-25 11:38:36,21198/zz002cvvb3,"Aerial view of Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:56:28,2019-11-25 11:38:19,21198/zz002cvv40,"Aerial view of Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:56:58,2019-11-25 11:38:02,21198/zz002cvv61,"Aerial view of Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:58:25,2019-11-25 11:37:45,21198/zz002cvvd4,"Aerial view of Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:57:41,2019-11-25 11:37:24,21198/zz002cvv9k,"Aerial view of downtown Los Angeles, 1928-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 04:56:43,2019-11-25 11:37:01,21198/zz002cvv5h,"Aerial view of an area with Hollywood motion picture studios, Los Angeles, 1920-1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:40:56,2019-11-25 11:36:42,21198/zz002cq662,"Abigail von Schlegel, Pasadena, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 22:41:15,2019-11-25 11:36:26,21198/zz002cq67k,"Abigail von Schlegel, Pasadena, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:09:31,2019-11-25 11:35:40,21198/zz002cvf7r,"John Kuck, Olympic shot putter, circa 1926-1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:36:12,2019-11-25 11:35:17,21198/zz002cttj8,"John J. Glennon, Archbishop of St. Louis, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 19:35:35,2019-11-25 11:34:59,21198/zz002cph3d,"General Fausto Topete, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:03:28,2019-11-25 11:34:38,21198/zz002cvw1x,"Bryson-Bonebrake Building, Los Angeles, 1920-1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:49:02,2019-11-25 11:34:13,21198/zz002j7s1g,"Classmates Betty Baker and Sarah Ann (aka Tay) Ott pose by the side of a swimming pool, Los Angeles, 1936 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 18:58:53,2019-11-25 11:32:06,21198/zz002dffcv,"Thelma Mills Wunder, dancer and actress, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:03:16,2019-11-25 11:31:31,21198/zz002dc30f,"Mary Sinclair Crawford, USC Dean of Women, on SS Resolute, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 10:01:06,2019-11-25 11:29:59,21198/zz002cx19w,"Maj. C.C. Moseley and U.S. Senator Hiram Bingham, Griffith Park Municipal Airport, Los Angeles, 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:57:20,2019-11-25 11:28:59,21198/zz002cw9vk,"J. P. Lyons, LAPD deputy chief, 1929",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:51:28,2019-11-25 11:28:24,21198/zz002hncx3,"Home demonstration agent Margaret Todt, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:12:52,2019-11-25 11:27:48,21198/zz002dckhz,"Golfers Al Watrous, Mel Smith, Frank Walsh, and Harry Cooper, Los Angeles Country Club, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-07-05 19:39:41,2019-11-25 11:26:34,21198/zz002cphhm,"Golfer Anna R. Trabue and unidentified man, 1924-1929 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:50:50,2019-11-25 11:20:55,21198/zz002j7wvb,"Gertrude Davey, cafe owner, testifying in Werner trial, Los Angeles, 1937",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:36:13,2019-11-25 11:20:29,21198/zz002cwxf2,"Football player Ernie Nevers smiling in front of Southern Pacific train, California, 1930-1939 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:36:44,2019-11-25 11:20:00,21198/zz002cwxgk,"Football player Ernie Nevers in front of Southern Pacific train, California, 1930-1939 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:36:59,2019-11-25 11:18:51,21198/zz002cwxh3,"Football player Ernie Nevers and group of 14 men in front of Southern Pacific train, California, 1930-1939 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:58:20,2019-11-25 11:18:18,21198/zz002cw9z4,"Dr. D. Willard Lyon, exchange professor at USC, Los Angeles, 1930",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:58:05,2019-11-25 11:17:52,21198/zz002cw9xm,"Dr. D. Willard Lyon, exchange professor at USC, standing outdoors, Los Angeles, 1930",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:52:49,2019-11-25 11:15:17,21198/zz002j81z8,"Det. Lt. Roscoe Sowell and murder suspect Robert Miller Barr, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:00:53,2019-11-25 11:14:27,21198/zz002dbwrg,"C.J. Cain, Culver City police chief, 1924-1926 (?])",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:58:30,2019-11-25 11:13:56,21198/zz002cx107,"Bernice Morris, former secretary of R.A. McKinley, Los Angeles, 1929",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:01:15,2019-11-25 11:13:34,21198/zz002dbxf9,"Baseball player Tex Carleton, Wrigley Field, Los Angeles, 1937-1940 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 19:10:14,2019-11-25 11:12:51,21198/zz002dgc99,"Anna Van Delft milking a cow, Clearwater-Hynes, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:04:52,2019-11-25 11:12:27,21198/zz002ctpzj,"Actress Joan Gale, Los Angeles, 1932-1938 (?)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 00:05:07,2019-11-25 11:11:56,21198/zz002ctq0j,"Actress Joan Gale smiling, Los Angeles, 1932-1938 (?])",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
