"Item Created Date","Last Edit Date","Item Ark","Title","Modified By","Created By","Project Title"
"2019-10-23 13:31:07","2019-10-28 10:58:33","21198/zz002kfq1m","Manuscript 13: 57v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:06","2019-10-28 10:57:14","21198/zz002kfq03","Manuscript 13: 57r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2014-09-12 18:26:57","2019-10-28 10:55:03","21198/zz002j57q6","Man (likely Rudy Newquist) prepares a grill, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2019-10-23 13:31:06","2019-10-28 10:51:51","21198/zz002kfpxk","Manuscript 13: 56r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:06","2019-10-28 10:50:17","21198/zz002kfpw2","Manuscript 13: 55v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:06","2019-10-28 10:48:58","21198/zz002kfpvj","Manuscript 13: 55r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:06","2019-10-28 10:47:37","21198/zz002kfpt1","Manuscript 13: 54v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:06","2019-10-28 10:46:18","21198/zz002kfpsh","Manuscript 13: 54r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:44:59","21198/zz002kfpr0","Manuscript 13: 53v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:43:37","21198/zz002kfpqg","Manuscript 13: 53r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:42:21","21198/zz002kfppz","Manuscript 13: 52v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:41:02","21198/zz002kfpnf","Manuscript 13: 52r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:36:17","21198/zz002kfpmx","Manuscript 13: 51v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:30:39","21198/zz002kfpkd","Manuscript 13: 51r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:29:16","21198/zz002kfpjw","Manuscript 13: 50v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:05","2019-10-28 10:28:06","21198/zz002kfphc","Manuscript 13: 50r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:26:36","21198/zz002kfpgv","Manuscript 13: 49v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:20:14","21198/zz002kfpfb","Manuscript 13: 49r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:18:42","21198/zz002kfpdt","Manuscript 13: 48v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:17:15","21198/zz002kfpc9","Manuscript 13: 48r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:15:49","21198/zz002kfpbs","Manuscript 13: 47v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:14:27","21198/zz002kfp98","Manuscript 13: 47r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:12:57","21198/zz002kfp8r","Manuscript 13: 46v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:04","2019-10-28 10:11:28","21198/zz002kfp77","Manuscript 13: 46r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2014-09-12 18:26:55","2019-10-28 10:00:03","21198/zz002j57n5","Debbie West and other children pose in a courtyard, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:56","2019-10-28 09:59:46","21198/zz002j57pp","Debbie West, Madeline Bacon and Tommy Newquist pose in a yard, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-04-22 10:52:05","2019-10-28 08:57:03","21198/zz002hvqng","Coll. 100. Box 179 Visigothic Manuscript","Octavio Olvera","Octavio Olvera","Medieval and Renaissance Manuscripts"
"2014-09-12 18:26:58","2019-10-28 08:28:17","21198/zz002j57s7","Debbie West and another girl pose on the pool deck at McCary Swim Gym, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:27:00","2019-10-28 08:23:01","21198/zz002j57v8","Debbie West and 2 other girls stand on the pool deck at McCary Swim Gym, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:27:01","2019-10-28 08:11:14","21198/zz002j57ws","Several people swim at the McCary Swim Gym pool, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:58","2019-10-28 08:02:01","21198/zz002j57rq","People relax in the McCary Swim Gym's pool, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:55","2019-10-28 07:49:00","21198/zz002j57mn","People swim in the pool at McCary Swim Gym, Los Angeles, 1955","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
