"Item Created Date","Last Edit Date","Item Ark","Title","Modified By","Created By","Project Title"
"2014-09-12 18:26:42","2019-10-25 08:15:05","21198/zz002j572c","Geano Contessotto and Gina Contessotto attend Bim Smith's burial, Inglewood, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:43","2019-10-25 07:58:28","21198/zz002j573w","Bim Smith's casket lies at its grave site in Inglewood Cemetery, Inglewood, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:44","2019-10-25 07:44:01","21198/zz002j574d","Bim Contessotto poses beside Bim Smith's casket at Inglewood Cemetery, Inglewood, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:45","2019-10-25 07:35:08","21198/zz002j576f","Pallbearers load Bim Smith's casket into a hearse at Bresee Bros and Gillette funeral home, Los Angeles, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:44","2019-10-25 07:34:49","21198/zz002j575x","Geano Contessotto, Bim Contessotto and other pallbearers stand in Inglewood Cemetery, Inglewood, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2019-10-23 13:31:04","2019-10-24 16:57:54","21198/zz002kfp6q","Manuscript 13: 45v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:56:10","21198/zz002kfp56","Manuscript 13: 45r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:55:00","21198/zz002kfp4p","Manuscript 13: 44v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-24 12:55:00","2019-10-24 16:53:20","21198/zz002kftf8","Manuscript 13: 44r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-24 12:55:00","2019-10-24 16:51:29","21198/zz002kftdr","Manuscript 13: 43v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:48:38","21198/zz002kfp35","Manuscript 13: 43r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:46:58","21198/zz002kfp2n","Manuscript 13: 42v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:45:44","21198/zz002kfp14","Manuscript 13: 42r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:44:37","21198/zz002kfp0m","Manuscript 13: 41v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:43:30","21198/zz002kfnzm","Manuscript 13: 41r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:03","2019-10-24 16:42:13","21198/zz002kfnx3","Manuscript 13: 40v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:39:58","21198/zz002kfnwk","Manuscript 13: 40r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:38:29","21198/zz002kfnv2","Manuscript 13: 39v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:37:09","21198/zz002kfntj","Manuscript 13: 39r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:35:32","21198/zz002kfns1","Manuscript 13: 38v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:09:19","21198/zz002kfnrh","Manuscript 13: 38r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:08:04","21198/zz002kfnq0","Manuscript 13: 37v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:06:55","21198/zz002kfnpg","Manuscript 13: 37r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:05:47","21198/zz002kfnnz","Manuscript 13: 36v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:02","2019-10-24 16:04:33","21198/zz002kfnmf","Manuscript 13: 36r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:01","2019-10-24 16:02:46","21198/zz002kfnkx","Manuscript 13: 35v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:01","2019-10-24 16:01:43","21198/zz002kfnjd","Manuscript 13: 35r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:01","2019-10-24 16:00:32","21198/zz002kfnhw","Manuscript 13: 34v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:01","2019-10-24 15:59:31","21198/zz002kfngc","Manuscript 13: 34r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 13:31:01","2019-10-24 15:58:14","21198/zz002kfnfv","Manuscript 13: 33v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:11","2019-10-24 15:57:05","21198/zz002kfndb","Manuscript 13: 33r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:11","2019-10-24 15:56:01","21198/zz002kfnct","Manuscript 13: 32v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:11","2019-10-24 15:54:41","21198/zz002kfnb9","Manuscript 13: 32r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:53:35","21198/zz002kfn9s","Manuscript 13: 31v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:51:59","21198/zz002kfn88","Manuscript 13: 31r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:50:50","21198/zz002kfn7r","Manuscript 13: 30v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:49:44","21198/zz002kfn67","Manuscript 13: 30r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:43:01","21198/zz002kfn5q","Manuscript 13: 29v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:41:44","21198/zz002kfn46","Manuscript 13: 29r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:10","2019-10-24 15:40:27","21198/zz002kfn3p","Manuscript 13: 28v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:09","2019-10-24 15:38:49","21198/zz002kfn25","Manuscript 13: 28r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:09","2019-10-24 15:37:38","21198/zz002kfn1n","Manuscript 13: 27v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:09","2019-10-24 15:36:31","21198/zz002kfn04","Manuscript 13: 27r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:09","2019-10-24 15:35:25","21198/zz002kfmz4","Manuscript 13: 26v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:08","2019-10-24 15:28:34","21198/zz002kfmxm","Manuscript 13: 26r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:08","2019-10-24 15:22:31","21198/zz002kfmw3","Manuscript 13: 25v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:08","2019-10-24 15:21:32","21198/zz002kfmvk","Manuscript 13: 25r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:08","2019-10-24 15:19:51","21198/zz002kfmr1","Manuscript 13: 23v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:07","2019-10-24 15:18:31","21198/zz002kfmqh","Manuscript 13: 23r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:07","2019-10-24 15:17:08","21198/zz002kfmmz","Manuscript 13: 21v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:07","2019-10-24 15:15:51","21198/zz002kfmkf","Manuscript 13: 21r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 15:12:44","21198/zz002kfmgw","Manuscript 13: 19v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 15:10:17","21198/zz002kfmfc","Manuscript 13: 19r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 15:08:44","21198/zz002kfmdv","Manuscript 13: 18v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 15:07:30","21198/zz002kfmcb","Manuscript 13: 18r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 15:00:57","21198/zz002kfmbt","Manuscript 13: 17v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:06","2019-10-24 14:57:52","21198/zz002kfm99","Manuscript 13: 17r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:56:14","21198/zz002kfm8s","Manuscript 13: 16v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:54:09","21198/zz002kfm78","Manuscript 13: 16r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:52:42","21198/zz002kfm6r","Manuscript 13: 15v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:51:11","21198/zz002kfm57","Manuscript 13: 15r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:47:41","21198/zz002kfm2p","Manuscript 13: 13v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:45:38","21198/zz002kfm15","Manuscript 13: 13r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:05","2019-10-24 14:44:26","21198/zz002kfm0n","Manuscript 13: 12v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:43:08","21198/zz002kfkzn","Manuscript 13: 12r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:41:54","21198/zz002kfkx4","Manuscript 13: 11v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:39:49","21198/zz002kfkwm","Manuscript 13: 11r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:38:14","21198/zz002kfkv3","Manuscript 13: 10v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:34:18","21198/zz002kfktk","Manuscript 13: 10r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:32:47","21198/zz002kfks2","Manuscript 13: 9v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:31:26","21198/zz002kfkrj","Manuscript 13: 9r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 12:56:04","2019-10-24 14:29:57","21198/zz002kfkq1","Manuscript 13: 8v","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2019-10-23 11:35:37","2019-10-24 14:27:57","21198/zz002kfkph","Manuscript 13: 8r","Erica Olsen","Tara Oldenburg","Armenian Manuscripts"
"2010-07-23 10:33:35","2019-10-24 14:26:41","21198/zz002570gj","Manuscript 13: 7v","Erica Olsen","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:34","2019-10-24 14:25:14","21198/zz002570f1","Manuscript 13: fol. 7r","Erica Olsen","Liana Vardanyan","Armenian Manuscripts"
"2014-09-12 18:26:40","2019-10-24 14:07:53","21198/zz002j570b","Wests, Witherbys, Whitakers, Hannah Lockwood and an unknown woman pose in front of H. H. West's home, Los Angeles, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:40","2019-10-24 14:07:23","21198/zz002j56zb","Wests, Witherbys, Whitakers and Hannah Lockwood pose in front of H. H. West's home, Los Angeles, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2010-07-23 10:33:32","2019-10-24 14:01:46","21198/zz002570bg","Mauscript 13: fol. 5v","Erica Olsen","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:31","2019-10-24 13:56:45","21198/zz0025709z","Manuscript 13: fol. 5r","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:30","2019-10-24 13:55:06","21198/zz0025708f","Manuscript 13: fol. 4v","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:30","2019-10-24 13:53:27","21198/zz0025707x","Manuscript 13: 4r","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:29","2019-10-24 13:51:55","21198/zz0025706d","Manuscript 13: fol. 3v","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:29","2019-10-24 12:37:32","21198/zz0025705w","Manuscript 13: 3r","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2010-07-23 10:33:28","2019-10-24 12:36:35","21198/zz0025704c","Manuscript 13: 2v","Tara Oldenburg","Liana Vardanyan","Armenian Manuscripts"
"2014-09-12 18:26:37","2019-10-24 11:45:28","21198/zz002j56t8","uclamss_1998_c219_001","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:34","2019-10-24 11:42:04","21198/zz002j56p6","Simple Simon Met a Pieman float travels down East Colorado Boulevard during the Tournament of Roses Parade, Pasadena, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:34","2019-10-24 10:58:16","21198/zz002j56qq","Cinderella float travels along East Colorado Boulevard in the Tournament of Roses Parade, Pasadena, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:35","2019-10-24 10:27:55","21198/zz002j56r7","Treasure Island float travels along the Tournament of Roses Parade route, Pasadena, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:36","2019-10-24 09:46:15","21198/zz002j56sr","Snow White and the Seven Dwarfs float travels along East Colorado Boulevard during the Rose Parade, Pasadena, 1954","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:30","2019-10-24 08:14:20","21198/zz002j56hm","Members of the West and Bacon families wait with others at a bus stop, Irvine, 1953","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:32","2019-10-24 08:13:54","21198/zz002j56m5","H. H. West poses with Boy Scouts Tom Pollard and John Miller at the Boy Scout Jamboree, Irvine, 1953","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2014-09-12 18:26:33","2019-10-24 07:41:11","21198/zz002j56np","H. H. West poses with Bob Kolterman of Red Oak, Iowa at the Boy Scout Jamboree, Irvine, 1953","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2005-09-01 00:00:00","2019-10-23 16:23:00","21198/zz0002jvh5","预防艾滋病, 关爱青少年","Kristian Allenn","Data Migration","AIDS Posters Collection"
"2012-10-09 18:12:12","2019-10-23 15:03:55","21198/zz002d9f2d","Trans-Pacific Yacht Club secretary John Wallace, 1936","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:47:36","2019-10-23 15:03:15","21198/zz002cwhdr","Aimee Semple McPherson and David Hutton meet with lawyers Edward A. Adams and Benjamin Lewis and stenographer Ruth Tuttle, Los Angeles, 1934","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:47:22","2019-10-23 15:02:50","21198/zz002cwhc7","Aimee Semple McPherson-Hutton sits on the witness stand and Superior Judge Leon R. Yankwich presides, Los Angeles, 1934","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:47:08","2019-10-23 15:02:25","21198/zz002cwhbq","Husband and wife David L. Hutton and Aimee Semple McPherson, Los Angeles, 1931-1934","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:45:31","2019-10-23 15:01:59","21198/zz002cwh54","Aimee Semple McPherson and her lawyer, Arthur Veitch, pose with her followers at the Hall of Justice, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:45:01","2019-10-23 15:00:48","21198/zz002cwh4m","Reverend Paul Rader and Judge Walter Gates with Aimee Semple McPherson and Roberta Semple as they depart on their journey abroad, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:44:46","2019-10-23 15:00:16","21198/zz002cwh33","Reverend Paul Rader with Aimee Semple McPherson and Roberta Semple as they depart on their journey abroad, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 12:36:21","2019-10-23 14:59:17","21198/zz002h9qvd","Minnie Kennedy, Roberta Semple, and Rolf McPherson prepare to depart to Arizona, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 12:36:23","2019-10-23 14:58:37","21198/zz002h9qxf","Rolf McPherson and Roberta Semple, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 12:36:22","2019-10-23 14:58:18","21198/zz002h9qwx","Roberta Semple, Rolf McPherson, and H.D. Hollenbeck, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:11","2019-10-23 14:57:08","21198/zz002dhvfk","David Hutton and Aimee Semple McPherson return from their honeymoon, Los Angeles, circa 1932","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:46:30","2019-10-23 14:56:33","21198/zz002cwh8p","Aimee Semple McPherson goes to court regarding a $2500 check, Los Angeles, 1929","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:04:52","2019-10-23 14:55:45","21198/zz002hbk21","David L. Hutton, estranged husband of Aimee Semple McPherson, with a band in a nightclub, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:04:53","2019-10-23 14:55:17","21198/zz002hbk3j","David L. Hutton, estranged husband of Aimee Semple McPherson, sings to a table of women in a nightclub, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:04:51","2019-10-23 14:54:53","21198/zz002hbk1h","David L. Hutton, estranged husband of Aimee Semple McPherson, sings to a table of women in a nightclub, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:35:01","2019-10-23 14:53:48","21198/zz002cwg3m","Aimee Semple McPherson with children during Angelus Temple services, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:05:04","2019-10-23 14:52:08","21198/zz002hbkhr","Jay Kellogg, substitute pastor at the Angelus Temple, on horseback, Los Angeles, 1932","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:23","2019-10-23 14:51:14","21198/zz002dhvzb","David Hutton on the witness stand in divorce proceedings, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:25","2019-10-23 14:50:56","21198/zz002dhw1v","David Hutton on the witness stand in divorce proceedings, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:23","2019-10-23 14:50:30","21198/zz002dhvxt","David Hutton on the witness stand in divorce proceedings, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:26","2019-10-23 14:50:09","21198/zz002dhw2c","David Hutton in divorce proceedings, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:24","2019-10-23 14:49:47","21198/zz002dhw0b","David Hutton in divorce proceedings, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:21","2019-10-23 14:49:21","21198/zz002dhvvs","David Hutton in divorce proceedings, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:20","2019-10-23 14:49:04","21198/zz002dhvt8","David Hutton in divorce proceedings, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:19","2019-10-23 14:48:44","21198/zz002dhvsr","David Hutton in divorce proceedings, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:18","2019-10-23 14:48:27","21198/zz002dhvr7","David Hutton in divorce proceedings, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 11:06:38","2019-10-23 14:48:09","21198/zz002h833w","Crowd assembled in front of Los Angeles City Hall for Four Square Church parade, Los Angeles, 1936","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-07-05 21:16:22","2019-10-23 14:47:48","21198/zz002cpw5r","Attorneys L. W. Hammer, Roland Woolley and Arthur Veitch speak with Judge J. A. Bardin, 1929","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:09","2019-10-23 14:47:21","21198/zz002dhvcj","Aimee McPherson holding handkerchief in her hand and smiling, Los Angeles, 1932","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 12:34:08","2019-10-23 14:44:15","21198/zz002h9jtg","Myrtle St. Pierre after winning a breach of promise law suit, Los Angeles, 1932","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:09:42","2019-10-23 14:43:37","21198/zz002dg9z5","Joseph Fainer and David Hutton sit together during the Rheba Crawford libel suit, Los Angeles, 1935","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:05:03","2019-10-23 14:42:58","21198/zz002hbkg7","Jay Kellogg, substitute pastor at the Angelus Temple, on horseback, Los Angeles, 1932","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 13:04:54","2019-10-23 14:42:03","21198/zz002hbk42","David L. Hutton, estranged husband of Aimee Semple McPherson, takes his piano from the Angelus Temple, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:18","2019-10-23 14:41:39","21198/zz002dhvqq","David Hutton and Kitty Chapman, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:17","2019-10-23 14:41:21","21198/zz002dhvp6","David Hutton and Kitty Chapman in a nightclub, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-10-12 19:28:15","2019-10-23 14:40:57","21198/zz002dhvm5","David Hutton and his lawyer, Benjamin Lewis, Los Angeles, 1933","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 11:06:39","2019-10-23 14:40:36","21198/zz002h834d","Crowd assembled in front of Los Angeles City Hall for Four Square Church parade admiring a parade float, Los Angeles, 1936","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:35:31","2019-10-23 14:39:28","21198/zz002cwg44","Aimee Semple McPherson, Roberta Semple, and Minnie Kennedy at a meeting of the Evening Bible Training School, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 11:06:39","2019-10-23 14:39:13","21198/zz002h835x","Aimee Semple McPherson, Mayor Frank Shaw, Roberta Semple, and Rheba Crawford, Los Angeles, 1936","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2013-06-14 11:06:37","2019-10-23 14:38:57","21198/zz002h832c","Aimee Semple McPherson, Mayor Frank Shaw, and Rheba Crawford, Los Angeles, 1936","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2012-08-10 07:54:59","2019-10-23 14:38:39","21198/zz002cwj7n","Aimee Semple McPherson's secretary Emma Shaffer, Roberta Semple, and Rolf McPherson, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
"2014-09-12 18:26:31","2019-10-23 14:38:26","21198/zz002j56j4","Brush fire burns along a ridge in Laguna Canyon, Laguna Beach vicinity, 1953","Sarah Richardson","Batch Ingest","West (H. H.), Collection Number 1998"
"2012-08-10 07:53:12","2019-10-23 14:38:19","21198/zz002cwj1j","Aimee Semple McPherson with some of her birthday presents, Los Angeles, 1926","Martha Steele","Batch Ingest","Los Angeles Times Photographic Archive"
