Item Created Date,Last Edit Date,Item Ark,Title,Modified By,Created By,Project Title
2012-07-05 16:59:24,2019-12-21 23:05:25,21198/zz002cnrqn,"Flooding and mudslide damage in the La Crescenta-Montrose area, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:54:24,2019-12-21 01:52:15,21198/zz002j856t,"Woman in Kimono at L.A. County Fair, Pomona, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 19:20:39,2019-12-21 01:51:05,21198/zz002dh80n,"Ten-foot segment removed from Commercial Exchange Building, Los Angeles, between 1935-1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:55,2019-12-21 01:50:24,21198/zz002hmpnv,"Photos of Chimpanzees Shorty and Ditto, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 19:57:45,2019-12-21 01:49:05,21198/zz002dbn59,"Men in courtroom during the Arthur Burch murder trial, Los Angeles, 1921",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 19:57:46,2019-12-21 01:48:08,21198/zz002dbn6t,"Man showing hands during the Arthur Burch murder trial, Los Angeles, 1921",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:13:13,2019-12-21 01:47:14,21198/zz002dcm9b,"Major General Malin Craig inspects Sixty-third Coast Artillery (antiaircraft) at Fort MacArthur, San Pedro, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:13:16,2019-12-21 01:46:17,21198/zz002dcmfd,"Major General Malin Craig inspects Sixty-third Coast Artillery (antiaircraft) at Fort MacArthur, San Pedro, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:11:41,2019-12-21 01:44:52,21198/zz002cw4tn,"zzz - Loyola ground breaking, Los Angeles, 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:35:13,2019-12-21 01:44:12,21198/zz002h9n8n,"John S. Schnepp and James, Los Angeles, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 12:48:00,2019-12-21 01:43:06,21198/zz002cxn3g,"Jerry Giesler questioning Irene Pringle during the Alexander Pantages rape trail, Los Angeles, 1929",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:32:58,2019-12-21 01:41:50,21198/zz002h9g45,"Governor James Rolph speaking at podium, Los Angeles, between 920-1939",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:11:11,2019-12-21 01:40:33,21198/zz002cw4s4,"Ground breaking ceremony at Loyola College, Los Angeles, 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:32:35,2019-12-21 01:39:19,21198/zz002cw779,"Drawing of Zeiss Mark II Planetarium Projector at Griffith Observatory, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:53:53,2019-12-21 01:38:14,21198/zz002j843s,"Doris Kenyon as child, Los Angeles, [1900-1904?]",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 18:54:48,2019-12-21 01:37:21,21198/zz002df3c1,"Clara Phillips extradition document, 1923",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:03:02,2019-12-21 01:34:16,21198/zz002cx7nz,"Mrs. Oscar Wells, Mrs. F. N. Shepherd, Mr. and Mrs. J. Dabney Day, and Michael J. Connell attend Opera, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:05:42,2019-12-21 01:33:24,21198/zz002cx7x3,"Mrs. George B. Macaulay, Mr. and Mrs. Wesley Roberts arrive at the Shrine for the opera, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:04:52,2019-12-21 01:31:54,21198/zz002cx7tj,"Mrs. and Mr. J. Edward Haley and Miss Margaret Browning Clark Haley attend an Opera, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:05:25,2019-12-21 01:31:10,21198/zz002cx7wk,"Judge and Mrs. Douglas L. Edmonds at the opening of Samson and Delilah, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:03:19,2019-12-21 01:29:10,21198/zz002cx7pg,"Guests at the opening of the Opera season, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:02:46,2019-12-21 01:28:26,21198/zz002cx7mf,"Guests arriving at the premiere of the Opera season, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:04:34,2019-12-21 01:27:45,21198/zz002cx7s1,"Arrivals at the opening performance of the Opera season, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:03:42,2019-12-21 01:27:05,21198/zz002cx7q0,"Arrivals at the opening of the Opera season, Los Angeles, 1926",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:01:33,2019-12-20 15:25:29,21198/zz002cvvst,zzz - uclamss_1429_5776 DUPLICATE of uclamss_1429_5749 - do not catalog,Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:26:40,2019-12-20 13:43:50,21198/zz002cvzjn,zzz - uclamss_1429_5856i,Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:03:11,2019-12-20 13:09:50,21198/zz002cvvzd,zzz - uclamss_1429_5781i,Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:05:58,2019-12-20 08:54:09,21198/zz002cx7zm,"Mrs. Howard Verbeck attends grand opening of the opera season, Los Angeles, 1926",Anju Mitchell,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 05:41:18,2019-12-19 11:06:09,21198/zz002cw19f,"May Day celebration at Manual Arts High School, Los Angeles, 1922",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:10:43,2019-12-19 10:38:23,21198/zz002h8dkg,"Mrs. Mortimer H. Singer, Fay Lesser, and Mrs. Harry A. Hollzer of the Helping Hands, Los Angeles, 1936",Dana Iwata,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:13:14,2019-12-18 17:29:55,21198/zz002dcmbv,"Major General Malin Craig and Lieutenant Colonel Howard S. Miller during General Craig's visit, San Pedro, 1932",Anthony Santiago,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:04:02,2019-12-18 10:57:32,21198/zz002cx7rh,"Mrs. Oscar Robert Howard attends grand opening of opera season, Los Angeles, 1926",Anju Mitchell,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:02:30,2019-12-18 07:21:47,21198/zz002cx7kx,"Mr. and Mrs. William Irving Hollingsworth and Dr. and Mrs. Rufus Von KleinSmid attend opera, Los Angeles, 1926",Anju Mitchell,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 19:01:12,2019-12-17 13:31:42,21198/zz002dfmgt,"Althea Warren holding a telephone, 1935",Claudia Horning,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-12 19:01:11,2019-12-17 13:30:56,21198/zz002dfmf9,"Althea Warren sitting at an office desk, 1935",Claudia Horning,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:47:36,2019-12-17 10:09:38,21198/zz002hn2z8,"Mrs. Ellsworth (Grace) McGowan, vice president of the Wilshire Women's Club and member of the Breakfast Bridge Club, Los Angeles, 1936",Dana Iwata,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:51:21,2019-12-17 10:09:07,21198/zz002j7xss,"Luncheon with the Santa Monica Chatterers, Santa Monica, 1936",Dana Iwata,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:56,2019-12-16 18:39:59,21198/zz002hmppc,"Shorty the chimpanzee plays with the typewriter, Los Angeles, 1936",Anthony Santiago,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:35:14,2019-12-16 18:10:47,21198/zz002h9n95,"Sheriff William J. Natterman and Henry Kleinfeldt arrive to return John S. Schnepp to Illinois, Los Angeles, 1935",Anthony Santiago,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 07:15:13,2019-12-16 13:00:58,21198/zz002cwct1,"Portrait of Rabbi Edgar F. Magnin, Los Angeles, circa 1935",Dana Iwata,Batch Ingest,Los Angeles Times Photographic Archive
2005-03-02 00:00:00,2019-12-16 11:31:58,21198/zz0002v7m2,"Eleanor Roosevelt at Jewish Home for the Aged in Los Angeles, Calif., 1946",Dana Iwata,Data Migration,Los Angeles Times Photographic Archive
2013-06-14 11:08:57,2019-12-16 10:35:00,21198/zz002h88dz,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:56,2019-12-16 10:33:00,21198/zz002h88cf,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:55,2019-12-16 10:31:16,21198/zz002h88bx,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:55,2019-12-16 10:29:31,21198/zz002h889d,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:54,2019-12-16 10:26:51,21198/zz002h888w,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:53,2019-12-16 10:25:10,21198/zz002h887c,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:52,2019-12-16 10:23:46,21198/zz002h886v,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:46,2019-12-16 10:17:40,21198/zz002hmp9p,"Trainer works with three circus elephants, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:09:45,2019-12-16 10:17:27,21198/zz002h8b8v,"Police officer W. C. Brooks fingerprints Harper McDowell, a man with twelve fingers, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:41:45,2019-12-16 10:17:00,21198/zz002cvjvh,"Herbert C. Legg, County Supervisor, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:53:40,2019-12-16 10:07:09,21198/zz002cx0fg,"“House of Harmony” mansion in Holmby Hills, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:53:10,2019-12-16 10:06:49,21198/zz002cx0dz,"“House of Harmony” mansion in Holmby Hills, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:54:17,2019-12-16 10:06:26,21198/zz002cx0hh,"“House of Harmony” mansion in Holmby Hills, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:46:19,2019-12-16 10:06:07,21198/zz002cw8mg,"Workers fighting a fire in Griffith Park, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 09:53:55,2019-12-16 10:05:46,21198/zz002cx0g0,"“House of Harmony” mansion in Holmby Hills, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:42:58,2019-12-16 10:05:22,21198/zz002cw89t,"Workers fighting a fire in Griffith Park, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:43:13,2019-12-16 10:05:03,21198/zz002cw8bb,"Workers fighting a fire in Griffith Park, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 11:49:25,2019-12-16 10:04:43,21198/zz002cxdbq,"Women seated on a canon at the Pacific Southwest Exposition, Long Beach, 1928",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:56:10,2019-12-16 10:04:19,21198/zz002j892p,"Willard C. Perdue, Duke University football player during practice, Pasadena, 1938",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:42:43,2019-12-16 10:03:48,21198/zz002cw889,"Two men in a narrow canyon in Griffith Park during or after a fire, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:49,2019-12-16 10:03:32,21198/zz002hmpd7,"Two circus elephants, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:47,2019-12-16 10:03:11,21198/zz002hmpb6,"Trainer works with three circus elephants, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-03-13 15:42:48,2019-12-16 10:02:33,21198/zz002hmpcq,"Three circus elephants during training, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 10:38:23,2019-12-16 10:02:11,21198/zz002cx526,"Three cast members of a commedia dell'arte performance at Occidental College, Eagle Rock (Los Angeles), 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:45:08,2019-12-16 10:01:54,21198/zz002j7gmx,"Street in North San Juan and Columbia, mining areas during the California Gold Rush, 1936 (copy neg.)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:45:08,2019-12-16 10:01:38,21198/zz002j7gkd,"St. George Hotel in Volcano, and hydraullic mining in Yuba County (?), 1936 (copy neg.)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:44:34,2019-12-16 10:00:22,21198/zz002j7f88,"Ruth Haroldson, conductor, Whittier, 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:44:50,2019-12-16 09:59:59,21198/zz002cw8gd,"Relatives of victims of the Griffith Park fire at the morgue, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:44:28,2019-12-16 09:59:40,21198/zz002cw8fw,"Relatives of victims of the Griffith Park fire at the morgue, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:40:18,2019-12-16 09:59:21,21198/zz002cw826,"Refreshment table for workers in Griffith Park after a fire, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:51,2019-12-16 09:59:03,21198/zz002h885b,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 11:08:50,2019-12-16 09:58:47,21198/zz002h884t,"Produce market, Los Angeles, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:41:40,2019-12-16 09:57:52,21198/zz002cw868,"Officials or family members visit a burned out area of Griffith Park where workers died, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:41:03,2019-12-16 09:57:35,21198/zz002cw847,"Officials or family members visit a burned out area of Griffith Park where workers died, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:42:13,2019-12-16 09:57:16,21198/zz002cw87s,"Officials or family members visit a burned out area of Griffith Park where workers died, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:40:48,2019-12-16 09:56:58,21198/zz002cw83q,"Officials or family members visit a burned out area of Griffith Park where workers died, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:41:25,2019-12-16 09:56:39,21198/zz002cw85r,"Officials or family members visit a burned out area of Griffith Park where workers died, Los Angeles, 1932",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 10:39:38,2019-12-16 09:56:22,21198/zz002cx55r,"Occidental College students in an acrobatic formation, Eagle Rock (Los Angeles), 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 10:39:08,2019-12-16 09:56:05,21198/zz002cx547,"Occidental College students in an acrobatic formation, Eagle Rock (Los Angeles), 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 03:41:16,2019-12-16 09:55:41,21198/zz002cvjt0,"Newly elected Supervisor Herbert C. Legg with his family in his office, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 06:40:03,2019-12-16 09:55:23,21198/zz002cw81p,"Meeting after the Griffith Park fire, Los Angeles, 1933",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 08:36:06,2019-12-16 09:55:04,21198/zz002cwpsv,"Mary McCormick standing at an open airplane door, Los Angeles, circa 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 08:35:36,2019-12-16 09:54:48,21198/zz002cwpqt,"Mary McCormick singing during a performance, Los Angeles, circa 1935",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:48:45,2019-12-16 09:54:32,21198/zz002j7rf6,"Lynn Smith (Howell) seated on a low wall, Pasadena, 1936",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2014-10-06 11:45:09,2019-12-16 09:52:34,21198/zz002j7gnf,"La Porte (Plumas County), and Port Wine (Sierry County), 1936 (copy neg)",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:04:46,2019-12-16 09:52:16,21198/zz002dc6d3,"Judge Hartley Shaw and Judge Frank C. Collier in an office, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:33,2019-12-16 09:51:53,21198/zz002h9r9m,"Judge Harry Sewell presiding in his courtroom, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:34,2019-12-16 09:51:35,21198/zz002h9rb4,"Judge Harry Sewell on the phone at his desk, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:36,2019-12-16 09:51:18,21198/zz002h9rfp,"Judge Harry Sewell at his desk, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:35,2019-12-16 09:50:58,21198/zz002h9rd5,"Judge Harry Sewell at his desk, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:35,2019-12-16 09:50:40,21198/zz002h9rcn,"Judge Harry Sewell at his desk, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2013-06-14 12:36:32,2019-12-16 09:50:21,21198/zz002h9r83,"Judge Harry Sewell and Mary Virginia Platt, shortly before their marriage, Los Angeles, 1934",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:04:44,2019-12-16 09:50:01,21198/zz002dc6b2,"Judge Frank C. Collier leaving his chambers, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-10-09 20:04:45,2019-12-16 09:49:42,21198/zz002dc6ck,"Judge Frank C. Collier at his desk, Los Angeles, 1930s",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
2012-08-10 08:32:28,2019-12-16 09:49:23,21198/zz002cwpcn,"Johnny Myrra throwing a javelin at the Coliseum, Los Angeles, circa 1925",Martha Steele,Batch Ingest,Los Angeles Times Photographic Archive
