"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626rc","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626rc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626rc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626sw","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626sw-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626sw",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626td","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626td-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626td",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626vx","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626vx-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626vx",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626wf","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626wf-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626wf",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626xz","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626xz-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626xz",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001626zg","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz001626zg-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001626zg",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016270g","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz0016270g-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016270g",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00162710","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz00162710-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00162710",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016272h","ark:/21198/zz001626qv","2","Completed","Page","scwu/images/masters/21198-zz0016272h-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016272h",""
