Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf36p/3x81r57h,ark:/21198/zz002hf36p,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7904s_KYONGSONG_12_5_AMS_1946_ED1_B.tif,2,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf36p%2F3x81r57h,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hf36p/9f918h7k,ark:/21198/zz002hf36p,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7904s_KYONGSONG_12_5_AMS_1946_ED1_A.tif,1,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hf36p%2F9f918h7k,
