Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hfb83/p942ps9m,ark:/21198/zz002hfb83,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7964_12_5_AMS_1945_EDProv_SHEET11_A.tif,1,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfb83%2Fp942ps9m,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hfb83/tf43s33q,ark:/21198/zz002hfb83,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7964_12_5_AMS_1945_EDProv_SHEET11_B.tif,2,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hfb83%2Ftf43s33q,
