Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq2v,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J51_E_ED2.tif,378,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1240000|~|easternmost: E1250000|~|northernmost: N0400000|~|southernmost: N0390000,Yongam'po (Ryugampo),G7900S_250_AMS_J51_E_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq2v,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq3c,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J51_F_ED2.tif,379,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0390000|~|westernmost: E1250000|~|easternmost: E1260000|~|northermost: N0400000,Anju (Anshu),G7900S_250_AMS_J51_F_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq3c,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq4w,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J51_L_ED2.tif,380,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1250000|~|easternmost: E1260000|~|northernmost: N0390000|~|southernmost: N0380000,Chinnamp'o (Chinnampo),G7900S_250_AMS_J51_L_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq4w,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq5d,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J51_Q_ED2.tif,381,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1240000|~|easternmost: E1250000|~|northernmost: N0380000|~|southernmost: N0370000,Paengyong-Do (Hakurei-To),G7900S_250_AMS_J51_Q_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq5d,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq6x,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J51_X_ED2.tif,382,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0370000|~|southernmost: N0360000|~|westernmost: E1250000|~|easternmost: E1260000,Paengyong-Do (Hakurei-To),G7900S_250_AMS_J51_X_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq6x,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq7f,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_A_ED2.tif,383,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|northernmost: N0400000|~|southernmost: N0390000,Tokch'on (Tokusen),G7900S_250_AMS_J52_A_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq7f,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq8z,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_B_ED2.tif,384,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|eastermost: E1280000|~|northernmost: N0400000|~|southernmost: N0390000,Wonsan (Genzan),G7900S_250_AMS_J52_B_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq8z,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq9g,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_G_ED2.tif,385,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|eastermost: E1270000|~|northernmost: N0390000|~|southernmost: N0380000,Namch'onjom (Nansenten),G7900S_250_AMS_J52_G_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq9g,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqb0,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_H_ED2.tif,386,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|easternmost: E1280000|~|nothernmost: N0390000|~|southernmost: N0380000,Ch'orwon (Tetsugen),G7900S_250_AMS_J52_H_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqb0,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqch,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_I_ED2.tif,387,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1280000|~|easternmost: E1290000|~|northernmost: N0390000|~|southernmost: N0380000,Kumgang-San (Konggo-San),G7900S_250_AMS_J52_I_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqch,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqd1,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_K_ED2.tif,388,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0380000|~|westernmost: E1240000|~|easternmost: E1250000|~|northernmost: N0390000,Changsan-Got (Chozan-Kan),G7900S_250_AMS_J52_K_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqd1,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqfj,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_M_ED2.tif,389,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|northernmost: N0380000|~|southernmost: N0370000,Inch'on (Jinsen),G7900S_250_AMS_J52_M_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqfj,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqg2,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_N_ED1.tif,390,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|easternmost: E1280000|~|northernmost: N0380000|~|southernmost: N0370000,Ch'unch'on (Shunsen),G7900S_250_AMS_J52_N_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqg2,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqhk,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_O_ED2.tif,391,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1280000|~|northernmost: N0380000|~|southernmost: N0370000|~|easternmost: E1290000,Kangnung (Koryo),G7900S_250_AMS_J52_O_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqhk,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqj3,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_P_ED2.tif,392,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1290000|~|easternmost: E1300000|~|southernmost: N0370000|~|northernmost: N0380000,Samch'ok (Sanchoku),G7900S_250_AMS_J52_P_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqj3,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqkm,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_Q_ED2.tif,393,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1300000|~|easternmost: E1310000|~|northernmost: N0380000|~|southernmost: N0370000,Ullung-Do (Utsuryo-To),G7900S_250_AMS_J52_Q_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqkm,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqm4,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_R_ED2.tif,394,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost: E1260000|~|northernmost: N0380000|~|southernmost: N0370000|~|westernmost: E1250000,Ongjin (Ōshin),G7900S_250_AMS_J52_R_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqm4,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqnn,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_S_ED2.tif,395,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|northernmost: N0370000|~|southernmost: N0360000,Sosan (Zuisan),G7900S_250_AMS_J52_S_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqnn,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqp5,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_T_ED2.tif,396,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|easternmost: E1280000|~|northernmost: N0370000|~|southernmost: N0360000,Taejon (Taiden),G7900S_250_AMS_J52_T_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqp5,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqqp,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_U_ED2.tif,397,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0370000|~|southernmost: N0360000|~|westernmost: E1280000|~|easternmost: E1290000,Sanju (Shoshu),G7900S_250_AMS_J52_U_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqqp,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqr6,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_J52_V_ED2.tif,398,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0360000|~|easternmost: E1300000|~|westernmost: E1290000|~|northernmost: N0370000,Yongdok (Eitoku),G7900S_250_AMS_J52_V_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqr6,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqsq,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K51_W_ED2.tif,399,,,,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost: E1250000|~|southernmost: N0400000|~|westernmost: E1240000|~|northernmost: N0410000,Sinŭiji (Shingishu),G7900S_250_AMS_K51_W_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqsq,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqt7,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K51_X_ED2.tif,400,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0410000|~|westernmost: E1250000|~|easternmost: E1260000|~|southernmost: N0400000,Ch'osan (Sosan),G7900S_250_AMS_K51_X_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqt7,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqvr,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K52_K_ED1.tif,401,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1300000|~|easternmost: E1310000|~|northernmost: N0430000|~|southernmost: N0420000,Unggi (Yuki),G7900S_250_AMS_K52_K_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqvr,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqw8,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K52_M_ED2.tif,402,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|northernmost: N0420000|~|southernmost: N0410000,Chasong (Kokp),G7900S_250_AMS_K52_M_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqw8,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqxs,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K52_N_ED2.tif,403,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",southernmost: N0410000|~|westernmost: E1270000|~|easternmost: E1280000|~|northernmost: N0420000,Namsa (Nansha),G7900S_250_AMS_K52_N_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqxs,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdqz9,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K52_O_ED2.tif,404,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost: E1290000|~|southernmost: N0410000|~|northernmost: N0420000|~|westernmost: E1280000,Hyesanjin (Keisanchin),G7900S_250_AMS_K52_O_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdqz9,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdr09,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_K52_P_ED2.tif,405,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0420000|~|westernmost: E1290000|~|easternmost: E1300000|~|southernmost: N0410000,Ch'ongjin (Seishin),G7900S_250_AMS_K52_P_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdr09,
