Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdpq6,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I51_L_ED2.tif,368,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost: E1260000|~|southernmost: N0340000|~|westernmost: E1250000|~|northernmost: N0350000,Taehŭksan (Dai-Kokuzan-To),G7900S_250_AMS_I51_L_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpq6,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdprq,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_A_ED1.tif,369,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1255100|~|easternmost: E1270000|~|southernmost: N0350000|~|northernmost: N0360000,Kwangji (Kōshū),G7900S_250_AMS_I52_A_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdprq,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdps7,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_A_ED2.tif,370,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",easternmost: E1270000|~|southermost: N0350000|~|northernmost: N0360000|~|westernmost: E1255100,Kwangji (Kōshū),G7900S_250_AMS_I52_A_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdps7,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdptr,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_B_ED2.tif,371,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|easternmost: E1280000|~|northernmost: N0360000|~|southernmost: N0350000,Chonju (Zenshu),G7900S_250_AMS_I52_B_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdptr,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdpv8,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_C_ED2.tif,372,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1280000|~|easternmost: E1290000|~|northernmost: N0360000|~|southernmost: N0350000,Taegu (Taikyu),G7900S_250_AMS_I52_C_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpv8,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdpws,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_D_ED2.tif,373,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",northernmost: N0360000|~|southernmost: N0350000|~|westernmost: E1290000|~|easternmost: E1300000,Pusan (Fusan),G7900S_250_AMS_I52_D_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpws,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdpx9,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_G_ED2.tif,374,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|southernmost: N0340000|~|northernmost: N0350000,Mokp'o (Moppo),G7900S_250_AMS_I52_G_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpx9,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdpzt,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_H_ED2.tif,375,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1270000|~|northernmost: N0350000|~|easternmost: E1280000|~|southernmost: N0340000,Yosu (Reisui),G7900S_250_AMS_I52_H_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdpzt,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq0t,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I52_I_ED2.tif,376,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",eastermost: E1290000|~|westermost: E1280000|~|northernmost: N0350000|~|southernmost: N0340000,Koje (Kyosai),G7900S_250_AMS_I52_I_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq0t,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hdq1b,ark:/21198/zz002hdppp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7900S_250_AMS/srgb/G7900S_250_AMS_I62_M_ED2.tif,377,,,pd,,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",westernmost: E1260000|~|easternmost: E1270000|~|northernmost: N0340000|~|southernmost: N0330000,Cheju-Do (Saishū-Tō),G7900S_250_AMS_I62_M_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdq1b,
