Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjrp/fs84jk63,ark:/21198/zz002hgjrp,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7831_F7_C_1_5M_CP_EBKVR_1925_SHEET1.tif,1,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgjrp%2Ffs84jk63,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjrp/mt47q438,ark:/21198/zz002hgjrp,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7831_F7_C_1_5M_CP_EBKVR_1925_SHEET2.tif,2,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgjrp%2Fmt47q438,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hgjrp/v759kt05,ark:/21198/zz002hgjrp,,,Page,Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7831_F7_C_1_5M_CP_EBKVR_1925_SHEET3.tif,3,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgjrp%2Fv759kt05,
