File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Text direction,Parent ARK,Item ARK,Object Type,Rights.statementLocal
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_001.tif,1,,,,,,,q4850297,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_002.tif,2,,,,,,,0w01hz7n,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_003.tif,3,,,,,,,cf43qc6f,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_004.tif,4,,,,,,,03442k8d,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_005.tif,5,,,,,,,82332q47,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_006.tif,6,,,,,,,6s74gx9v,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_007.tif,7,,,,,,,53430h7j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_008.tif,8,,,,,,,2t111b7p,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_009.tif,9,,,,,,,xd33c76r,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_010.tif,10,,,,,,,h2389r6q,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_011.tif,11,,,,,,,1m53q91w,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_012.tif,12,,,,,,,zg16dq9g,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_013.tif,13,,,,,,,5771kf0x,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_014.tif,14,,,,,,,5h76tw04,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_015.tif,15,,,,,,,5z324c1s,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_016.tif,16,,,,,,,qt623n4b,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v2/ucla_1240879_v2_017.tif,17,,,,,,,rs75m44d,Page,
