File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Text direction,Parent ARK,Item ARK,Object Type,Rights.statementLocal
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_001.tif,1,,Front Cover,,,,,dz66mb8n,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_002.tif,2,,Inside Front Cover,,,,,dr89b11p,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_003.tif,3,,Page 1,,,,,0s065c00,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_004.tif,4,,Page 2,,,,,w341pn5s,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_005.tif,5,,Page 3,,,,,9235vx41,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_006.tif,6,,Page 4,,,,,db572n3j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_007.tif,7,,Page 5,,,,,t422255j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_008.tif,8,,Page 6,,,,,m020b51c,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_009.tif,9,,Page 7,,,,,xj69sv05,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_010.tif,10,,Page 8,,,,,r1156m1t,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_011.tif,11,,Page 9,,,,,vw23wf62,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_012.tif,12,,Page 10,,,,,4c72t74g,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_013.tif,13,,Page 11,,,,,9839jc7b,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_014.tif,14,,Page 12,,,,,w199g28c,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_015.tif,15,,Page 13,,,,,t5408g1z,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_016.tif,16,,Page 14,,,,,kj679c77,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_017.tif,17,,Page 15,,,,,b531x951,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_018.tif,18,,Page 16,,,,,3077p766,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_019.tif,19,,Page 17,,,,,b5338q62,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_020.tif,20,,Page 18,,,,,0d829s53,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_021.tif,21,,Page 19,,,,,rn18bp9j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_022.tif,22,,Page 20,,,,,5r17dq03,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_023.tif,23,,Page 21,,,,,bp87g168,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_024.tif,24,,Page 22,,,,,k769rt5z,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_025.tif,25,,Page 23,,,,,m185v89v,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_026.tif,26,,Page 24,,,,,cb31ng83,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_027.tif,27,,Page 25,,,,,6z75970h,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_028.tif,28,,Page 26,,,,,pm49mc21,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_029.tif,29,,Page 27,,,,,np93gg4d,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_030.tif,30,,Page 28,,,,,b160cb0v,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_031.tif,31,,Page 29,,,,,1z63j31n,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_032.tif,32,,Page 30,,,,,f785sm7p,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_033.tif,33,,Page 31,,,,,1b66s24j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_034.tif,34,,Page 32,,,,,q090dc95,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_035.tif,35,,Page 33,,,,,mg90bb0m,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_036.tif,36,,Page 34,,,,,g5908b0c,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_037.tif,37,,Page 35,,,,,mj077489,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_038.tif,38,,Page 36,,,,,d897h94r,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_039.tif,39,,Page 37,,,,,m711kv17,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_040.tif,40,,Page 38,,,,,xd728m4x,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_041.tif,41,,Page 39,,,,,rm86614r,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_042.tif,42,,Page 40,,,,,3b275784,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_043.tif,43,,Page 41,,,,,8631pt28,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_044.tif,44,,Page 42,,,,,w003vg8b,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_045.tif,45,,Page 43,,,,,rq097d25,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_046.tif,46,,Page 44,,,,,wn43n21p,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_047.tif,47,,Page 45,,,,,52378t9n,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_048.tif,48,,Page 46,,,,,wx54dh33,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_049.tif,49,,Page 47,,,,,6x65h169,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_050.tif,50,,Page 48,,,,,h671nv97,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_051.tif,51,,Page 49,,,,,xw21qj0c,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_052.tif,52,,Page 50,,,,,0b48662h,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_053.tif,53,,Page 51,,,,,wz26hm1f,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_054.tif,54,,Page 52,,,,,nf51f11z,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_055.tif,55,,Page 53,,,,,5h640n0z,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_056.tif,56,,Page 54,,,,,7c30fp0n,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_057.tif,57,,Page 55,,,,,kb70dv74,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_058.tif,58,,Page 56,,,,,5m971684,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_059.tif,59,,Page 57,,,,,rs39k10t,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_060.tif,60,,Page 58,,,,,t445825w,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_061.tif,61,,Page 59,,,,,5055qq3j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_062.tif,62,,Page 60,,,,,04759f22,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_063.tif,63,,Page 61,,,,,1z50tm6h,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_064.tif,64,,Page 62,,,,,k512zn2z,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_065.tif,65,,Inside Back Cover,,,,,91424n0j,Page,
/Volumes/DLPartners/SRLF/Toganoo2/pages/1240879_v3/ucla_1240879_v3_066.tif,66,,Back Cover,,,,,fs04fr8c,Page,
