"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.creator","Name.subject","Name.contributor","Rights.servicesContact","Language","Type.genre","Subject","Rights.notice","Name.repository","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.creation","Date.normalized","Description.caption","Description.note","Description.abstract","Date.publication","Bucketeer State","IIIF Access URL"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6h7","ark:/21198/zz0017p60g","2","Completed","Page","faderman/images/masters/21198-zz0017p6h7_717731_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6h7"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6jr","ark:/21198/zz0017p60g","2","Completed","Page","faderman/images/masters/21198-zz0017p6jr_717734_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6jr"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6k8","ark:/21198/zz0017p60g","2","Completed","Page","faderman/images/masters/21198-zz0017p6k8_717737_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6k8"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6ms","ark:/21198/zz0017p60g","2","Completed","Page","faderman/images/masters/21198-zz0017p6ms_717740_master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6ms"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6n9","ark:/21198/zz0017p610","2","Completed","Page","faderman/images/masters/21198-zz0017p6n9_717743_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6n9"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6pt","ark:/21198/zz0017p610","2","Completed","Page","faderman/images/masters/21198-zz0017p6pt_717746_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6pt"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6qb","ark:/21198/zz0017p610","2","Completed","Page","faderman/images/masters/21198-zz0017p6qb_717749_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6qb"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6rv","ark:/21198/zz0017p610","2","Completed","Page","faderman/images/masters/21198-zz0017p6rv_717752_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6rv"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6sc","ark:/21198/zz0017p62h","2","Completed","Page","faderman/images/masters/21198-zz0017p6sc_717755_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6sc"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6tw","ark:/21198/zz0017p631","2","Completed","Page","faderman/images/masters/21198-zz0017p6tw_717758_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6tw"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6vd","ark:/21198/zz0017p631","2","Completed","Page","faderman/images/masters/21198-zz0017p6vd_717761_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6vd"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6wx","ark:/21198/zz0017p631","2","Completed","Page","faderman/images/masters/21198-zz0017p6wx_717764_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6wx"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6xf","ark:/21198/zz0017p64j","2","Completed","Page","faderman/images/masters/21198-zz0017p6xf_717767_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6xf"
"Faderman (Lillian) Collection","ark:/21198/zz0017p6zz","ark:/21198/zz0017p64j","2","Completed","Page","faderman/images/masters/21198-zz0017p6zz_717770_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p6zz"
"Faderman (Lillian) Collection","ark:/21198/zz0017p70z","ark:/21198/zz0017p652","2","Completed","Page","faderman/images/masters/21198-zz0017p70z_717773_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p70z"
"Faderman (Lillian) Collection","ark:/21198/zz0017p71g","ark:/21198/zz0017p652","2","Completed","Page","faderman/images/masters/21198-zz0017p71g_717776_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p71g"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7d5","ark:/21198/zz0017p720","2","Completed","Page","faderman/images/masters/21198-zz0017p7d5_717779_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7d5"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7fp","ark:/21198/zz0017p73h","2","Completed","Page","faderman/images/masters/21198-zz0017p7fp_717782_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7fp"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7g6","ark:/21198/zz0017p741","2","Completed","Page","faderman/images/masters/21198-zz0017p7g6_717785_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7g6"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7hq","ark:/21198/zz0017p741","2","Completed","Page","faderman/images/masters/21198-zz0017p7hq_717788_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7hq"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7j7","ark:/21198/zz0017p75j","2","Completed","Page","faderman/images/masters/21198-zz0017p7j7_717791_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7j7"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7kr","ark:/21198/zz0017p762","2","Completed","Page","faderman/images/masters/21198-zz0017p7kr_717794_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7kr"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7m8","ark:/21198/zz0017p77k","2","Completed","Page","faderman/images/masters/21198-zz0017p7m8_717797_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7m8"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7ns","ark:/21198/zz0017p77k","2","Completed","Page","faderman/images/masters/21198-zz0017p7ns_717800_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7ns"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7p9","ark:/21198/zz0017p783","2","Completed","Page","faderman/images/masters/21198-zz0017p7p9_717803_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7p9"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7qt","ark:/21198/zz0017p79m","2","Completed","Page","faderman/images/masters/21198-zz0017p7qt_717806_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7qt"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7rb","ark:/21198/zz0017p7b4","2","Completed","Page","faderman/images/masters/21198-zz0017p7rb_717809_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7rb"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7sv","ark:/21198/zz0017p7b4","2","Completed","Page","faderman/images/masters/21198-zz0017p7sv_717812_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7sv"
"Faderman (Lillian) Collection","ark:/21198/zz0017p7tc","ark:/21198/zz0017p7cn","2","Completed","Page","faderman/images/masters/21198-zz0017p7tc_717815_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017p7tc"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfj4","ark:/21198/zz0017pf6z","2","Completed","Page","faderman/images/masters/21198-zz0017pfj4_718211_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfj4"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfkn","ark:/21198/zz0017pf7g","2","Completed","Page","faderman/images/masters/21198-zz0017pfkn_718217_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfkn"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfm5","ark:/21198/zz0017pf7g","2","Completed","Page","faderman/images/masters/21198-zz0017pfm5_718220_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfm5"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfnp","ark:/21198/zz0017pf80","2","Completed","Page","faderman/images/masters/21198-zz0017pfnp_718227_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfnp"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfp6","ark:/21198/zz0017pf9h","2","Completed","Page","faderman/images/masters/21198-zz0017pfp6_718238_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfp6"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfqq","ark:/21198/zz0017pf9h","2","Completed","Page","faderman/images/masters/21198-zz0017pfqq_718242_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfqq"
"Faderman (Lillian) Collection","ark:/21198/zz0017pfr7","ark:/21198/zz0017pfb1","2","Completed","Page","faderman/images/masters/21198-zz0017pfr7_718250_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pfr7"
"Faderman (Lillian) Collection","ark:/21198/zz0017pggk","ark:/21198/zz0017pfcj","2","Completed","Page","faderman/images/masters/21198-zz0017pggk_718257_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pggk"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgh3","ark:/21198/zz0017pfcj","2","Completed","Page","faderman/images/masters/21198-zz0017pgh3_718262_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgh3"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgjm","ark:/21198/zz0017pfd2","2","Completed","Page","faderman/images/masters/21198-zz0017pgjm_718289_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgjm"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgk4","ark:/21198/zz0017pfd2","2","Completed","Page","faderman/images/masters/21198-zz0017pgk4_718293_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgk4"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgmn","ark:/21198/zz0017pffk","2","Completed","Page","faderman/images/masters/21198-zz0017pgmn_718304_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgmn"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgn5","ark:/21198/zz0017pffk","2","Completed","Page","faderman/images/masters/21198-zz0017pgn5_718310_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgn5"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgpp","ark:/21198/zz0017pfg3","2","Completed","Page","faderman/images/masters/21198-zz0017pgpp_718319_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgpp"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgq6","ark:/21198/zz0017pfg3","2","Completed","Page","faderman/images/masters/21198-zz0017pgq6_718323_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgq6"
"Faderman (Lillian) Collection","ark:/21198/zz0017pgrq","ark:/21198/zz0017pfhm","2","Completed","Page","faderman/images/masters/21198-zz0017pgrq_718329_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pgrq"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj09","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj09_718355_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj09"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj1t","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj1t_718359_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj1t"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj2b","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj2b_718364_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj2b"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj3v","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj3v_718367_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj3v"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj4c","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj4c_718370_master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj4c"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj5w","ark:/21198/zz0017pgs7","2","Completed","Page","faderman/images/masters/21198-zz0017pj5w_718374_master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj5w"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj6d","ark:/21198/zz0017pgtr","2","Completed","Page","faderman/images/masters/21198-zz0017pj6d_718380_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj6d"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj7x","ark:/21198/zz0017pgv8","2","Completed","Page","faderman/images/masters/21198-zz0017pj7x_718385_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj7x"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj8f","ark:/21198/zz0017pgv8","2","Completed","Page","faderman/images/masters/21198-zz0017pj8f_718388_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj8f"
"Faderman (Lillian) Collection","ark:/21198/zz0017pj9z","ark:/21198/zz0017pgws","2","Completed","Page","faderman/images/masters/21198-zz0017pj9z_718394_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pj9z"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjbg","ark:/21198/zz0017pgws","2","Completed","Page","faderman/images/masters/21198-zz0017pjbg_718403_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjbg"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjc0","ark:/21198/zz0017pgws","2","Completed","Page","faderman/images/masters/21198-zz0017pjc0_718406_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjc0"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjdh","ark:/21198/zz0017pgws","2","Completed","Page","faderman/images/masters/21198-zz0017pjdh_718413_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjdh"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjf1","ark:/21198/zz0017pgx9","2","Completed","Page","faderman/images/masters/21198-zz0017pjf1_718422_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjf1"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjgj","ark:/21198/zz0017pgzt","2","Completed","Page","faderman/images/masters/21198-zz0017pjgj_718439_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjgj"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjh2","ark:/21198/zz0017pgzt","2","Completed","Page","faderman/images/masters/21198-zz0017pjh2_718442_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjh2"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjjk","ark:/21198/zz0017pgzt","2","Completed","Page","faderman/images/masters/21198-zz0017pjjk_718445_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjjk"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjk3","ark:/21198/zz0017pgzt","2","Completed","Page","faderman/images/masters/21198-zz0017pjk3_718449_master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjk3"
"Faderman (Lillian) Collection","ark:/21198/zz0017pjmm","ark:/21198/zz0017pgzt","2","Completed","Page","faderman/images/masters/21198-zz0017pjmm_718454_master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pjmm"
"Faderman (Lillian) Collection","ark:/21198/zz0017pwfv","ark:/21198/zz0017ph0t","2","Completed","Page","faderman/images/masters/21198-zz0017pwfv_719355_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pwfv"
"Faderman (Lillian) Collection","ark:/21198/zz0017pwhw","ark:/21198/zz0017ph1b","2","Completed","Page","faderman/images/masters/21198-zz0017pwhw_719364_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pwhw"
"Faderman (Lillian) Collection","ark:/21198/zz0017pwjd","ark:/21198/zz0017ph1b","2","Completed","Page","faderman/images/masters/21198-zz0017pwjd_719369_master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pwjd"
"Faderman (Lillian) Collection","ark:/21198/zz0017pwkx","ark:/21198/zz0017ph1b","2","Completed","Page","faderman/images/masters/21198-zz0017pwkx_719373_master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pwkx"
"Faderman (Lillian) Collection","ark:/21198/zz0017pwmf","ark:/21198/zz0017ph2v","2","Completed","Page","faderman/images/masters/21198-zz0017pwmf_719384_master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pwmf"
