Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Name.author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.inscription,Description.abstract
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176k2j,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Women Against Violence Against Women ,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"London, Julia",,,,,,Form Letter Initiating Letter Writing Campaign,"October, 1976",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1976-10,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176k53,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"London, Julia",,,,,,"Form Letter WCI Boycott Campaign Update - February 18, 1977","February 18, 1977",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1977-02-18,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176k74,ark:/21198/zz000s2z4b,2,Completed,Work,,3,,,,individuals,,private,,text,copyrighted,unpublished,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"Belknap, Joan|~|London, Julia|~|Gray, Beth",,,,,,"Form Letter WCI Boycott Campaign Update - April 03, 1977","April 03, 1977",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1977-04-03,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176kc6,ark:/21198/zz000s2z4b,2,Completed,Work,,4,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"Belknap, Joan|~|London, Julia|~|Gray, Beth",,,,,,"Form Letter WCI Boycott Campaign Update - May 08, 1977","May 08, 1977",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1977-05-08,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176kgr,ark:/21198/zz000s2z4b,2,Completed,Work,,5,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"Belknap, Joan|~|London, Julia|~|Gray, Beth",,,,,,"Form Letter WCI Boycott Campaign Update - April, 1977","April, 1977",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1977-04,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176n94,ark:/21198/zz000s2z4b,2,Completed,Work,,6,,,,individuals,,,,text,copyrighted,unpublished,Y,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),Women Against Violence Against Women ,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,,,,,,,,Checklist of Abusive Album Covers,1977-1978,,,1977-1978,,
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz00176ndp,ark:/21198/zz000s2z4b,2,Completed,Work,,7,,,,individuals,,private,,text,copyrighted,unpublished,N,Warner Communications Inc.|~|Women Against Violence Against Women |~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Forms and Form Letters  - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising|~|Pornography--Psychological Aspects|~|Pornography in popular culture--Social aspects--United States,,eng,letters (correspondence),"London, Julia",,,,,,"Form Letter WCI Boycott Campaign Update - December 08, 1978","December 08, 1978",,Rights.generalNote: Not sure if necessary to obtain permission from author as she is writing on behalf of the organization.,1978-12-08,,
