"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mmp","ark:/21198/zz00152mjn","2","Completed","Page","scwu/images/masters/21198-zz00152mmp-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mmp"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mn6","ark:/21198/zz00152mjn","2","Completed","Page","scwu/images/masters/21198-zz00152mn6-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mn6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mpq","ark:/21198/zz00152mjn","2","Completed","Page","scwu/images/masters/21198-zz00152mpq-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mpq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mq7","ark:/21198/zz00152mjn","2","Completed","Page","scwu/images/masters/21198-zz00152mq7-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mq7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mrr","ark:/21198/zz00152mjn","2","Completed","Page","scwu/images/masters/21198-zz00152mrr-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mrr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mts","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152mts-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mts"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mv9","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152mv9-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mv9"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mwt","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152mwt-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mwt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mxb","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152mxb-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mxb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152mzv","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152mzv-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152mzv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n0v","ark:/21198/zz00152ms8","2","Completed","Page","scwu/images/masters/21198-zz00152n0v-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n0v"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n2w","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n2w-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n2w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n3d","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n3d-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n3d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n4x","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n4x-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n4x"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n5f","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n5f-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n5f"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n6z","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n6z-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n6z"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00152n7g","ark:/21198/zz00152n1c","2","Completed","Page","scwu/images/masters/21198-zz00152n7g-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152n7g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001549zd","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz001549zd-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001549zd"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b0d","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz00154b0d-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b0d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b1x","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz00154b1x-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b1x"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b2f","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz00154b2f-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b2f"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b3z","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz00154b3z-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b3z"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b4g","ark:/21198/zz00154982","2","Completed","Page","scwu/images/masters/21198-zz00154b4g-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b4g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b50","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154b50-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b50"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b6h","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154b6h-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b6h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b71","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154b71-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b71"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b8j","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154b8j-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b8j"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154b92","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154b92-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154b92"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bbk","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154bbk-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bbk"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bc3","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154bc3-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bc3"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bdm","ark:/21198/zz0015499k","2","Completed","Page","scwu/images/masters/21198-zz00154bdm-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bdm"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bf4","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bf4-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bf4"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bgn","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bgn-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bgn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bh5","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bh5-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bh5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bjp","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bjp-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bjp"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bk6","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bk6-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bk6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bmq","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bmq-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bmq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bn7","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bn7-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bn7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bpr","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bpr-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bpr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bq8","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bq8-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bq8"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154brs","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154brs-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154brs"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bs9","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154bs9-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bs9"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154btt","ark:/21198/zz001549b3","2","Completed","Page","scwu/images/masters/21198-zz00154btt-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154btt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bvb","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154bvb-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bvb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bwv","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154bwv-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bwv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bxc","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154bxc-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bxc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154bzw","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154bzw-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154bzw"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c0w","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c0w-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c0w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c1d","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c1d-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c1d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c2x","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c2x-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c2x"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c3f","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c3f-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c3f"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c4z","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c4z-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c4z"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c5g","ark:/21198/zz001549cm","2","Completed","Page","scwu/images/masters/21198-zz00154c5g-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c5g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c60","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154c60-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c60"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c7h","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154c7h-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c7h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c81","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154c81-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c81"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154c9j","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154c9j-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154c9j"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cb2","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154cb2-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cb2"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cck","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154cck-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cck"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cd3","ark:/21198/zz001549d4","2","Completed","Page","scwu/images/masters/21198-zz00154cd3-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cd3"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cfm","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154cfm-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cfm"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cg4","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154cg4-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cg4"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154chn","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154chn-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154chn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154cj5","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154cj5-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154cj5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154ckp","ark:/21198/zz001549fn","2","Completed","Page","scwu/images/masters/21198-zz00154ckp-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154ckp"
