"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00163096","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz00163096-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00163096",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630bq","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630bq-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630bq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630c7","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630c7-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630c7",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630dr","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630dr-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630dr",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630f8","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630f8-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Pgae 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630f8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630gs","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630gs-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630gs",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630h9","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630h9-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630h9",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630jt","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630jt-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630jt",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630kb","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630kb-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630kb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630mv","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630mv-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630mv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001630nc","ark:/21198/zz0016308p","2","Completed","Page","scwu/images/masters/21198-zz001630nc-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001630nc",""
