"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Name.author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","Description.tableOfContents","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z41","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0155.tif","155","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0155","page 152","r","","","","","","","","","","","","","","","","","","","","1147_0590_0155.jpg","1147_0590_0155.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z41",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z5j","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0156.tif","156","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0156","page 153","v","","","","","","","","","","","","","","","","","","","","1147_0590_0156.jpg","1147_0590_0156.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z5j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z62","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0157.tif","157","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0157","page 154","r","","","","","","","","","","","","","","","","","","","","1147_0590_0157.jpg","1147_0590_0157.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z62",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z7k","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0158.tif","158","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0158","page 155","v","","","","","","","","","","","","","","","","","","","","1147_0590_0158.jpg","1147_0590_0158.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z7k",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z83","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0159.tif","159","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0159","page 156","r","","","","","","","","","","","","","","","","","","","","1147_0590_0159.jpg","1147_0590_0159.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z83",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3z9m","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0160.tif","160","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0160","page 157","v","","","","","","","","","","","","","","","","","","","","1147_0590_0160.jpg","1147_0590_0160.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3z9m",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zb4","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0161.tif","161","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0161","page 158","r","","","","","","","","","","","","","","","","","","","","1147_0590_0161.jpg","1147_0590_0161.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zb4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zcn","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0162.tif","162","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0162","page 159","v","","","","","","","","","","","","","","","","","","","","1147_0590_0162.jpg","1147_0590_0162.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zcn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zd5","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0163.tif","163","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0163","page 160","r","","","","","","","","","","","","","","","","","","","","1147_0590_0163.jpg","1147_0590_0163.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zd5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zfp","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0164.tif","164","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0164","page 161","v","","","","","","","","","","","","","","","","","","","","1147_0590_0164.jpg","1147_0590_0164.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zfp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zg6","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0165.tif","165","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0165","page 162","r","","","","","","","","","","","","","","","","","","","","1147_0590_0165.jpg","1147_0590_0165.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zg6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zhq","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0166.tif","166","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0166","page 163","v","","","","","","","","","","","","","","","","","","","","1147_0590_0166.jpg","1147_0590_0166.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zhq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zj7","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0167.tif","167","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0167","page 164","r","","","","","","","","","","","","","","","","","","","","1147_0590_0167.jpg","1147_0590_0167.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zj7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zkr","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0168.tif","168","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0168","page 165","v","","","","","","","","","","","","","","","","","","","","1147_0590_0168.jpg","1147_0590_0168.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zkr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zm8","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0169.tif","169","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0169","page 166","r","","","","","","","","","","","","","","","","","","","","1147_0590_0169.jpg","1147_0590_0169.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zm8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zns","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0170.tif","170","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0170","page 167","v","","","","","","","","","","","","","","","","","","","","1147_0590_0170.jpg","1147_0590_0170.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zns",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zp9","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0171.tif","171","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0171","page 168","r","","","","","","","","","","","","","","","","","","","","1147_0590_0171.jpg","1147_0590_0171.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zp9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zqt","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0172.tif","172","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0172","page 169","v","","","","","","","","","","","","","","","","","","","","1147_0590_0172.jpg","1147_0590_0172.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zqt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zrb","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0173.tif","173","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0173","page 170","r","","","","","","","","","","","","","","","","","","","","1147_0590_0173.jpg","1147_0590_0173.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zrb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zsv","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0174.tif","174","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0174","page 171","v","","","","","","","","","","","","","","","","","","","","1147_0590_0174.jpg","1147_0590_0174.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zsv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3ztc","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0175.tif","175","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0175","page 172","r","","","","","","","","","","","","","","","","","","","","1147_0590_0175.jpg","1147_0590_0175.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3ztc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zvw","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0176.tif","176","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0176","page 173","v","","","","","","","","","","","","","","","","","","","","1147_0590_0176.jpg","1147_0590_0176.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zvw",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zwd","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0177.tif","177","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0177","page 174","r","","","","","","","","","","","","","","","","","","","","1147_0590_0177.jpg","1147_0590_0177.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zwd",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zxx","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0178.tif","178","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0178","page 175","v","","","","","","","","","","","","","","","","","","","","1147_0590_0178.jpg","1147_0590_0178.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zxx",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w3zzf","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0179.tif","179","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0179","page 176","r","","","","","","","","","","","","","","","","","","","","1147_0590_0179.jpg","1147_0590_0179.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w3zzf",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w400w","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0180.tif","180","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0180","page 177","v","","","","","","","","","","","","","","","","","","","","1147_0590_0180.jpg","1147_0590_0180.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w400w",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w401d","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0181.tif","181","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0181","page 178","r","","","","","","","","","","","","","","","","","","","","1147_0590_0181.jpg","1147_0590_0181.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w401d",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w402x","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0182.tif","182","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0182","page 179","v","","","","","","","","","","","","","","","","","","","","1147_0590_0182.jpg","1147_0590_0182.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w402x",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w403f","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0183.tif","183","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0183","page 180","r","","","","","","","","","","","","","","","","","","","","1147_0590_0183.jpg","1147_0590_0183.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w403f",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w404z","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0184.tif","184","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0184","page 181","v","","","","","","","","","","","","","","","","","","","","1147_0590_0184.jpg","1147_0590_0184.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w404z",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w405g","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0185.tif","185","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0185","page 182","r","","","","","","","","","","","","","","","","","","","","1147_0590_0185.jpg","1147_0590_0185.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w405g",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w4060","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0186.tif","186","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0186","page 183","v","","","","","","","","","","","","","","","","","","","","1147_0590_0186.jpg","1147_0590_0186.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w4060",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w407h","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0187.tif","187","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0187","page 184","r","","","","","","","","","","","","","","","","","","","","1147_0590_0187.jpg","1147_0590_0187.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w407h",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w4081","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0188.tif","188","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0188","page 185","v","","","","","","","","","","","","","","","","","","","","1147_0590_0188.jpg","1147_0590_0188.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w4081",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w409j","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0189.tif","189","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0189","page 186","r","","","","","","","","","","","","","","","","","","","","1147_0590_0189.jpg","1147_0590_0189.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w409j",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40b2","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0190.tif","190","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0190","page 187","v","","","","","","","","","","","","","","","","","","","","1147_0590_0190.jpg","1147_0590_0190.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40b2",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40ck","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0191.tif","191","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0191","page 188","r","","","","","","","","","","","","","","","","","","","","1147_0590_0191.jpg","1147_0590_0191.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40ck",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40d3","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0192.tif","192","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0192","page 189","v","","","","","","","","","","","","","","","","","","","","1147_0590_0192.jpg","1147_0590_0192.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40d3",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40fm","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0193.tif","193","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0193","page 190","r","","","","","","","","","","","","","","","","","","","","1147_0590_0193.jpg","1147_0590_0193.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40fm",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40g4","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0194.tif","194","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0194","page 191","v","","","","","","","","","","","","","","","","","","","","1147_0590_0194.jpg","1147_0590_0194.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40g4",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40hn","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0195.tif","195","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0195","page 192","r","","","","","","","","","","","","","","","","","","","","1147_0590_0195.jpg","1147_0590_0195.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40hn",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w40j5","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0196.tif","196","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0196","page 193","v","","","","","","","","","","","","","","","","","","","","1147_0590_0196.jpg","1147_0590_0196.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w40j5",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wkp","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0197.tif","197","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0197","page 194","r","","","","","","","","","","","","","","","","","","","","1147_0590_0197.jpg","1147_0590_0197.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wkp",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wm6","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0198.tif","198","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0198","page 196","v","","","","","","","","","","","","","","","","","","","","1147_0590_0198.jpg","1147_0590_0198.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wm6",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wnq","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0199.tif","199","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0199","page 197","r","","","","","","","","","","","","","","","","","","","","1147_0590_0199.jpg","1147_0590_0199.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wnq",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wp7","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0200.tif","200","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0200","page 197","v","","","","","","","","","","","","","","","","","","","","1147_0590_0200.jpg","1147_0590_0200.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wp7",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wqr","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0201.tif","201","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0201","page 198","r","","","","","","","","","","","","","","","","","","","","1147_0590_0201.jpg","1147_0590_0201.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wqr",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wr8","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0202.tif","202","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0202","page 199","v","","","","","","","","","","","","","","","","","","","","1147_0590_0202.jpg","1147_0590_0202.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wr8",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wss","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0203.tif","203","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0203","page 200","r","","","","","","","","","","","","","","","","","","","","1147_0590_0203.jpg","1147_0590_0203.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wss",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wt9","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0204.tif","204","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0204","page 201","v","","","","","","","","","","","","","","","","","","","","1147_0590_0204.jpg","1147_0590_0204.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wt9",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wvt","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0205.tif","205","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0205","page 203","r","","","","","","","","","","","","","","","","","","","","1147_0590_0205.jpg","1147_0590_0205.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wvt",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wwb","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0206.tif","206","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0206","page 203","v","","","","","","","","","","","","","","","","","","","","1147_0590_0206.jpg","1147_0590_0206.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wwb",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wxv","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0207.tif","207","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0207","page 204","r","","","","","","","","","","","","","","","","","","","","1147_0590_0207.jpg","1147_0590_0207.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wxv",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5wzc","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0208.tif","208","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0208","page 205","v","","","","","","","","","","","","","","","","","","","","1147_0590_0208.jpg","1147_0590_0208.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5wzc",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5x0c","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0209.tif","209","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0209","page 206","r","","","","","","","","","","","","","","","","","","","","1147_0590_0209.jpg","1147_0590_0209.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5x0c",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5x1w","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0210.tif","210","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0210","page 207","v","","","","","","","","","","","","","","","","","","","","1147_0590_0210.jpg","1147_0590_0210.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5x1w",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5x2d","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0211.tif","211","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0211","page 208","r","","","","","","","","","","","","","","","","","","","","1147_0590_0211.jpg","1147_0590_0211.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5x2d",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5x3x","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0212.tif","212","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0212","page 209","v","","","","","","","","","","","","","","","","","","","","1147_0590_0212.jpg","1147_0590_0212.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5x3x",""
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000w5x4f","ark:/21198/zz000ss0bb","7","Completed","Page","minasian/masters/0590/0590_0213.tif","213","","","","","","","pd","","","","","","","","","","","","","","","1147_0590_0213","page 210","r","","","","","","","","","","","","","","","","","","","","1147_0590_0213.jpg","1147_0590_0213.tif","","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000w5x4f",""
