Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838gv,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1605_26_89.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Holiday Inn  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1605_26_89,1 photograph : b&w,8 x 10 in.,HOLIDAY INN,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838gv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838gv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838hc,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1605_26_9.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Holiday Inn  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1605_26_9,1 photograph : b&w,8 x 10 in.,HOLIDAY INN,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838hc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838hc/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838jw,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1605_26_90.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Holiday Inn  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1605_26_90,1 photograph : b&w,8 x 10 in.,HOLIDAY INN,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838jw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838jw/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838mx,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1594_26_2.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Bamboo  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1594_26_2,1 photograph : b&w,8 x 10 in.,HOUSE OF BAMBOO,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838mx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838mx/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838nf,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1585_26_2.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Numbers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1585_26_2,1 photograph : b&w,8 x 10 in.,HOUSE OF NUMBERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838nf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838nf/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838pz,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1585_26_3.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Numbers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1585_26_3,1 photograph : b&w,8 x 10 in.,HOUSE OF NUMBERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838pz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838pz/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838qg,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1585_26_4.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Numbers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1585_26_4,1 photograph : b&w,8 x 10 in.,HOUSE OF NUMBERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838qg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838qg/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838r0,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1585_26_5.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Numbers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1585_26_5,1 photograph : b&w,8 x 10 in.,HOUSE OF NUMBERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838r0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838r0/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838sh,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1585_26_6.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Numbers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1585_26_6,1 photograph : b&w,8 x 10 in.,HOUSE OF NUMBERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838sh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838sh/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838w2,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1588_26_4.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Strangers  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1588_26_4,1 photograph : b&w,8 x 10 in.,HOUSE OF STRANGERS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838w2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838w2/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002838xk,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_10.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_10,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002838xk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002838xk/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283924,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_5.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_5,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283924,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283924/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz0028393n,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_6.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_6,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028393n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028393n/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283945,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_7.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_7,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283945,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283945/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz0028395p,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_8.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_8,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028395p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028395p/manifest
