Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283966,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1593_26_9.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,House Of Wax  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1593_26_9,1 photograph : b&w,8 x 10 in.,HOUSE OF WAX,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283966,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283966/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283987,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_10.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_10,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283987,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283987/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz0028399r,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1607_26_11.tif,,,,,,private,still image,Black-and-white photographs|~|Western films,copyrighted,unknown,,"Reynolds, Debbie","Ford, John, 1894-1973|~|Hathaway, Henry, $d 1898-1985|~|Marshall, George, $d 1891-1975",,"Metro-Goldwyn-Mayer|~|Smith, Bernard, $d 1907-1999",,,Metro-Goldwyn-Mayer,,How The West Was Won  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_11,1 photograph : b&w,8 x 10 in.,Debbie Reynolds and extras in How the West Was Won,1962,,[1962],,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028399r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028399r/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839b8,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_12.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_12,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839b8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839b8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839cs,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_13.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_13,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839cs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839cs/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839d9,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1607_26_14.tif,,,,,,private,still image,Black-and-white photographs|~|Western films,copyrighted,unknown,,"Moorehead, Agnes, $d 1906-1974|~|Malden, Karl|~|Baker, Carroll, $d 1931-","Ford, John, 1894-1973|~|Hathaway, Henry, $d 1898-1985|~|Marshall, George, $d 1891-1975",,"Metro-Goldwyn-Mayer|~|Smith, Bernard, $d 1907-1999",,,Metro-Goldwyn-Mayer,,How The West Was Won  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_14,1 photograph : b&w,8 x 10 in.,"Caroll Baker, Karl Malden, and Agnes Moorehead in How the West Was Won",1962,"MGM and Cinerama presents, How the West Was Won.",[1962],,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839d9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839d9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839ft,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_15.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_15,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839ft,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839ft/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839gb,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1607_26_16.tif,,,,,,private,still image,Black-and-white photographs|~|Western films,copyrighted,unknown,,,"Ford, John, 1894-1973|~|Hathaway, Henry, $d 1898-1985|~|Marshall, George, $d 1891-1975",,"Metro-Goldwyn-Mayer|~|Smith, Bernard, $d 1907-1999",,,Metro-Goldwyn-Mayer,,How The West Was Won  (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_16,1 photograph : b&w,8 x 10 in.,Unidentified horseback riders in a scene from How the West Was Won,1962,"MGM and Cinerama present, How the West Was Won.",[1962],,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839gb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839gb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839hv,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_17.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_17,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839hv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839hv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839jc,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1607_26_18.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,How The West Was Won  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1607_26_18,1 photograph : b&w,8 x 10 in.,HOW THE WEST WAS WON,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839jc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839jc/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839wj,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1600_26_3.tif,,,,,,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Cummings, Robert, $d 1908-1990|~|Grable, Betty, $d 1916-1973","Johnson, Nunnally",,"Twentieth Century-Fox Film Corporation|~|Johnson, Nunnally",,,Twentieth Century-Fox Film Corporation,,"How To Be Very, Very Popular  (Motion picture)",eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1600_26_3,1 photograph : b&w,8 x 10 in.,"Betty Grable and Robert Cummings in a scene from How To Be Very, Very Popular",1955-02-21/1955-04-14,"A scene from the 20th Century-Fox Production, ""How To Be Very, Very Popular."" In CinemaScope","[Between Feb 21 and Apr 14, 1955]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839wj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839wj/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839x2,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1600_26_4.tif,,,,,,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Bean, Orson|~|Cummings, Robert, $d 1908-1990|~|North, Sheree","Johnson, Nunnally",,"Twentieth Century-Fox Film Corporation|~|Johnson, Nunnally",,,Twentieth Century-Fox Film Corporation,,"How To Be Very, Very Popular  (Motion picture)",eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1600_26_4,1 photograph : b&w,8 x 10 in.,"Sheree North, Orson Bean and Robert Cummings in a scene from How To Be Very, Very Popular",1955-02-21/1955-04-14,"A Scene from the 20th Century-Fox Production, ""How To Be Very, Very Popular,"" In CinemaScope","[Between Feb 21 and Apr 14, 1955]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839x2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839x2/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz002839zk,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/pasc_195_1600_26_5.tif,,,,,,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Noonan, Tommy, $d 1921-1968|~|North, Sheree","Johnson, Nunnally",,"Twentieth Century-Fox Film Corporation|~|Johnson, Nunnally",,,Twentieth Century-Fox Film Corporation,,"How To Be Very, Very Popular  (Motion picture)",eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1600_26_5,1 photograph : b&w,8 x 10 in.,"Sheree North and Tommy Noonan in How to be very, very Popular",1955-02-21/1955-04-14,"A Cinemascope Picture; Betty Grable, Sheree North, Bob Cummings, Charles Coburn, Tommy Noonan in ""How To Be Very, Very Popular."" Produced, Directed and Screen Play by Nunnally Johnson. Color by De Luxe. 20th Century-Fox.","[between Feb 21 and Apr 14, 1955]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002839zk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002839zk/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283b55,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1590_26_7.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,"Hurricane, The  (Motion picture)",zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1590_26_7,1 photograph : b&w,8 x 10 in.,"HURRICANE, THE",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283b55,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283b55/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283b6p,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1590_26_8.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,"Hurricane, The  (Motion picture)",zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1590_26_8,1 photograph : b&w,8 x 10 in.,"HURRICANE, THE",,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283b6p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283b6p/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz00283b76,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/pasc_195_1212_21_1.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,I Confess  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_1212_21_1,1 photograph : b&w,8 x 10 in.,I CONFESS,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00283b76,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00283b76/manifest
