Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0pp,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt0pp-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Silent films|~|Comedy-drama films,copyrighted,unknown,,,"Chaplin, Charlie, $d 1889-1977","Swain, Mack, 1876-1935|~|Chaplin, Charlie, $d 1889-1977","Chaplin, Charlie, $d 1889-1977|~|Charles Chaplin Productions",,,United Artists Corporation,,Gold rush (Motion picture : 1925),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 239_ 5_ 8,1 photograph : b&w,8 x 10 in.,Charlie Chaplin and Mack Swain in The Gold Rush,1924-02/1925-04,"CHARLIE CHAPLIN in ""THE GOLD RUSH""Written, Produced and Directed by Charles ChaplinMusic and Words by Charles ChaplinRe-Released by LOPERT FILMS, INC.","[between February, 1924 and April, 1925]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0pp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0pp/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0q6,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt0q6-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Silent films|~|Comedy-drama films,copyrighted,unknown,,,"Chaplin, Charlie, $d 1889-1977","Swain, Mack, 1876-1935|~|Chaplin, Charlie, $d 1889-1977","Chaplin, Charlie, $d 1889-1977|~|Charles Chaplin Productions",,,United Artists Corporation,,Gold rush (Motion picture : 1925),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 239_ 5_ 9,1 photograph : b&w,8 x 10 in.,Charlie Chaplin and Mack Swain in The Gold Rush,1924-02/1925-04,"Charlie Chaplin in ""GOLD RUSH""Produced, Directed and Written by Charles Chaplin","[between February, 1924 and April, 1925]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0q6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0q6/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0s7,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0s7-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 10,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0s7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0s7/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0tr,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0tr-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 11,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0tr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0tr/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0v8,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0v8-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 12,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0v8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0v8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0ws,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0ws-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 2,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0ws,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0ws/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0x9,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0x9-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 3,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0x9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0x9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt0zt,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt0zt-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 4,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt0zt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt0zt/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt10t,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt10t-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 5,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt10t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt10t/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt11b,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt11b-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 6,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt11b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt11b/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt12v,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt12v-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 7,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt12v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt12v/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt13c,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt13c-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 8,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt13c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt13c/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt14w,ark:/21198/zz0015w23z,10,Completed with minimal metadata,Work,mpstills/masters/21198-zz001nt14w-1-master.tif,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,,,,,,,,Molly  (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 198_ 4_ 9,1 photograph : b&w,8 x 10 in.,MOLLY,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt14w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt14w/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt15d,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt15d-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Milland, Ray","Leisen, Mitchell, $d 1898-1972",,"Paramount Pictures Corporation|~|Tugend, Harry, $d 1898-1989",,,Paramount Pictures Corporation,,Golden earrings (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 191_ 4_ 1,1 photograph : b&w,8 x 10 in.,Ray Milland and extras in Golden Earrings,1946-08/1946-10,"Golden Earrings, A Paramount Picture",between August - October 1946,Actor Ray Milland is seated inside the covered wagon in the background.,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt15d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt15d/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt16x,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt16x_1660917_master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Milland, Ray|~|Lester, Bruce, $d 1912-2008","Leisen, Mitchell, $d 1898-1972",,"Paramount Pictures Corporation|~|Tugend, Harry, $d 1898-1989",,,Paramount Pictures Corporation,,Golden earrings (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 191_ 4_ 10,1 photograph : b&w,8 x 10 in.,Ray Milland and Bruce Lester in Golden Earrings,1946-08/1946-10,"Golden Earrings, A Paramount Picture",between August - October 1946,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt16x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt16x/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt17f,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt17f-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Milland, Ray|~|Lester, Bruce, $d 1912-2008","Leisen, Mitchell, $d 1898-1972",,"Paramount Pictures Corporation|~|Tugend, Harry, $d 1898-1989",,,Paramount Pictures Corporation,,Golden earrings (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 191_ 4_ 11,1 photograph : b&w,8 x 10 in.,Ray Milland and Bruce Lester in Golden Earrings,1946-08/1946-10,"Golden Earrings, A Paramount Picture",between August - October 1946,The actor playing the Nazi officer is unidentified.,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt17f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt17f/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nt18z,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nt18z-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Milland, Ray","Leisen, Mitchell, $d 1898-1972",,"Paramount Pictures Corporation|~|Tugend, Harry, $d 1898-1989",,,Paramount Pictures Corporation,,Golden earrings (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 191_ 4_ 12,1 photograph : b&w,8 x 10 in.,Ray Milland and another cast member in Golden Earrings,1946-08/1946-10,"Golden Earrings, A Paramount Picture",between August - October 1946,Actor Ray Milland (right) with an unidentified actor (left).,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nt18z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nt18z/manifest
