Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npts1,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npts1_1662578_master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Hayes, Margaret, $d 1916-1977|~|Potel, Victor, $d 1889-1947|~|Moran, Frank, $d 1887-1967|~|Demarest, William","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 11,1 photograph : b&w,8 x 10 in.,"Victor Potel, Margaret Hayes, William Demarest and Frank Moran in Sullivan's Travels",1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npts1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npts1/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npttj,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npttj_1662570_master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"McCrea, Joel, $d 1905-1990","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 12,1 photograph : b&w,8 x 10 in.,Joel McCrea in a scene from Sullivan's Travels,1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npttj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npttj/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptv2,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nptv2-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|McCrea, Joel, $d 1905-1990","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 2,1 photograph : b&w,8 x 10 in.,Veronica Lake and Joel McCrea in Sullivan's Travels,1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptv2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nptv2/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptwk,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nptwk-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|McCrea, Joel, $d 1905-1990","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 3,1 photograph : b&w,8 x 10 in.,"Joel McCrea, Veronica Lake and extras in a scene from Sullivan's Travels",1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptwk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nptwk/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptx3,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nptx3-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Blore, Eric, $d 1887-1959|~|McCrea, Joel, $d 1905-1990","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 4,1 photograph : b&w,8 x 10 in.,Joel McCrea and Eric Blore in Sullivan's Travels,,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptx3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nptx3/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001nptzm,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001nptzm-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"McCrea, Joel, $d 1905-1990|~|Hayes, Margaret, $d 1916-1977|~|Potel, Victor, $d 1889-1947|~|Moore, Charles R., $d 1893-1947|~|Moran, Frank, $d 1887-1967|~|Demarest, William",,,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 5,1 photograph : b&w,8 x 10 in.,Joel McCrea and cast members in Sullivan's Travels,1941-05-12/1941-07-22,"Joel McCrea and Veronika Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nptzm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nptzm/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv0m,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv0m-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|Foulger, Byron, $d 1899-1970|~|Hall, Porter, $d 1888-1953|~|Hayes, Margaret, $d 1916-1977|~|Warwick, Robert, $d 1878-1965|~|Demarest, William",,,"De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 6,1 photograph : b&w,8 x 10 in.,Cast members in a scene from Sullivan's Travels,1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv0m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv0m/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv14,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv14_1662564_master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|McCrea, Joel, $d 1905-1990","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 7,1 photograph : b&w,8 x 10 in.,Veronica Lake and Joel McCrea in Sullivan's Travels,1941-05-12/1941-07-22,"Veronica Lake, Joel McCrea in 'Sullivan's Travels'","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv14,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv14/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv2n,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv2n-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|Foulger, Byron, $d 1899-1970|~|McCrea, Joel, $d 1905-1990|~|Hayes, Margaret, $d 1916-1977|~|Potel, Victor, $d 1889-1947|~|Demarest, William","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 8,1 photograph : b&w,8 x 10 in.,"Joel McCrea, Veronica Lake and cast in a scene from Sullivan's Travels",1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv2n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv2n/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv35,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv35-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Show business films|~|Comedy-drama films,copyrighted,unknown,,"Lake, Veronica|~|Hayes, Margaret, $d 1916-1977","Sturges, Preston",,"Paramount Pictures Corporation|~|De Sylva, B. G. $q (Buddy Gard), $d 1896-1950",,,Paramount Pictures Corporation,,Sullivan's Travels (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 858_ 15_ 9,1 photograph : b&w,8 x 10 in.,Veronica Lake and Margaret Hayes in a scene from Sullivan's Travels,1941-05-12/1941-07-22,"Joel McCrea and Veronica Lake in ""Sullivan's Travels"" with Robert Warwick, William Demarest, Margaret Hayes, Porter Hall, Franklin Pangborn, Eric Blore. Written and Directed by Preston Sturges. A Paramount Picture.","[between May 12 and July 22, 1941]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv35/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv4p,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv4p-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Ryan, Tim, $d 1899-1956|~|Norris, Edward, $d 1911-2002","Dreifuss, Arthur, $d 1908-1993",,Krasne-Burkett Productions,,,Monogram Pictures Corporation,,"Sultan's Daughter, The (Motion picture)",eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 827_ 15_ 1,1 photograph : b&w,8 x 10 in.,Edward Norris and Tim Ryan in The Sultan's Daughter,1943-08/1943-09-02,"MONOGRAM PICTURES Presents ""THE SULTAN'S DAUGHTER"" starring ANN CORIO, CHARLES BUTTERWORTH",betwen late August and September 02 1943,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv4p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv4p/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv56,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv56-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Comedy films,copyrighted,unknown,,"Norris, Edward, $d 1911-2002|~|Butterworth, Charles, $d 1896-1946|~|Bonanova, Fortunio, $d 1895-1969|~|Corio, Ann","Dreifuss, Arthur, $d 1908-1993",,Krasne-Burkett Productions,,,Monogram Pictures Corporation,,"Sultan's Daughter, The (Motion picture)",eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 827_ 15_ 2,1 photograph : b&w,8 x 10 in.,"Edward Norris, Charles Butterworth, Fortunio Bonanova, and Ann Corio in The Sultan's Daughter",1943-08/1943-09-02,"MONOGRAM PICTURES Presents ""THE SULTAN'S DAUGHTER"" starring ANN CORIO, CHARLES BUTTERWORTH",between late August and September 02 1943,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv56/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv8r,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv8r-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Darnell, Linda, $d 1923-1965|~|Sanders, George, $d 1906-1972","Sirk, Douglas, $d 1897-1987",,"Angelus Pictures, Inc.",,,United Artists Corporation,,Summer Storm (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 826_ 15_ 2,1 photograph : b&w,8 x 10 in.,George Sanders and Linda Darnell in Summer Storm,1943-12/1944-01,"ANGELUS PRODUCTIONS presents ""SUMMER STORM"" with GEORGE SANDERS, LINDA DARNELL, EDWARD EVERETT HORTON and ANNA LEEDirected by DOUGLAS SIRKReleased thru United Artists",between December 1943 and January 1944,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv8r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv8r/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npv98,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npv98-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Lawrence, Marc, $d 1910-2005|~|Sanders, George, $d 1906-1972|~|Cabot, Bruce, $d 1904-1972","Hathaway, Henry, $d 1898-1985",,"Walter Wanger Pictures, Inc.",,,United Artists Corporation,,Sundown (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 823_ 15_ 1,1 photograph : b&w,8 x 10 in.,"Bruce Cabot, George Sanders, and Marc Lawrence in Sundown",1941-06-16/1941-08,"Walter Wanger presents SUNDOWN starring Gene Tierneywith Bruce Cabot, George Sanders, Harry Carey, Joseph Calleia, Reginald GardinerReleased thru United Artists",between June 16 and early August 1941,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npv98,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npv98/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvbs,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvbs-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Esmond, Carl, $d 1904-2004|~|Tierney, Gene","Hathaway, Henry, $d 1898-1985",,"Walter Wanger Pictures, Inc.",,,United Artists Corporation,,Sundown (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 823_ 15_ 2,1 photograph : b&w,8 x 10 in.,Carl Esmond and Gene Tierney in Sundown,1941-06-16/1941-08,"Walter Wanger presents SUNDOWN starring Gene Tierneywith Bruce Cabot, George Sanders, Harry Carey, Joseph Calleia, Reginald GardinerReleased thru United Artists",between June 16 and early August 1941,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvbs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvbs/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvc9,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvc9-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Tierney, Gene|~|Washington, Kenny, $d 1918-1971","Hathaway, Henry, $d 1898-1985",,"Walter Wanger Pictures, Inc.",,,United Artists Corporation,,Sundown (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 823_ 15_ 3,1 photograph : b&w,8 x 10 in.,Gene Tierney and Kenny Washington in Sundown,1941-06-16/1941-08,"Walter Wanger presents SUNDOWN starring Gene Tierneywith Bruce Cabot, George Sanders, Harry Carey, Joseph Calleia, Reginald GardinerReleased thru United Artists",between June 16 and early August 1941,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvc9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvc9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvdt,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvdt-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Gardiner, Reginald, $d 1903-1980|~|Cabot, Bruce, $d 1904-1972|~|Emery, Gilbert, $d 1875-1945","Hathaway, Henry, $d 1898-1985",,"Walter Wanger Pictures, Inc.",,,United Artists Corporation,,Sundown (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 823_ 15_ 4,1 photograph : b&w,8 x 10 in.,"Reginald Gardiner, Gilbert Emery, and Bruce Cabot in Sundown",1941-06-16/1941-08,"Walter Wanger presents SUNDOWN starring Gene Tierneywith Bruce Cabot, George Sanders, Harry Carey, Joseph Calleia, Reginald GardinerReleased thru United Artists",between June 16 and early August 1941,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvdt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvdt/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvfb,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvfb-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Lawrence, Marc, $d 1910-2005|~|Tierney, Gene|~|Cabot, Bruce, $d 1904-1972","Hathaway, Henry, $d 1898-1985",,"Walter Wanger Pictures, Inc.",,,United Artists Corporation,,Sundown (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 823_ 15_ 5,1 photograph : b&w,8 x 10 in.,"Bruce Cabot, Gene Tierney, and Marc Lawrence in Sundown",1941-06-16/1941-08,,between June 16 and early August 1941,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvfb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvfb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvkd,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvkd-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Olson, Nancy, $d 1928-|~|Holden, William, $d 1918-1981","Wilder, Billy, $d 1906-2002",,"Paramount Pictures Corporation|~|Brackett, Charles, $d 1892-1969",,,Paramount Pictures Corporation,,Sunset Boulevard (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 828_ 15_ 1,1 photograph : b&w,8 x 10 in.,William Holden and Nancy Olson in a publicity still from Sunset Boulevard,1949-04-18/1949-06-11,"Paramount presents Wiliam Holden, Gloria Swanson, Erich von Stroheim in ""Sunset Boulevard"" with Nancy Olson, Fred Clark, Lloyd Gough, Jack Webb and Cecil B. DeMille, Hedda Hopper, Buster Keaton, Anna Q. Nilsson, H. B. Warner, Franklyn Fornum. Produced by Charles Brackett, Directed by Billy Wilder. Written by Charles Brackett, billy Wilder and D. M. Marshman, Jr.","[Between April 18, 1949 and June 11, 1949]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvkd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvkd/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvmx,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvmx-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,,"Wilder, Billy, $d 1906-2002",,"Paramount Famous Lasky Corporation|~|Brackett, Charles, $d 1892-1969",,,Paramount Pictures Corporation,,Sunset Boulevard (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 828_ 15_ 2,1 photograph : b&w,8 x 10 in.,Unidentified actors and extras in a scene from Sunset Boulevard,1949-04-18/1949-06-11,"""Sunset Boulevard"", A Paramount Picture","[Between April 18, 1949 and June 11, 1949]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvmx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvmx/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvnf,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvnf-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,"Swanson, Gloria, $d 1897-1983|~|Holden, William, $d 1918-1981","Wilder, Billy, $d 1906-2002",,"Paramount Pictures Corporation|~|Brackett, Charles, $d 1892-1969",,,Paramount Pictures Corporation,,Sunset Boulevard (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 828_ 15_ 3,1 photograph : b&w,8 x 10 in.,Gloria Swanson and William Holden in Sunset Boulevard,1949-04-18/1949-06-11,Sunset Boulevard,"[Between April 18, 1949 and June 11, 1949]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvnf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvnf/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001npvpz,ark:/21198/zz0015w23z,2,Completed,Work,mpstills/masters/21198-zz001npvpz-1-master.tif,,,,,,private,still image,Black-and-white photographs|~|Drama films,copyrighted,unknown,,,"Wilder, Billy, $d 1906-2002",,"Paramount Pictures Corporation|~|Brackett, Charles, $d 1892-1969",,,Paramount Pictures Corporation,,Sunset Boulevard (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_ 828_ 15_ 4,1 photograph : b&w,8 x 10 in.,Actors as policemen and reporters in a scene from Sunset Boulevard,1949-04-18/1949-06-11,"""Sunset Boulevard"", A Paramount Picture","[Between April 18, 1949 and June 11, 1949]",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001npvpz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001npvpz/manifest
