Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.actor,Name.director,Name.subject,Name.producer,Name.photographer,Name.costumeDesigner,Name.distributor,Subject.descriptiveTopic,AltTitle.uniform,Language,Name.repository,Name.cinematographer,Subject,Subject.geographicPlace,Name.artDirector,Name.setDesigner,Alt ID.local,Format.extent,Format.dimensions,Title,Date.normalized,Description.caption,Date.creation,Description.note,AltTitle.other,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wf6,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Hart, William Surrey, $d 1864-1946|~|Wilson, Margery","Hart, William Surrey, $d 1864-1946",,New York (Motion picture) Corp.,,,,,Desert man (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8456,1 photograph : b&w,8 x 10 in.,Margery Wilson and William S. Hart with others in scene from The Desert Man,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wf6/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wgq,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Swanson, Gloria, $d 1897-1983|~|Shawn, Ted, 1891-1972","DeMille, Cecil B. (Cecil Blount), $d 1881-1959",,Famous Players-Lasky Corporation,,,,,Don't change your husband (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8461_1,1 photograph : b&w,8 x 10 in.,Ted Shawn and Gloria Swanson in scene from Don't Change Your Husband,1919,,ca. 1919,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wgq/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wh7,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Hayakawa, Sesshū, $d 1889-1973|~|Ward, Fannie, 1872-1952","DeMille, Cecil B. (Cecil Blount), $d 1881-1959",,Jesse L. Lasky Feature Play Company,,,,,Cheat (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8434,1 photograph : b&w,8 x 10 in.,Fannie Ward and Sessue Hayakawa in scene from The Cheat,1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wh7/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wjr,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Hart, William Surrey, $d 1864-1946|~|Ray, Charles, 1891-1943 |~|Glaum, Louise","Hart, William Surrey, $d 1864-1946",,New York (Motion picture) Corp.,,,,,Conversion of Frosty Blake (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8443_1,1 photograph : b&w,8 x 10 in.,"Charles Ray, William S. Hart, and Louise Glaum in crowd scene from The Conversion of Frosty Blake",1915,,ca. 1915,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wjr/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wk8,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Pickford, Mary, $d 1892-1979","Kirkwood, James, 1875-1963",,Famous Players Film Co.,,,,,Eagle's mate (Motion picture),eng,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8465,1 photograph : b&w,8 x 10 in.,Mary Pickford and unidentified actor in scene from The Eagle's Mate,1914,"If a bird is caught by an eagle, there is no use to struggle.",ca. 1914,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wk8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001d5wms,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Conklin, Chester, 1888-1971|~|Anderson, Claire","Wright, Walter",,Keystone Film Company,,,,,Dizzy heights and daring hearts (Motion picture),zxx,,,,,,,pasc_195_f8459_1,1 photograph : b&w,8 x 10 in.,Chester Conklin and Claire Anderson in scene from Dizzy Heights and Daring Hearts,1916,,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001d5wms/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt0tv,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,,"Ingraham, Lloyd, 1874-1956",,Fine Arts Film Company,,,,,Child of the Paris streets (Motion picture),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8435_2,1 photograph : b&w,5 x 7 in.,Street scene with actors from A Child of the Paris Streets,1916,,ca. 1916,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt0tv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt33f,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_1,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt33f/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3b2,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_3,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3b2/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3ck,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_2,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3ck/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3d3,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_35,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3d3/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3fm,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_5,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3fm/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3g4,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_37,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3g4/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3hn,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_4,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3hn/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3j5,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_6,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3j5/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3kp,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_7,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3kp/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3m6,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_8,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3m6/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3nq,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_9,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3nq/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3p7,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_10,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3p7/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3qr,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_11,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3qr/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3r8,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_12,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3r8/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3ss,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_13,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3ss/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3t9,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_14,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3t9/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3vt,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_15,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3vt/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3wb,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_16,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3wb/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3xv,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_25,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3xv/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt3zc,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_18,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt3zc/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt40c,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_19,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt40c/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt41w,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_4,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt41w/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt42d,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_21,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt42d/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt43x,ark:/21198/zz0015w23z,1,In progress,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Leiber, Fritz, 1882-1949|~|Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_34,1 photograph : b&w,8 x 10 in.,Fritz Leiber and Theda Bara in scene from Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt43x/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt44f,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_32,1 photograph : b&w,8 x 10 in.,Theda Bara in scene from Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt44f/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt45z,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_30,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt45z/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt46g,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_31,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt46g/manifest
"Motion Picture Stills, 1903-. Collection 195",ark:/21198/zz001dt470,ark:/21198/zz0015w23z,6,Needs QA,Work,,,,,,,private,still image,Black-and-white photographs,copyrighted,unknown,,"Bara, Theda, 1885-1955","Edwards, J. Gordon",,Fox Film Corporation,,,,,Cleopatra (Motion picture : 1917),zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,,,,,pasc_195_f8438_38,1 photograph : b&w,8 x 10 in.,Studio portrait of Theda Bara in costume for Cleopatra,1917,,ca. 1917,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4232828,https://oac.cdlib.org/findaid/ark:/13030/kt9779q7sn/,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dt470/manifest
