"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001608pd","ark:/21198/zz001608mc","2","Completed","Page","scwu/images/masters/21198-zz001608pd-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001608pd"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001608qx","ark:/21198/zz001608mc","2","Completed","Page","scwu/images/masters/21198-zz001608qx-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001608qx"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001608rf","ark:/21198/zz001608mc","2","Completed","Page","scwu/images/masters/21198-zz001608rf-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001608rf"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001608sz","ark:/21198/zz001608mc","2","Completed","Page","scwu/images/masters/21198-zz001608sz-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001608sz"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160cmt","ark:/21198/zz00160bx0","2","Completed","Page","scwu/images/masters/21198-zz00160cmt-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160cmt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160cnb","ark:/21198/zz00160bx0","2","Completed","Page","scwu/images/masters/21198-zz00160cnb-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160cnb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160cpv","ark:/21198/zz00160bx0","2","Completed","Page","scwu/images/masters/21198-zz00160cpv-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160cpv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160cqc","ark:/21198/zz00160bx0","2","Completed","Page","scwu/images/masters/21198-zz00160cqc-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160cqc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mkp","ark:/21198/zz00160kzw","2","Completed","Page","scwu/images/masters/21198-zz00160mkp-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mkp"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mm6","ark:/21198/zz00160kzw","2","Completed","Page","scwu/images/masters/21198-zz00160mm6-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mm6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mnq","ark:/21198/zz00160kzw","2","Completed","Page","scwu/images/masters/21198-zz00160mnq-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mnq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mp7","ark:/21198/zz00160kzw","2","Completed","Page","scwu/images/masters/21198-zz00160mp7-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mp7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mqr","ark:/21198/zz00160m0w","2","Completed","Page","scwu/images/masters/21198-zz00160mqr-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mqr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mr8","ark:/21198/zz00160m0w","2","Completed","Page","scwu/images/masters/21198-zz00160mr8-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mr8"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mss","ark:/21198/zz00160m0w","2","Completed","Page","scwu/images/masters/21198-zz00160mss-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mss"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mt9","ark:/21198/zz00160m0w","2","Completed","Page","scwu/images/masters/21198-zz00160mt9-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mt9"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mvt","ark:/21198/zz00160m1d","2","Completed","Page","scwu/images/masters/21198-zz00160mvt-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mvt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mwb","ark:/21198/zz00160m1d","2","Completed","Page","scwu/images/masters/21198-zz00160mwb-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mwb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mxv","ark:/21198/zz00160m1d","2","Completed","Page","scwu/images/masters/21198-zz00160mxv-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mxv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160mzc","ark:/21198/zz00160m1d","2","Completed","Page","scwu/images/masters/21198-zz00160mzc-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160mzc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n0c","ark:/21198/zz00160m2x","2","Completed","Page","scwu/images/masters/21198-zz00160n0c-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n0c"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n1w","ark:/21198/zz00160m2x","2","Completed","Page","scwu/images/masters/21198-zz00160n1w-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n1w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n2d","ark:/21198/zz00160m2x","2","Completed","Page","scwu/images/masters/21198-zz00160n2d-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n2d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n3x","ark:/21198/zz00160m2x","2","Completed","Page","scwu/images/masters/21198-zz00160n3x-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n3x"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n4f","ark:/21198/zz00160m3f","2","Completed","Page","scwu/images/masters/21198-zz00160n4f-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n4f"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n5z","ark:/21198/zz00160m3f","2","Completed","Page","scwu/images/masters/21198-zz00160n5z-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n5z"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n6g","ark:/21198/zz00160m3f","2","Completed","Page","scwu/images/masters/21198-zz00160n6g-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n6g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n70","ark:/21198/zz00160m3f","2","Completed","Page","scwu/images/masters/21198-zz00160n70-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n70"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n8h","ark:/21198/zz00160m4z","2","Completed","Page","scwu/images/masters/21198-zz00160n8h-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n8h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160n91","ark:/21198/zz00160m4z","2","Completed","Page","scwu/images/masters/21198-zz00160n91-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160n91"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160nbj","ark:/21198/zz00160m4z","2","Completed","Page","scwu/images/masters/21198-zz00160nbj-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160nbj"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160nc2","ark:/21198/zz00160m4z","2","Completed","Page","scwu/images/masters/21198-zz00160nc2-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160nc2"
