Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s4c,ark:/21198/zz000s2z5v,2,Completed,Work,,38,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160xcx,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Malibu (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 38,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s4c/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s5w,ark:/21198/zz000s2z5v,2,Completed,Work,,39,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160zj0,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 39,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s5w/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s6d,ark:/21198/zz000s2z5v,2,Completed,Work,,40,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160zp2,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 40,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s6d/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160s7x,ark:/21198/zz000s2z5v,2,Completed,Work,,41,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160zt4,text,,copyrighted,Y,unpublished,Orange County (Calif.)|~|Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 41,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160s7x/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00160zz6,ark:/21198/zz000s2z5v,2,Completed,Work,,42,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001610mz,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 42,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00160zz6/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016100n,ark:/21198/zz000s2z5v,2,Completed,Work,,43,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001610w3,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Gardena (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 43,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016100n/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00161015,ark:/21198/zz000s2z5v,2,Completed,Work,,44,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001610r1,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 44,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00161015/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016102p,ark:/21198/zz000s2z5v,2,Completed,Work,,45,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016111n,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 45,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016102p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00161036,ark:/21198/zz000s2z5v,2,Completed,Work,,46,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016115q,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 46,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00161036/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016104q,ark:/21198/zz000s2z5v,2,Completed,Work,,47,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016119s,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|Reseda (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 47,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016104q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00161057,ark:/21198/zz000s2z5v,2,Completed,Work,,48,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001611fv,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 48,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00161057/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016106r,ark:/21198/zz000s2z5v,2,Completed,Work,,49,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001611mf,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 49,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016106r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00161078,ark:/21198/zz000s2z5v,2,Completed,Work,,50,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001611q0,text,,copyrighted,Y,unpublished,Claremont (Calif.)|~|Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 50,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00161078/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0016108s,ark:/21198/zz000s2z5v,2,Completed,Work,,51,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161722,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|Van Nuys (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 51,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0016108s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz00161099,ark:/21198/zz000s2z5v,2,Completed,Work,,52,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161764,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 52,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00161099/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610bt,ark:/21198/zz000s2z5v,2,Completed,Work,,53,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001617b6,text,,copyrighted,Y,unpublished,"Los Angeles (Calif.)|~|North Hollywood (Los Angeles, Calif.)",,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 53,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610bt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610cb,ark:/21198/zz000s2z5v,2,Completed,Work,,54,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001617g8,text,,copyrighted,Y,unpublished,San Diego County (Calif.)|~|Los Angeles (Calif.)|~|La Jolla (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 54,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610cb/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610dv,ark:/21198/zz000s2z5v,2,Completed,Work,,55,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001617mb,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 55,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610dv/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610fc,ark:/21198/zz000s2z5v,2,Completed,Work,,56,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001617rd,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 56,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610fc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610gw,ark:/21198/zz000s2z5v,2,Completed,Work,,57,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001617wg,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|Granada Hills (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 57,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610gw/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610hd,ark:/21198/zz000s2z5v,2,Completed,Work,,58,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016182j,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 58,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610hd/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610jx,ark:/21198/zz000s2z5v,2,Completed,Work,,59,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016186m,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 59,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610jx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001610kf,ark:/21198/zz000s2z5v,2,Completed,Work,,60,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001618bp,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Long Beach (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 60,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001610kf/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618gr,ark:/21198/zz000s2z5v,2,Completed,Work,,61,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161963,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 61,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618gr/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618h8,ark:/21198/zz000s2z5v,2,Completed,Work,,62,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001619b5,text,,copyrighted,Y,unpublished,San Diego (Calif.)|~|San Diego County (Calif.)|~|Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 62,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618h8/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618js,ark:/21198/zz000s2z5v,2,Completed,Work,,63,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001619hr,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 63,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618js/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618k9,ark:/21198/zz000s2z5v,2,Completed,Work,,64,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001619nt,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 64,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618k9/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618mt,ark:/21198/zz000s2z5v,2,Completed,Work,,65,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001619sw,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 65,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618mt/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618nb,ark:/21198/zz000s2z5v,2,Completed,Work,,66,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001619xz,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 66,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618nb/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618pv,ark:/21198/zz000s2z5v,2,Completed,Work,,67,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161b31,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 67,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618pv/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618qc,ark:/21198/zz000s2z5v,2,Completed,Work,,68,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161b8m,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 68,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618qc/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618rw,ark:/21198/zz000s2z5v,2,Completed,Work,,69,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161bdp,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 69,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618rw/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618sd,ark:/21198/zz000s2z5v,2,Completed,Work,,70,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161bjr,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 70,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618sd/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618tx,ark:/21198/zz000s2z5v,2,Completed,Work,,71,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161bpt,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|San Fernando Valley (Calif.)|~|Granada Hills (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 71,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618tx/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618vf,ark:/21198/zz000s2z5v,2,Completed,Work,,72,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161btw,text,,copyrighted,Y,unpublished,Glendale (Calif.)|~|Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 72,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618vf/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618wz,ark:/21198/zz000s2z5v,2,Completed,Work,,73,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161bzz,text,,copyrighted,Y,unpublished,Glendale (Calif.)|~|Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 73,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618wz/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618xg,ark:/21198/zz000s2z5v,2,Completed,Work,,74,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161c41,text,,copyrighted,Y,unpublished,Los Angeles (Calif.)|~|Ontario (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 74,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618xg/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz001618z0,ark:/21198/zz000s2z5v,2,Completed,Work,,75,,,individuals,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00161cd5,text,,copyrighted,Y,unpublished,Los Angeles (Calif.),,,,Personal Profile Questionnaires,"Lesbians $z California $z Los Angeles|~|Homophobia|~|Discrimination|~|Lesbians--Religion|~|Lesbians--Education|~|Lesbians--Politics, Practical|~|Marital Status|~|Coming out (Sexual orientation)|~|Lesbians--Employment",eng,,,,,,,Questionnaire 75,1977-1978,,,,1977/1978,,,,,,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001618z0/manifest
