"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Subject","Type.genre","Name.creator","Name.subject","Relation.isPartOf","Name.repository","Title","AltTitle.other","Description.note","Alt ID.local","Date.creation","Opac url","Date.normalized","Finding Aid URL","Format.dimensions","Format.extent","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xsb","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xsb-1-master.tif","1","","","","","","private","","still image","","","","","","","","page 1 [front cover]","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xsb",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xtv","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xtv-1-master.tif","2","","","","","","private","","still image","","","","","","","","pages 2-3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xtv",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xvc","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xvc-1-master.tif","3","","","","","","private","","still image","","","","","","","","pages 4-5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xvc",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xww","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xww-1-master.tif","4","","","","","","private","","still image","","","","","","","","pages 6-7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xww",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xxd","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xxd-1-master.tif","5","","","","","","private","","still image","","","","","","","","pages 8-9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xxd",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093xzx","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093xzx-1-master.tif","6","","","","","","private","","still image","","","","","","","","pages 10-11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093xzx",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093z0x","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093z0x-1-master.tif","7","","","","","","private","","still image","","","","","","","","pages 12-13","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093z0x",""
"Taylor (Frederic W.) Papers.  Collection 153","ark:/21198/zz00093z1f","ark:/21198/zz00093xrt","2","Completed","Page","taylor/masters/21198-zz00093z1f-1-master.tif","8","","","","","","private","","still image","","","","","","","","page 14 [back cover]","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00093z1f",""
