File Name,Title,Object Type,Item ARK,Parent ARK,Parent ARK (multi),Item Sequence,Item Sequence (multi),Bucketeer State,IIIF Access URL
Masters/othermasters/dl_lafronde/7684021_1874-07-12_006.tif,,Page,ark:/21198/z1k08xqs,,ark:/21198/z1612snw,118,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08xqs
Masters/othermasters/dl_lafronde/7684021_1874-07-12_007.tif,,Page,ark:/21198/z1f7860v,,ark:/21198/z1612snw,119,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f7860v
Masters/othermasters/dl_lafronde/7684021_1874-07-12_008.tif,,Page,ark:/21198/z19g7f7p,,ark:/21198/z1612snw,120,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7f7p
Masters/othermasters/dl_lafronde/7684021_1874-07-19_001.tif,,Page,ark:/21198/z15q6pgh,,ark:/21198/z12821z0,121,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6pgh
Masters/othermasters/dl_lafronde/7684021_1874-07-19_002.tif,,Page,ark:/21198/z11z5xtp,,ark:/21198/z12821z0,122,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5xtp
Masters/othermasters/dl_lafronde/7684021_1874-07-19_003.tif,,Page,ark:/21198/z1x944ph,,ark:/21198/z12821z0,123,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x944ph
Masters/othermasters/dl_lafronde/7684021_1874-07-19_004.tif,,Page,ark:/21198/z1sj3d13,,ark:/21198/z12821z0,124,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3d13
,,Page,ark:/21198/z1sj3d13n,,ark:/21198/z12821z0,125,5,missing,
Masters/othermasters/dl_lafronde/7684021_1874-07-19_006.tif,,Page,ark:/21198/z1ns2nc8,,ark:/21198/z12821z0,126,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2nc8
Masters/othermasters/dl_lafronde/7684021_1874-07-19_007.tif,,Page,ark:/21198/z1j11wnv,,ark:/21198/z12821z0,127,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11wnv
Masters/othermasters/dl_lafronde/7684021_1874-07-19_008.tif,,Page,ark:/21198/z1d814vm,,ark:/21198/z12821z0,128,8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d814vm
Masters/othermasters/dl_lafronde/7684021_1874-07-26_001.tif,,Page,ark:/21198/z18h0d49,,ark:/21198/z1xm07w1,129,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0d49
Masters/othermasters/dl_lafronde/7684021_1874-07-26_002.tif,,Page,ark:/21198/z14t8bsw,,ark:/21198/z1xm07w1,130,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8bsw
Masters/othermasters/dl_lafronde/7684021_1874-07-26_003.tif,,Page,ark:/21198/z1127m2w,,ark:/21198/z1xm07w1,131,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127m2w
Masters/othermasters/dl_lafronde/7684021_1874-07-26_004.tif,,Page,ark:/21198/z1w973ng,,ark:/21198/z1xm07w1,132,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w973ng
Masters/othermasters/dl_lafronde/7684021_1874-07-26_005.tif,,Page,ark:/21198/z1rj6bz6,,ark:/21198/z1xm07w1,133,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6bz6
Masters/othermasters/dl_lafronde/7684021_1874-07-26_006.tif,,Page,ark:/21198/z1ms5m8b,,ark:/21198/z1xm07w1,134,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5m8b
Masters/othermasters/dl_lafronde/7684021_1874-07-26_007.tif,,Page,ark:/21198/z1h14vfk,,ark:/21198/z1xm07w1,135,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14vfk
Masters/othermasters/dl_lafronde/7684021_1874-07-26_008.tif,,Page,ark:/21198/z1c843q7,,ark:/21198/z1xm07w1,136,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c843q7
Masters/othermasters/dl_lafronde/7684021_1874-08-02_001.tif,,Page,ark:/21198/z17m22bb,,ark:/21198/z1st9h6m,137,1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m22bb
Masters/othermasters/dl_lafronde/7684021_1874-08-02_002.tif,,Page,ark:/21198/z13v19mm,,ark:/21198/z1st9h6m,138,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v19mm
Masters/othermasters/dl_lafronde/7684021_1874-08-02_003.tif,,Page,ark:/21198/z1030jz3,,ark:/21198/z1st9h6m,139,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030jz3
Masters/othermasters/dl_lafronde/7684021_1874-08-02_004.tif,,Page,ark:/21198/z1vb02j3,,ark:/21198/z1st9h6m,140,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb02j3
Masters/othermasters/dl_lafronde/7684021_1874-08-02_005.tif,,Page,ark:/21198/z1qj99rx,,ark:/21198/z1st9h6m,141,5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qj99rx
Masters/othermasters/dl_lafronde/7684021_1874-08-02_006.tif,,Page,ark:/21198/z1ks8k05,,ark:/21198/z1st9h6m,142,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8k05
Masters/othermasters/dl_lafronde/7684021_1874-08-02_007.tif,,Page,ark:/21198/z1g17t79,,ark:/21198/z1st9h6m,143,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17t79
Masters/othermasters/dl_lafronde/7684021_1874-08-02_008.tif,,Page,ark:/21198/z1bc5rzb,,ark:/21198/z1st9h6m,144,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5rzb
Masters/othermasters/dl_lafronde/7684021_1874-08-09_001.tif,,Page,ark:/21198/z16m518v,,ark:/21198/z1p28rkj,145,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m518v
Masters/othermasters/dl_lafronde/7684021_1874-08-09_002.tif,,Page,ark:/21198/z12v48kk,,ark:/21198/z1p28rkj,146,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v48kk
Masters/othermasters/dl_lafronde/7684021_1874-08-09_003.tif,,Page,ark:/21198/z1z33s5h,,ark:/21198/z1p28rkj,147,3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33s5h
Masters/othermasters/dl_lafronde/7684021_1874-08-09_004.tif,,Page,ark:/21198/z1tb31dq,,ark:/21198/z1p28rkj,148,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb31dq
Masters/othermasters/dl_lafronde/7684021_1874-08-09_005.tif,,Page,ark:/21198/z1pk28kn,,ark:/21198/z1p28rkj,149,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk28kn
Masters/othermasters/dl_lafronde/7684021_1874-08-09_006.tif,,Page,ark:/21198/z1jt1hvx,,ark:/21198/z1p28rkj,150,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1hvx
Masters/othermasters/dl_lafronde/7684021_1874-08-09_007.tif,,Page,ark:/21198/z1f49gk4,,ark:/21198/z1p28rkj,151,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49gk4
Masters/othermasters/dl_lafronde/7684021_1874-08-09_008.tif,,Page,ark:/21198/z19c8qvd,,ark:/21198/z1p28rkj,152,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8qvd
Masters/othermasters/dl_lafronde/7684021_1874-08-16_001.tif,,Page,ark:/21198/z15m805x,,ark:/21198/z1j980v6,153,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m805x
Masters/othermasters/dl_lafronde/7684021_1874-08-16_002.tif,,Page,ark:/21198/z11v77f6,,ark:/21198/z1j980v6,154,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v77f6
Masters/othermasters/dl_lafronde/7684021_1874-08-16_003.tif,,Page,ark:/21198/z1x36qzt,,ark:/21198/z1j980v6,155,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x36qzt
Masters/othermasters/dl_lafronde/7684021_1874-08-16_004.tif,,Page,ark:/21198/z1sb6050,,ark:/21198/z1j980v6,156,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb6050
Masters/othermasters/dl_lafronde/7684021_1874-08-16_005.tif,,Page,ark:/21198/z1nk57f8,,ark:/21198/z1j980v6,157,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk57f8
Masters/othermasters/dl_lafronde/7684021_1874-08-16_006.tif,,Page,ark:/21198/z1hx363t,,ark:/21198/z1j980v6,158,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx363t
Masters/othermasters/dl_lafronde/7684021_1874-08-16_007.tif,,Page,ark:/21198/z1d52fcd,,ark:/21198/z1j980v6,159,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52fcd
Masters/othermasters/dl_lafronde/7684021_1874-08-16_008.tif,,Page,ark:/21198/z18d1pp4,,ark:/21198/z1j980v6,160,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1pp4
Masters/othermasters/dl_lafronde/7684021_1874-08-30_001.tif,,Page,ark:/21198/z14n0z1q,,ark:/21198/z1dj7820,161,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n0z1q
Masters/othermasters/dl_lafronde/7684021_1874-08-30_002.tif,,Page,ark:/21198/z10w067g,,ark:/21198/z1dj7820,162,2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w067g
Masters/othermasters/dl_lafronde/7684021_1874-08-30_003.tif,,Page,ark:/21198/z1w39pq3,,ark:/21198/z1dj7820,163,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w39pq3
Masters/othermasters/dl_lafronde/7684021_1874-08-30_004.tif,,Page,ark:/21198/z1rb8z0s,,ark:/21198/z1dj7820,164,4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8z0s
Masters/othermasters/dl_lafronde/7684021_1874-08-30_005.tif,,Page,ark:/21198/z1mp6wpc,,ark:/21198/z1dj7820,165,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6wpc
Masters/othermasters/dl_lafronde/7684021_1874-08-30_006.tif,,Page,ark:/21198/z1gx650w,,ark:/21198/z1dj7820,166,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx650w
Masters/othermasters/dl_lafronde/7684021_1874-08-30_007.tif,,Page,ark:/21198/z1c55d9x,,ark:/21198/z1dj7820,167,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55d9x
Masters/othermasters/dl_lafronde/7684021_1874-08-30_008.tif,,Page,ark:/21198/z17d4nn3,,ark:/21198/z1dj7820,168,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4nn3
Masters/othermasters/dl_lafronde/7684021_1874-09-06_001.tif,,Page,ark:/21198/z13n3wwx,,ark:/21198/z18s6h8c,169,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3wwx
Masters/othermasters/dl_lafronde/7684021_1874-09-06_002.tif,,Page,ark:/21198/z1zw3db4,,ark:/21198/z18s6h8c,170,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3db4
Masters/othermasters/dl_lafronde/7684021_1874-09-06_003.tif,,Page,ark:/21198/z1v42nmq,,ark:/21198/z18s6h8c,171,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42nmq
Masters/othermasters/dl_lafronde/7684021_1874-09-06_004.tif,,Page,ark:/21198/z1qg0m9q,,ark:/21198/z18s6h8c,172,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0m9q
Masters/othermasters/dl_lafronde/7684021_1874-09-06_005.tif,,Page,ark:/21198/z1kp9vkf,,ark:/21198/z18s6h8c,173,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9vkf
Masters/othermasters/dl_lafronde/7684021_1874-09-06_006.tif,,Page,ark:/21198/z1fx93x0,,ark:/21198/z18s6h8c,174,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx93x0
Masters/othermasters/dl_lafronde/7684021_1874-09-06_007.tif,,Page,ark:/21198/z1b58c60,,ark:/21198/z18s6h8c,175,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58c60
Masters/othermasters/dl_lafronde/7684021_1874-09-06_008.tif,,Page,ark:/21198/z16d7mft,,ark:/21198/z18s6h8c,176,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7mft
Masters/othermasters/dl_lafronde/7684021_1874-09-13_001.tif,,Page,ark:/21198/z12n6vpn,,ark:/21198/z1515rmv,177,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6vpn
Masters/othermasters/dl_lafronde/7684021_1874-09-13_002.tif,,Page,ark:/21198/z1xw6c76,,ark:/21198/z1515rmv,178,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6c76
Masters/othermasters/dl_lafronde/7684021_1874-09-13_003.tif,,Page,ark:/21198/z1t749tr,,ark:/21198/z1515rmv,179,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t749tr
Masters/othermasters/dl_lafronde/7684021_1874-09-13_004.tif,,Page,ark:/21198/z1pg3k4w,,ark:/21198/z1515rmv,180,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3k4w
Masters/othermasters/dl_lafronde/7684021_1874-09-13_005.tif,,Page,ark:/21198/z1jq2tfm,,ark:/21198/z1515rmv,181,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2tfm
Masters/othermasters/dl_lafronde/7684021_1874-09-13_006.tif,,Page,ark:/21198/z1dz22s5,,ark:/21198/z1515rmv,182,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz22s5
Masters/othermasters/dl_lafronde/7684021_1874-09-13_007.tif,,Page,ark:/21198/z1961b08,,ark:/21198/z1515rmv,183,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961b08
Masters/othermasters/dl_lafronde/7684021_1874-09-13_008.tif,,Page,ark:/21198/z15f0k8j,,ark:/21198/z1515rmv,184,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0k8j
Masters/othermasters/dl_lafronde/7684021_1874-09-20_001.tif,,Page,ark:/21198/z11n9tj8,,ark:/21198/z11c3q6h,185,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9tj8
Masters/othermasters/dl_lafronde/7684021_1874-09-20_002.tif,,Page,ark:/21198/z1x081fj,,ark:/21198/z11c3q6h,186,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x081fj
Masters/othermasters/dl_lafronde/7684021_1874-09-20_003.tif,,Page,ark:/21198/z1s778r8,,ark:/21198/z11c3q6h,187,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s778r8
Masters/othermasters/dl_lafronde/7684021_1874-09-20_004.tif,,Page,ark:/21198/z1ng6j3v,,ark:/21198/z11c3q6h,188,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6j3v
Masters/othermasters/dl_lafronde/7684021_1874-09-20_005.tif,,Page,ark:/21198/z1hq5sdk,,ark:/21198/z11c3q6h,189,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5sdk
Masters/othermasters/dl_lafronde/7684021_1874-09-20_006.tif,,Page,ark:/21198/z1cz51mb,,ark:/21198/z11c3q6h,190,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz51mb
Masters/othermasters/dl_lafronde/7684021_1874-09-20_007.tif,,Page,ark:/21198/z18648vg,,ark:/21198/z11c3q6h,191,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18648vg
Masters/othermasters/dl_lafronde/7684021_1874-09-20_008.tif,,Page,ark:/21198/z14j27jg,,ark:/21198/z11c3q6h,192,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j27jg
Masters/othermasters/dl_lafronde/7684021_1874-09-27_001.tif,,Page,ark:/21198/z10s1gtr,,ark:/21198/z1wm36s3,193,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1gtr
Masters/othermasters/dl_lafronde/7684021_1874-09-27_002.tif,,Page,ark:/21198/z1w110cm,,ark:/21198/z1wm36s3,194,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w110cm
Masters/othermasters/dl_lafronde/7684021_1874-09-27_003.tif,,Page,ark:/21198/z1r807qs,,ark:/21198/z1wm36s3,195,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r807qs
Masters/othermasters/dl_lafronde/7684021_1874-09-27_004.tif,,Page,ark:/21198/z1mg9h0x,,ark:/21198/z1wm36s3,196,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9h0x
Masters/othermasters/dl_lafronde/7684021_1874-09-27_005.tif,,Page,ark:/21198/z1gq8r7r,,ark:/21198/z1wm36s3,197,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8r7r
Masters/othermasters/dl_lafronde/7684021_1874-09-27_006.tif,,Page,ark:/21198/z1bz80gz,,ark:/21198/z1wm36s3,198,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz80gz
Masters/othermasters/dl_lafronde/7684021_1874-09-27_007.tif,,Page,ark:/21198/z1795z30,,ark:/21198/z1wm36s3,199,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795z30
Masters/othermasters/dl_lafronde/7684021_1874-09-27_008.tif,,Page,ark:/21198/z13j56cn,,ark:/21198/z1wm36s3,200,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j56cn
Masters/othermasters/dl_lafronde/7684021_1874-10-04_001.tif,,Page,ark:/21198/z1v13z89,,ark:/21198/z1j40m0p,201,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13z89
Masters/othermasters/dl_lafronde/7684021_1874-10-04_002.tif,,Page,ark:/21198/z1q836kd,,ark:/21198/z1j40m0p,202,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q836kd
,,Page,ark:/21198/z1zs4pzv,,ark:/21198/z1j40m0p,203,3,missing,
Masters/othermasters/dl_lafronde/7684021_1874-10-04_004.tif,,Page,ark:/21198/z1kh2frb,,ark:/21198/z1j40m0p,204,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2frb
Masters/othermasters/dl_lafronde/7684021_1874-10-04_005.tif,,Page,ark:/21198/z1fr1q11,,ark:/21198/z1j40m0p,205,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1q11
Masters/othermasters/dl_lafronde/7684021_1874-10-04_006.tif,,Page,ark:/21198/z1b29nqc,,ark:/21198/z1j40m0p,206,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29nqc
Masters/othermasters/dl_lafronde/7684021_1874-10-04_007.tif,,Page,ark:/21198/z1698x02,,ark:/21198/z1j40m0p,207,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698x02
Masters/othermasters/dl_lafronde/7684021_1874-10-04_008.tif,,Page,ark:/21198/z12j858q,,ark:/21198/z1j40m0p,208,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j858q
Masters/othermasters/dl_lafronde/7684021_1874-10-11_001.tif,,Page,ark:/21198/z1xs7nvx,,ark:/21198/z1rv2g54,209,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7nvx
Masters/othermasters/dl_lafronde/7684021_1874-10-11_002.tif,,Page,ark:/21198/z1t16x4x,,ark:/21198/z1rv2g54,210,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t16x4x
Masters/othermasters/dl_lafronde/7684021_1874-10-11_003.tif,,Page,ark:/21198/z1p865bp,,ark:/21198/z1rv2g54,211,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p865bp
Masters/othermasters/dl_lafronde/7684021_1874-10-11_004.tif,,Page,ark:/21198/z1jh5dkh,,ark:/21198/z1rv2g54,212,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5dkh
Masters/othermasters/dl_lafronde/7684021_1874-10-11_005.tif,,Page,ark:/21198/z1dv3cbd,,ark:/21198/z1rv2g54,213,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3cbd
Masters/othermasters/dl_lafronde/7684021_1874-10-11_006.tif,,Page,ark:/21198/z1932mm0,,ark:/21198/z1rv2g54,214,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932mm0
Masters/othermasters/dl_lafronde/7684021_1874-10-11_007.tif,,Page,ark:/21198/z15b1vxq,,ark:/21198/z1rv2g54,215,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1vxq
Masters/othermasters/dl_lafronde/7684021_1874-10-11_008.tif,,Page,ark:/21198/z11k148p,,ark:/21198/z1rv2g54,216,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k148p
Masters/othermasters/dl_lafronde/7684021_1874-11-01_001.tif,,Page,ark:/21198/z1wt0mq3,,ark:/21198/z1n31qct,217,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0mq3
Masters/othermasters/dl_lafronde/7684021_1874-11-01_002.tif,,Page,ark:/21198/z1s19vx7,,ark:/21198/z1n31qct,218,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s19vx7
Masters/othermasters/dl_lafronde/7684021_1874-11-01_003.tif,,Page,ark:/21198/z1n89469,,ark:/21198/z1n31qct,219,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n89469
Masters/othermasters/dl_lafronde/7684021_1874-11-01_004.tif,,Page,ark:/21198/z1hm72vf,,ark:/21198/z1n31qct,220,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm72vf
Masters/othermasters/dl_lafronde/7684021_1874-11-01_005.tif,,Page,ark:/21198/z1cv6b5k,,ark:/21198/z1n31qct,221,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6b5k
Masters/othermasters/dl_lafronde/7684021_1874-11-01_006.tif,,Page,ark:/21198/z1835kgm,,ark:/21198/z1n31qct,222,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835kgm
Masters/othermasters/dl_lafronde/7684021_1874-11-01_007.tif,,Page,ark:/21198/z14b4tsb,,ark:/21198/z1n31qct,223,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4tsb
Masters/othermasters/dl_lafronde/7684021_1874-11-01_008.tif,,Page,ark:/21198/z10k432d,,ark:/21198/z1n31qct,224,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k432d
Masters/othermasters/dl_lafronde/7684021_1874-11-08_001.tif,,Page,ark:/21198/z1vt3kht,,ark:/21198/z1hb0zk6,225,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3kht
Masters/othermasters/dl_lafronde/7684021_1874-11-08_002.tif,,Page,ark:/21198/z1r22tsd,,ark:/21198/z1hb0zk6,226,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22tsd
Masters/othermasters/dl_lafronde/7684021_1874-11-08_003.tif,,Page,ark:/21198/z1md0sfz,,ark:/21198/z1hb0zk6,227,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0sfz
Masters/othermasters/dl_lafronde/7684021_1874-11-08_004.tif,,Page,ark:/21198/z1gn01qm,,ark:/21198/z1hb0zk6,228,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn01qm
Masters/othermasters/dl_lafronde/7684021_1874-11-08_005.tif,,Page,ark:/21198/z1bv992n,,ark:/21198/z1hb0zk6,229,5,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv992n
Masters/othermasters/dl_lafronde/7684021_1874-11-08_006.tif,,Page,ark:/21198/z1738jcp,,ark:/21198/z1hb0zk6,230,6,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738jcp
Masters/othermasters/dl_lafronde/7684021_1874-11-08_007.tif,,Page,ark:/21198/z13b7smh,,ark:/21198/z1hb0zk6,231,7,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7smh
Masters/othermasters/dl_lafronde/7684021_1874-11-08_008.tif,,Page,ark:/21198/z1zk7935,,ark:/21198/z1hb0zk6,232,8,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7935
Masters/othermasters/dl_lafronde/7684021_1874-11-15_001.tif,,Page,ark:/21198/z1tt6jcf,,ark:/21198/z1ck06td,233,1,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6jcf
Masters/othermasters/dl_lafronde/7684021_1874-11-15_002.tif,,Page,ark:/21198/z1q54h19,,ark:/21198/z1ck06td,234,2,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54h19
Masters/othermasters/dl_lafronde/7684021_1874-11-15_003.tif,,Page,ark:/21198/z1kd3rb1,,ark:/21198/z1ck06td,235,3,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3rb1
Masters/othermasters/dl_lafronde/7684021_1874-11-15_004.tif,,Page,ark:/21198/z1fn30n4,,ark:/21198/z1ck06td,236,4,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn30n4
