"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zb8","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zb8-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zb8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zcs","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zcs-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zcs",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zd9","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zd9-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zd9",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zft","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zft-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zft",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zgb","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zgb-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zgb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zhv","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zhv-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zhv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zjc","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zjc-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zjc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zkw","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zkw-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zkw",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zmd","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zmd-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zmd",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154znx","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154znx-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154znx",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00154zpf","ark:/21198/zz00154z9r","2","Completed","Page","scwu/images/masters/21198-zz00154zpf-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154zpf",""
