"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Description.caption","Date.normalized","Description.abstract","Description.creation","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001565zc","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001565zc-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001565zc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015660c","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015660c-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015660c",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015661w","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015661w-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015661w",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015662d","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015662d-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015662d",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015663x","ark:/21198/zz0015657h","2","Completed","Page","","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","missing","",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015664f","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015664f-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015664f",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015665z","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015665z-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015665z",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015666g","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015666g-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015666g",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156670","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz00156670-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156670",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015668h","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz0015668h-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015668h",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00156691","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz00156691-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00156691",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566bj","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566bj-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566bj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566c2","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566c2-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566c2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566dk","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566dk-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566dk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566f3","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566f3-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566f3",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566gm","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566gm-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566gm",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566h4","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566h4-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566h4",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566jn","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566jn-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566jn",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566k5","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566k5-1-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566k5",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566mp","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566mp-1-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566mp",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566n6","ark:/21198/zz0015657h","2","Completed","Page","","21","","","","","","","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","missing","",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566pq","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566pq-1-master.tif","22","","","","","","","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566pq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566q7","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566q7-1-master.tif","23","","","","","","","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566q7",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566rr","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566rr-1-master.tif","24","","","","","","","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566rr",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566s8","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566s8-1-master.tif","25","","","","","","","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566s8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001566ts","ark:/21198/zz0015657h","2","Completed","Page","scwu/images/masters/21198-zz001566ts-1-master.tif","26","","","","","","","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001566ts",""
