Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002b0ksb,ark:/21198/zz00253vz2,2,Completed,Work,,304,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0ksb%2Fvr59qt4p,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape8,"Laura Huxley, Label reads: Rainbow Walk / Flowers (tape 8)",,n.d.,38:54 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12xm,ark:/21198/zz00253vz2,2,Completed,Work,,479,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b12xm%2Ftc16zd5g,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape189,"Aldous Huxley, narrator, opening remarks only, dramatization of Brave New World, The Theater of the Mind, CBS radio (tape 189)",,n.d.,59:02 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1h3g,ark:/21198/zz00253vz2,2,Completed,Work,,521,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1h3g%2Fn474f69t,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospectives- Recording|~|Continued from UCLA Tape No. 222B,uclamss_2009_tape222C,"Retrospective, Aldous Huxley. (tape 222C)",,n.d.,68:17 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1rq5,ark:/21198/zz00253vz2,2,Completed,Work,,672,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1rq5%2Ffv34jn7k,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape297,"[Laura Huxley reading ""You are our Creators, We the Unborn Beseech You..."" Request from the Unborn?] Unlabled Reel to Reel #3 (3 reels included) (tape 297)",,n.d.,4:55 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1xkh,ark:/21198/zz00253vz2,2,Completed,Work,,634,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1xkh%2Fcr12gz79,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape330|~|uclamss_2009_tape331,"Label reads: 30. John Lily 1x3 ""Cogitate [reel 1, part 1?]; [reel 2, part 2?] (tape 330 and 331)",,no date,40:43 min,,,,,,,,,,,,
