"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgq7w","ark:/21198/zz001bbqgq","2","Completed","Page","cruikshank/images/masters/21198-zz001bgq7w_744166_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgq7w"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgq9x","ark:/21198/zz001bgq8d","2","Completed","Page","cruikshank/images/masters/21198-zz001bgq9x_744179_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgq9x"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqbf","ark:/21198/zz001bgq8d","2","Completed","Page","cruikshank/images/masters/21198-zz001bgqbf_744189_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgqbf"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqdg","ark:/21198/zz001bgqcz","2","Completed","Page","cruikshank/images/masters/21198-zz001bgqdg_744217_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgqdg"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqjj","ark:/21198/zz001bgqf0","2","Completed","Page","cruikshank/images/masters/21198-zz001bgqjj_744247_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgqjj"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqk2","ark:/21198/zz001bgqf0","2","Completed","Page","cruikshank/images/masters/21198-zz001bgqk2_744250_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgqk2"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqn3","ark:/21198/zz001bgqmk","2","Completed","Page","cruikshank/images/masters/21198-zz001bgqn3_744264_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bgqn3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2fm","ark:/21198/zz001bhnsn","2","Completed","Page","cruikshank/images/masters/21198-zz001bm2fm_744831_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2fm"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2ss","ark:/21198/zz001bm2m6","2","Completed","Page","cruikshank/images/masters/21198-zz001bm2ss_744885_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2ss"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2t9","ark:/21198/zz001bm2m6","1","In progress","Page","","2","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","missing",
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2zc","ark:/21198/zz001bm2vt","2","Completed","Page","cruikshank/images/masters/21198-zz001bm2zc_744897_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2zc"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm30c","ark:/21198/zz001bm2vt","2","Completed","Page","cruikshank/images/masters/21198-zz001bm30c_744901_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm30c"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm35z","ark:/21198/zz001bm32d","2","Completed","Page","cruikshank/images/masters/21198-zz001bm35z_744929_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm35z"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm36g","ark:/21198/zz001bm32d","2","Completed","Page","cruikshank/images/masters/21198-zz001bm36g_744936_master.tif","2","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm36g"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm3f3","ark:/21198/zz001bm3c2","2","Completed","Page","cruikshank/images/masters/21198-zz001bm3f3_744942_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3f3"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm3jn","ark:/21198/zz001bm3h4","2","Completed","Page","cruikshank/images/masters/21198-zz001bm3jn_744954_master.tif","1","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3jn"
