"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_001.tif","Page","Page 1","1","ark:/21198/z1s783n7","ark:/21198/z13n4qvs","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4qvs",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_002.tif","Page","Page 2","2","ark:/21198/z1s783n7","ark:/21198/z1zw47cw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw47cw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_003.tif","Page","Page 3","3","ark:/21198/z1s783n7","ark:/21198/z1v43gkk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43gkk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_004.tif","Page","Page 4","4","ark:/21198/z1s783n7","ark:/21198/z1qc2qw9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2qw9",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_005.tif","Page","Page 5","5","ark:/21198/z1s783n7","ark:/21198/z1km208q","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km208q",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_006.tif","Page","Page 6","6","ark:/21198/z1s783n7","ark:/21198/z1fx9xwg","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx9xwg",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_007.tif","Page","Page 7","7","ark:/21198/z1s783n7","ark:/21198/z1b59669","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b59669",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_008.tif","Page","Page 8","8","ark:/21198/z1s783n7","ark:/21198/z16d8fgk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d8fgk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_009.tif","Page","Page 9","9","ark:/21198/z1s783n7","ark:/21198/z12n7pqd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7pqd",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_010.tif","Page","Page 10","10","ark:/21198/z1s783n7","ark:/21198/z1xw7662","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw7662",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_011.tif","Page","Page 11","11","ark:/21198/z1s783n7","ark:/21198/z1t46fgn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46fgn",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250820_012.tif","Page","Page 12","12","ark:/21198/z1s783n7","ark:/21198/z1pc5ptt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5ptt",""
