"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_001.tif","Page","Page 1","1","ark:/21198/z1tb3v99","ark:/21198/z1qv684d","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv684d",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_002.tif","Page","Page 2","2","ark:/21198/z1tb3v99","ark:/21198/z1m35hcj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m35hcj",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_003.tif","Page","Page 3","3","ark:/21198/z1tb3v99","ark:/21198/z1gf3g30","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3g30",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_004.tif","Page","Page 4","4","ark:/21198/z1tb3v99","ark:/21198/z1bp2qf5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2qf5",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_005.tif","Page","Page 5","5","ark:/21198/z1tb3v99","ark:/21198/z16x1znj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1znj",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_006.tif","Page","Page 6","6","ark:/21198/z1tb3v99","ark:/21198/z13516zz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13516zz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_007.tif","Page","Page 7","7","ark:/21198/z1tb3v99","ark:/21198/z1zd0qh4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0qh4",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_008.tif","Page","Page 8","8","ark:/21198/z1tb3v99","ark:/21198/z1tm9zsv","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9zsv",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_009.tif","Page","Page 9","9","ark:/21198/z1tb3v99","ark:/21198/z1pz7xdz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz7xdz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_010.tif","Page","Page 10","10","ark:/21198/z1tb3v99","ark:/21198/z1k675qc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k675qc",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_011.tif","Page","Page 11","11","ark:/21198/z1tb3v99","ark:/21198/z1ff6f02","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff6f02",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370525_012.tif","Page","Page 12","12","ark:/21198/z1tb3v99","ark:/21198/z19p5p7w","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5p7w",""
