"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_001.tif","Page","Page 1","1","ark:/21198/z1002phn","ark:/21198/z1pc5pzm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5pzm",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_002.tif","Page","Page 2","2","ark:/21198/z1002phn","ark:/21198/z1jm4z8r","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4z8r",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_003.tif","Page","Page 3","3","ark:/21198/z1002phn","ark:/21198/z1dv46jd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv46jd",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_004.tif","Page","Page 4","4","ark:/21198/z1002phn","ark:/21198/z196254c","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz196254c",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_005.tif","Page","Page 5","5","ark:/21198/z1002phn","ark:/21198/z15f1dgj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1dgj",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_006.tif","Page","Page 6","6","ark:/21198/z1002phn","ark:/21198/z11p0npx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0npx",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_007.tif","Page","Page 7","7","ark:/21198/z1002phn","ark:/21198/z1wx057g","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx057g",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_008.tif","Page","Page 8","8","ark:/21198/z1002phn","ark:/21198/z1s49djz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49djz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_009.tif","Page","Page 9","9","ark:/21198/z1002phn","ark:/21198/z1nc8nt7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8nt7",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_010.tif","Page","Page 10","10","ark:/21198/z1002phn","ark:/21198/z1hm7x2g","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7x2g",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_011.tif","Page","Page 11","11","ark:/21198/z1002phn","ark:/21198/z1cz5vsh","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5vsh",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19361110_012.tif","Page","Page 12","12","ark:/21198/z1002phn","ark:/21198/z186542w","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz186542w",""
