"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_001.tif","Page","Page 1","1","ark:/21198/z1hb1smz","ark:/21198/z1vt4dnx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt4dnx",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_002.tif","Page","Page 2","2","ark:/21198/z1hb1smz","ark:/21198/z1r23nxh","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23nxh",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_003.tif","Page","Page 3","3","ark:/21198/z1hb1smz","ark:/21198/z1md1mk2","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md1mk2",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_004.tif","Page","Page 4","4","ark:/21198/z1hb1smz","ark:/21198/z1gn0vtw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0vtw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_005.tif","Page","Page 5","5","ark:/21198/z1hb1smz","ark:/21198/z1bw044d","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw044d",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_006.tif","Page","Page 6","6","ark:/21198/z1hb1smz","ark:/21198/z1739cfw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1739cfw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_007.tif","Page","Page 7","7","ark:/21198/z1hb1smz","ark:/21198/z13b8mpq","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8mpq",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_008.tif","Page","Page 8","8","ark:/21198/z1hb1smz","ark:/21198/z1zk846t","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk846t",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_009.tif","Page","Page 9","9","ark:/21198/z1hb1smz","ark:/21198/z1tt7cfn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt7cfn",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_010.tif","Page","Page 10","10","ark:/21198/z1hb1smz","ark:/21198/z1q55b5d","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55b5d",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_011.tif","Page","Page 11","11","ark:/21198/z1hb1smz","ark:/21198/z1kd4kfp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd4kfp",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_012.tif","Page","Page 12","12","ark:/21198/z1hb1smz","ark:/21198/z1fn3tqz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn3tqz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_013.tif","Page","Page 13","13","ark:/21198/z1hb1smz","ark:/21198/z19w332x","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w332x",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_014.tif","Page","Page 14","14","ark:/21198/z1hb1smz","ark:/21198/z1642b8m","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1642b8m",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_015.tif","Page","Page 15","15","ark:/21198/z1hb1smz","ark:/21198/z12c1kkb","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c1kkb",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19300501_016.tif","Page","Page 16","16","ark:/21198/z1hb1smz","ark:/21198/z1xm1320","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm1320",""
