"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_001.tif","Page","Page 1","1","ark:/21198/z1qn8v44","ark:/21198/z1d538g2","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d538g2",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_002.tif","Page","Page 2","2","ark:/21198/z1qn8v44","ark:/21198/z18d2hss","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2hss",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_003.tif","Page","Page 3","3","ark:/21198/z1qn8v44","ark:/21198/z14n1s4c","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1s4c",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_004.tif","Page","Page 4","4","ark:/21198/z1qn8v44","ark:/21198/z10w11b4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w11b4",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_005.tif","Page","Page 5","5","ark:/21198/z1qn8v44","ark:/21198/z1w40hxn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40hxn",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_006.tif","Page","Page 6","6","ark:/21198/z1qn8v44","ark:/21198/z1rf8gm3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf8gm3",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_007.tif","Page","Page 7","7","ark:/21198/z1qn8v44","ark:/21198/z1mp7qvx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp7qvx",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_008.tif","Page","Page 8","8","ark:/21198/z1qn8v44","ark:/21198/z1gx703j","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx703j",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_009.tif","Page","Page 9","9","ark:/21198/z1qn8v44","ark:/21198/z1c567c4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c567c4",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_010.tif","Page","Page 10","10","ark:/21198/z1qn8v44","ark:/21198/z17d5gq9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5gq9",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_011.tif","Page","Page 11","11","ark:/21198/z1qn8v44","ark:/21198/z13n4qz4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4qz4",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19330501_012.tif","Page","Page 12","12","ark:/21198/z1qn8v44","ark:/21198/z1zw47hp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw47hp",""
