"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_001.tif","Page","Page 1","1","ark:/21198/z1w40hrd","ark:/21198/z1kh38zb","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh38zb",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_002.tif","Page","Page 2","2","ark:/21198/z1w40hrd","ark:/21198/z1fv17nb","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv17nb",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_003.tif","Page","Page 3","3","ark:/21198/z1w40hrd","ark:/21198/z1b30gzc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b30gzc",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_004.tif","Page","Page 4","4","ark:/21198/z1w40hrd","ark:/21198/z1699r5m","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699r5m",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_005.tif","Page","Page 5","5","ark:/21198/z1w40hrd","ark:/21198/z12j90dt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j90dt",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_006.tif","Page","Page 6","6","ark:/21198/z1w40hrd","ark:/21198/z1xs8h0f","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs8h0f",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_007.tif","Page","Page 7","7","ark:/21198/z1w40hrd","ark:/21198/z1t17r9g","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17r9g",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_008.tif","Page","Page 8","8","ark:/21198/z1w40hrd","ark:/21198/z1pc5q0g","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5q0g",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_009.tif","Page","Page 9","9","ark:/21198/z1w40hrd","ark:/21198/z1jm4z96","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4z96",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19430330_010.tif","Page","Page 10","10","ark:/21198/z1w40hrd","ark:/21198/z1dv46kv","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv46kv",""
