"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_001.tif","Page","Page 1","1","ark:/21198/z1ng7c0t","ark:/21198/z1jq3ndg","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3ndg",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_002.tif","Page","Page 2","2","ark:/21198/z1ng7c0t","ark:/21198/z1dz2ws3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2ws3",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_003.tif","Page","Page 3","3","ark:/21198/z1ng7c0t","ark:/21198/z196250k","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz196250k",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_004.tif","Page","Page 4","4","ark:/21198/z1ng7c0t","ark:/21198/z15f1d99","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1d99",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_005.tif","Page","Page 5","5","ark:/21198/z1ng7c0t","ark:/21198/z11p0nhp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0nhp",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_006.tif","Page","Page 6","6","ark:/21198/z1ng7c0t","ark:/21198/z1wx0527","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx0527",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_007.tif","Page","Page 7","7","ark:/21198/z1ng7c0t","ark:/21198/z1s49dd5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49dd5",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_008.tif","Page","Page 8","8","ark:/21198/z1ng7c0t","ark:/21198/z1ng7c2q","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng7c2q",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_009.tif","Page","Page 9","9","ark:/21198/z1ng7c0t","ark:/21198/z1hq6mdw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6mdw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19250901_010.tif","Page","Page 10","10","ark:/21198/z1ng7c0t","ark:/21198/z1cz5vnq","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5vnq",""
