"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_001.tif","Page","Page 1","1","ark:/21198/z1mk9179","ark:/21198/z1xp9sm5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9sm5",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_002.tif","Page","Page 2","2","ark:/21198/z1mk9179","ark:/21198/z1sx91vc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx91vc",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_003.tif","Page","Page 3","3","ark:/21198/z1mk9179","ark:/21198/z1p5893x","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p5893x",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_004.tif","Page","Page 4","4","ark:/21198/z1mk9179","ark:/21198/z1jd7jc6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7jc6",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_005.tif","Page","Page 5","5","ark:/21198/z1mk9179","ark:/21198/z1dn6sng","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6sng",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_006.tif","Page","Page 6","6","ark:/21198/z1mk9179","ark:/21198/z18w61zk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w61zk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_007.tif","Page","Page 7","7","ark:/21198/z1mk9179","ark:/21198/z15740nw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15740nw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_008.tif","Page","Page 8","8","ark:/21198/z1mk9179","ark:/21198/z11g37wq","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g37wq",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_009.tif","Page","Page 9","9","ark:/21198/z1mk9179","ark:/21198/z1wq2rdf","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2rdf",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_010.tif","Page","Page 10","10","ark:/21198/z1mk9179","ark:/21198/z1rz20m6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz20m6",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_011.tif","Page","Page 11","11","ark:/21198/z1mk9179","ark:/21198/z1n617zp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n617zp",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_012.tif","Page","Page 12","12","ark:/21198/z1mk9179","ark:/21198/z1hf0h8t","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0h8t",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_013.tif","Page","Page 13","13","ark:/21198/z1mk9179","ark:/21198/z1cn9rjj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn9rjj",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_014.tif","Page","Page 14","14","ark:/21198/z1mk9179","ark:/21198/z1807q89","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807q89",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_015.tif","Page","Page 15","15","ark:/21198/z1mk9179","ark:/21198/z1476zjk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476zjk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_016.tif","Page","Page 16","16","ark:/21198/z1mk9179","ark:/21198/z10g66ss","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g66ss",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_017.tif","Page","Page 17","17","ark:/21198/z1mk9179","ark:/21198/z1vq5q7m","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5q7m",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_018.tif","Page","Page 18","18","ark:/21198/z1mk9179","ark:/21198/z1qz4zjb","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4zjb",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_019.tif","Page","Page 19","19","ark:/21198/z1mk9179","ark:/21198/z1m646w6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m646w6",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_020.tif","Page","Page 20","20","ark:/21198/z1mk9179","ark:/21198/z1gf3g4f","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3g4f",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_021.tif","Page","Page 21","21","ark:/21198/z1mk9179","ark:/21198/z1bs1dsk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1dsk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_022.tif","Page","Page 22","22","ark:/21198/z1mk9179","ark:/21198/z1710p31","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1710p31",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_023.tif","Page","Page 23","23","ark:/21198/z1mk9179","ark:/21198/z1379x9v","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1379x9v",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_024.tif","Page","Page 24","24","ark:/21198/z1mk9179","ark:/21198/z1zg9ds3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9ds3",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_025.tif","Page","Page 25","25","ark:/21198/z1mk9179","ark:/21198/z1tq8p4p","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8p4p",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_026.tif","Page","Page 26","26","ark:/21198/z1mk9179","ark:/21198/z1pz7xfd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz7xfd",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_027.tif","Page","Page 27","27","ark:/21198/z1mk9179","ark:/21198/z1k675rt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k675rt",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194509_028.tif","Page","Page 28","28","ark:/21198/z1mk9179","ark:/21198/z1fj54dc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj54dc",""
