"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_001.tif","Page","Page 1","1","ark:/21198/z1fv17fn","ark:/21198/z1xm135b","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm135b",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_002.tif","Page","Page 2","2","ark:/21198/z1fv17fn","ark:/21198/z1sv0bd5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sv0bd5",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_003.tif","Page","Page 3","3","ark:/21198/z1fv17fn","ark:/21198/z1p29kr3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29kr3",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_004.tif","Page","Page 4","4","ark:/21198/z1fv17fn","ark:/21198/z1j98v27","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98v27",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_005.tif","Page","Page 5","5","ark:/21198/z1fv17fn","ark:/21198/z1dn6spx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6spx",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_006.tif","Page","Page 6","6","ark:/21198/z1fv17fn","ark:/21198/z18w620f","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w620f",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_007.tif","Page","Page 7","7","ark:/21198/z1fv17fn","ark:/21198/z154597k","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz154597k",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_008.tif","Page","Page 8","8","ark:/21198/z1fv17fn","ark:/21198/z11c4jgd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4jgd",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_009.tif","Page","Page 9","9","ark:/21198/z1fv17fn","ark:/21198/z1wm420h","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm420h",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_010.tif","Page","Page 10","10","ark:/21198/z1fv17fn","ark:/21198/z1rv39c4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv39c4",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_011.tif","Page","Page 11","11","ark:/21198/z1fv17fn","ark:/21198/z1n32jm8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n32jm8",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_012.tif","Page","Page 12","12","ark:/21198/z1fv17fn","ark:/21198/z1hf0h98","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0h98",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_013.tif","Page","Page 13","13","ark:/21198/z1fv17fn","ark:/21198/z1cn9rk0","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn9rk0",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_014.tif","Page","Page 14","14","ark:/21198/z1fv17fn","ark:/21198/z17w90t6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w90t6",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_015.tif","Page","Page 15","15","ark:/21198/z1fv17fn","ark:/21198/z144882r","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz144882r",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_016.tif","Page","Page 16","16","ark:/21198/z1fv17fn","ark:/21198/z10c7hb1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7hb1",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_017.tif","Page","Page 17","17","ark:/21198/z1fv17fn","ark:/21198/z1vm70w5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm70w5",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_018.tif","Page","Page 18","18","ark:/21198/z1fv17fn","ark:/21198/z1qv6869","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv6869",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_019.tif","Page","Page 19","19","ark:/21198/z1fv17fn","ark:/21198/z1m646xn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m646xn",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_020.tif","Page","Page 20","20","ark:/21198/z1fv17fn","ark:/21198/z1gf3g5w","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3g5w",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_021.tif","Page","Page 21","21","ark:/21198/z1fv17fn","ark:/21198/z1bp2qgm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2qgm",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_022.tif","Page","Page 22","22","ark:/21198/z1fv17fn","ark:/21198/z16x1zp0","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1zp0",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_023.tif","Page","Page 23","23","ark:/21198/z1fv17fn","ark:/21198/z135170t","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz135170t",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_024.tif","Page","Page 24","24","ark:/21198/z1fv17fn","ark:/21198/z1zd0qk1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0qk1",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194612_025.tif","Page","Page 25","25","ark:/21198/z1fv17fn","ark:/21198/z1tq8p54","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8p54",""
