"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_001.tif","Page","Page 1","1","ark:/21198/z17d5gj2","ark:/21198/z1fb7qjw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7qjw",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_002.tif","Page","Page 2","2","ark:/21198/z17d5gj2","ark:/21198/z19k6zvm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k6zvm",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_003.tif","Page","Page 3","3","ark:/21198/z17d5gj2","ark:/21198/z15t6754","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t6754",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_004.tif","Page","Page 4","4","ark:/21198/z17d5gj2","ark:/21198/z12545v1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12545v1",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_005.tif","Page","Page 5","5","ark:/21198/z17d5gj2","ark:/21198/z1xd3pb9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd3pb9",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_006.tif","Page","Page 6","6","ark:/21198/z17d5gj2","ark:/21198/z1sn2xn1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn2xn1",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_007.tif","Page","Page 7","7","ark:/21198/z17d5gj2","ark:/21198/z1nw25vs","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw25vs",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_008.tif","Page","Page 8","8","ark:/21198/z17d5gj2","ark:/21198/z1j41f4s","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j41f4s",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_009.tif","Page","Page 9","9","ark:/21198/z17d5gj2","ark:/21198/z1dc0pgz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc0pgz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_010.tif","Page","Page 10","10","ark:/21198/z17d5gj2","ark:/21198/z18k9xq7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k9xq7",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_011.tif","Page","Page 11","11","ark:/21198/z17d5gj2","ark:/21198/z14x7wd7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7wd7",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_012.tif","Page","Page 12","12","ark:/21198/z17d5gj2","ark:/21198/z11574qn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11574qn",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_013.tif","Page","Page 13","13","ark:/21198/z17d5gj2","ark:/21198/z1wd6n6x","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd6n6x",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_014.tif","Page","Page 14","14","ark:/21198/z17d5gj2","ark:/21198/z1rn5wfr","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5wfr",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_015.tif","Page","Page 15","15","ark:/21198/z17d5gj2","ark:/21198/z1mw54qd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw54qd",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_016.tif","Page","Page 16","16","ark:/21198/z17d5gj2","ark:/21198/z1h44d29","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h44d29",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_017.tif","Page","Page 17","17","ark:/21198/z17d5gj2","ark:/21198/z1cc3nbk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc3nbk",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_018.tif","Page","Page 18","18","ark:/21198/z17d5gj2","ark:/21198/z17q1m21","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1m21",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_019.tif","Page","Page 19","19","ark:/21198/z17d5gj2","ark:/21198/z13z0vb9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z0vb9",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_020.tif","Page","Page 20","20","ark:/21198/z17d5gj2","ark:/21198/z10603m8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10603m8",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_021.tif","Page","Page 21","21","ark:/21198/z17d5gj2","ark:/21198/z1vd9m2j","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9m2j",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_022.tif","Page","Page 22","22","ark:/21198/z17d5gj2","ark:/21198/z1qn8vc8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn8vc8",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_023.tif","Page","Page 23","23","ark:/21198/z17d5gj2","ark:/21198/z1kw83nx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw83nx",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_024.tif","Page","Page 24","24","ark:/21198/z17d5gj2","ark:/21198/z1g47bzz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g47bzz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_025.tif","Page","Page 25","25","ark:/21198/z17d5gj2","ark:/21198/z1bg59nz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg59nz",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_026.tif","Page","Page 26","26","ark:/21198/z17d5gj2","ark:/21198/z16q4jws","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q4jws",""
"Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194606_027.tif","Page","Page 27","27","ark:/21198/z17d5gj2","ark:/21198/z12z3t5g","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z3t5g",""
