File name,Item ARK,Parent ARK,Object Type,local ID,Title,Creator,Date.created,Date.created (single),TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Note.content,Subject,Digital Collection Title
lnm_ramakatane_a12_0135_008.tif,ark:/21198/z16x136c,ark:/21198/z12r5hwv,Work,A12_Ramakatane_135_08,Ramakatane archive 1328,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman in a Dashiki dress and headwrap standing with her face turned away from the camera and gazing upwards, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a12_0135_010.tif,ark:/21198/z1350bjv,ark:/21198/z12r5hwv,Work,A12_Ramakatane_135_10,Ramakatane archive 1329,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in a denim jacket and bellbottoms standing with her hand on her hip and smiling, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a12_0139_010.tif,ark:/21198/z1zg8jdf,ark:/21198/z12r5hwv,Work,A12_Ramakatane_139_10,Ramakatane archive 1330,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Close up of a priest with a thin beard seated and facing the camera with his mouth slightly opened, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men |~| Religion,Ramakatane Archive
lnm_ramakatane_a12_0142_014.tif,ark:/21198/z1tq7ss2,ark:/21198/z12r5hwv,Work,A12_Ramakatane_142_14,Ramakatane archive 1331,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Teenage girl wearing a polo shirt and print detail pants standing and facing the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a12_0146_004.tif,ark:/21198/z1pz7224,ark:/21198/z12r5hwv,Work,A12_Ramakatane_146_04,Ramakatane archive 1332,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Middle aged woman wrapped in a healer's attire around her body and head standing with her purse, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a12_0146_008.tif,ark:/21198/z1k66998,ark:/21198/z12r5hwv,Work,A12_Ramakatane_146_08,Ramakatane archive 1333,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Pregnant woman in a floral dress standing with her face turned to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a12_0153_006.tif,ark:/21198/z1ff5jhn,ark:/21198/z12r5hwv,Work,A12_Ramakatane_153_06,Ramakatane archive 1334,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Bare-chested man in print pants standing with nail clippers in his hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a12_0154_010.tif,ark:/21198/z19p4ssx,ark:/21198/z12r5hwv,Work,A12_Ramakatane_154_10,Ramakatane archive 1335,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Suited man with a shaved beard seated with his arms folded and looking into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a12_0158_016.tif,ark:/21198/z15x424w,ark:/21198/z12r5hwv,Work,A12_Ramakatane_158_16,Ramakatane archive 1336,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Two men in t-shirts hugging and pointing with their index fingers in a pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a12_0163_017.tif,ark:/21198/z12820rw,ark:/21198/z12r5hwv,Work,A12_Ramakatane_163_17,Ramakatane archive 1337,M.T. Ramakatane,June - December 1972,1972-06/1972-12,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young man in a short sleeve shirt seated with his closed hand on his lip and his legs spread, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a13_0018_017.tif,ark:/21198/z1xh1hcz,ark:/21198/z12r5hwv,Work,A13_Ramakatane_18_17,Ramakatane archive 1338,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Smiling teen in hoop earrings dressed in tennis gear and sandals holding racket making a serving pose, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a13_0028_014.tif,ark:/21198/z1sr0rn7,ark:/21198/z12r5hwv,Work,A13_Ramakatane_28_14,Ramakatane archive 1339,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Two teen boys in bucket hats standing in a pose and one holding his crotch, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a13_0029_005.tif,ark:/21198/z1p000v9,ark:/21198/z12r5hwv,Work,A13_Ramakatane_29_05,Ramakatane archive 1340,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Women in matching outfits standing in a similar pose with their heads tilted to face the camera, one with cornrows, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0035_012.tif,ark:/21198/z1j6982j,ark:/21198/z12r5hwv,Work,A13_Ramakatane_35_12,Ramakatane archive 1341,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Nurse in uniform and cape seated on a chair with her hands covered, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0041_004.tif,ark:/21198/z1df8hc8,ark:/21198/z12r5hwv,Work,A13_Ramakatane_41_04,Ramakatane archive 1342,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Older woman dressed in LECSA Mothers' Union uniform standing with half closed hands hanging loosely on either side of her body, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0042_012.tif,ark:/21198/z18p7rrw,ark:/21198/z12r5hwv,Work,A13_Ramakatane_42_12,Ramakatane archive 1343,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Two teen girls dressed in modernised traditional attire each with left arm tied under cloth and the other hand holding a handkerchief, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a13_0045_002.tif,ark:/21198/z1515qc9,ark:/21198/z12r5hwv,Work,A13_Ramakatane_45_02,Ramakatane archive 1345,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Bride with long wedding veil standing in front of straw mat (moseme) with cascading bouquet held up to her torso, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0053_012.tif,ark:/21198/z1184zqg,ark:/21198/z12r5hwv,Work,A13_Ramakatane_53_12,Ramakatane archive 1346,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman with satin gloves seated next to man in coat and hands in satin gloves, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a13_0055_002.tif,ark:/21198/z1wh4g7k,ark:/21198/z12r5hwv,Work,A13_Ramakatane_55_02,Ramakatane archive 1347,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman with styled relaxed hair in sunglasses wearing dress with cardigan and fishnet stockings touching the antenna of a radio, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0065_001.tif,ark:/21198/z1rr3qdh,ark:/21198/z12r5hwv,Work,A13_Ramakatane_65_01,Ramakatane archive 1348,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Policeman with a moustache in a beret holding a baton in one hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a13_0065_002.tif,ark:/21198/z1n02znn,ark:/21198/z12r5hwv,Work,A13_Ramakatane_65_02,Ramakatane archive 1349,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman dressed in a skirt with slit exposing her leg in shorts with one hand on her waist and another on her thigh, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0070_010.tif,ark:/21198/z1h726zr,ark:/21198/z12r5hwv,Work,A13_Ramakatane_70_10,Ramakatane archive 1350,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman withher hair wrapped in a chiffon scarf wearing sunglasses while sipping on a soda and carrying a tassel purse, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0072_007.tif,ark:/21198/z1cg1g9b,ark:/21198/z12r5hwv,Work,A13_Ramakatane_72_07,Ramakatane archive 1351,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Couple in formal clothing and spectacles seated side by side with woman holding her purse in her lap and wearing a Sunday hat, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a13_0072_008.tif,ark:/21198/z17s9dxg,ark:/21198/z12r5hwv,Work,A13_Ramakatane_72_08,Ramakatane archive 1352,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman wearing sunglasses and choker with a dress and long gladiator sandals, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0081_001.tif,ark:/21198/z1418p9t,ark:/21198/z12r5hwv,Work,A13_Ramakatane_81_01,Ramakatane archive 1353,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman wearing a swimsuit posing with her hand on her hip and stockings in lace-up shoes, time piece, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0088_006.tif,ark:/21198/z1087xjn,ark:/21198/z12r5hwv,Work,A13_Ramakatane_88_06,Ramakatane archive 1354,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Seated middle-aged woman dressed in LECSA Mothers' Union uniform with her hands clasped on her lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0088_010.tif,ark:/21198/z1vh7f2r,ark:/21198/z12r5hwv,Work,A13_Ramakatane_88_10,Ramakatane archive 1355,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Two women in hoop earrings and sunglasses holding hands and laughing , photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0091_006.tif,ark:/21198/z1qr6p84,ark:/21198/z12r5hwv,Work,A13_Ramakatane_91_06,Ramakatane archive 1356,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Nurses standing side by side and posing for the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a13_0096_007.tif,ark:/21198/z1m05xmm,ark:/21198/z12r5hwv,Work,A13_Ramakatane_96_07,Ramakatane archive 1357,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Teen boy in a soccer uniform with the number 4 standing with his hands to his back, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a13_0103_010.tif,ark:/21198/z1gb3w68,ark:/21198/z12r5hwv,Work,A13_Ramakatane_103_10,Ramakatane archive 1358,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in a knitted golf hat and turtleneck wearing sunglasses and seated with his hands loosely placed in his lap, time piece, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a13_0107_002.tif,ark:/21198/z1bk34jt,ark:/21198/z12r5hwv,Work,A13_Ramakatane_107_02,Ramakatane archive 1359,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Couple in formal dress standing side by side holding hands, with the woman's one hand on her stomach, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a13_0127_008.tif,ark:/21198/z16t2cxf,ark:/21198/z12r5hwv,Work,A13_Ramakatane_127_08,Ramakatane archive 1360,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man and woman seated side by side dressed in scouts uniform and gesturing the scout's honour, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Couples,Ramakatane Archive
lnm_ramakatane_a13_0137_011.tif,ark:/21198/z1321n50,ark:/21198/z12r5hwv,Work,A13_Ramakatane_137_11,Ramakatane archive 1361,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Woman in a laced up head wrap matching her dress and diamond shaped earrings seated with her hand on her chin, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a14_0001_004.tif,ark:/21198/z1z914ms,ark:/21198/z12r5hwv,Work,A14_Ramakatane_01_04,Ramakatane archive 1362,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young man seated with sweater, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a14_0002_003.tif,ark:/21198/z1tj0cvm,ark:/21198/z12r5hwv,Work,A14_Ramakatane_02_03,Ramakatane archive 1363,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Smiling young woman with figure belt over turtleneck exchanging embraces with seated friend wearing a plaid tunic with slit and looking into each other's eyes, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a14_0002_004.tif,ark:/21198/z1pr9n56,ark:/21198/z12r5hwv,Work,A14_Ramakatane_02_04,Ramakatane archive 1364,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman dressed in a figure belt with tassels over blouse and short shorts standing with her hand leaning on the back of a chair, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a14_0005_004.tif,ark:/21198/z1k37ks6,ark:/21198/z12r5hwv,Work,A14_Ramakatane_05_04,Ramakatane archive 1365,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in a cap seated in a chair with guitar in his lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a14_0020_005.tif,ark:/21198/z1fb6v4s,ark:/21198/z12r5hwv,Work,A14_Ramakatane_20_05,Ramakatane archive 1366,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman in turtleneck and matching short shorts seated on straw mat (moseme) with one leg raised and hands clasped around the knee, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Youth,Ramakatane Archive
lnm_ramakatane_a14_0020_012.tif,ark:/21198/z19k63gb,ark:/21198/z12r5hwv,Work,A14_Ramakatane_20_12,Ramakatane archive 1367,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man with flowing hair seated with leg crossed over the knee held up by hand holding a cigarette, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a14_0021_011.tif,ark:/21198/z15t5brm,ark:/21198/z12r5hwv,Work,A14_Ramakatane_21_11,Ramakatane archive 1368,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Two men seated with their legs crossed on the bonnet of a parked van, photographed on location",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
lnm_ramakatane_a14_0030_009.tif,ark:/21198/z1224kz9,ark:/21198/z12r5hwv,Work,A14_Ramakatane_30_09,Ramakatane archive 1369,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Four teen girls posing with with cigarettes on a straw mat (moseme) with one in a Mokorotlo hat pretending to smoke, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Teens,Ramakatane Archive
lnm_ramakatane_a14_0031_002.tif,ark:/21198/z1x943fz,ark:/21198/z12r5hwv,Work,A14_Ramakatane_31_02,Ramakatane archive 1370,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Boy on a horse without a saddle in the street near a building, photographed on location",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Boys,Ramakatane Archive
lnm_ramakatane_a14_0037_004.tif,ark:/21198/z1sj3bs4,ark:/21198/z12r5hwv,Work,A14_Ramakatane_37_04,Ramakatane archive 1371,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Young woman in a two piece suit holding her index finger and standing next to a traditional healer in full regalia and a stick in her hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a14_0041_007.tif,ark:/21198/z1nw19d7,ark:/21198/z12r5hwv,Work,A14_Ramakatane_41_07,Ramakatane archive 1372,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Four nurses in uniform with two seated with their arms folded and wearing watches, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Women,Ramakatane Archive
lnm_ramakatane_a14_0044_003.tif,ark:/21198/z1j40jrq,ark:/21198/z12r5hwv,Work,A14_Ramakatane_44_03,Ramakatane archive 1373,M.T. Ramakatane,1972,1972,still image,black-and-white photographs,1 negative,6 x 6cm,Lesotho National Museum|~|Photography Legacy Project,Ramakatane Archive (Lesotho National Museum),copyrighted,unpublished,https://www.plparchive.com/contact/,"Man in a beanie and sunglasses lying on the side and looking through a soccer magazine, photographed in Mr. M.T. Ramakatane's City Centre Studio",Maseru (Lesotho) |~| Portrait photography |~| Vernacular photography |~| Independence |~| Men,Ramakatane Archive
