Parent ARK,Item ARK,File Name,Object Type,Title,Item Sequence,Bucketeer State,Thumbmail,IIIF Access URL
ark:/21198/z1795xnr,ark:/21198/z1cz53m5,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0001.tif,Page,Page 1,1,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz53m5
ark:/21198/z1795xnr,ark:/21198/z18932bx,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0002.tif,Page,Page 2,2,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18932bx
ark:/21198/z1795xnr,ark:/21198/z14j29j9,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0003.tif,Page,Page 3,3,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j29j9
ark:/21198/z1795xnr,ark:/21198/z10s1js4,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0004.tif,Page,Page 4,4,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1js4
ark:/21198/z1795xnr,ark:/21198/z1w1129j,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0005.tif,Page,Page 5,5,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w1129j
ark:/21198/z1795xnr,ark:/21198/z1r809nq,Masters/othermasters/MEAPmigration/barbadosephemera/images/barb_eph_ab0034_0006.tif,Page,Page 6,6,succeeded,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r809nq
