"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","IIIF Manifest URL"
"St Gall Manuscripts","ark:/21198/zz00294sdx","ark:/21198/zz0015vcjk","2","Completed","Work","","","","","","paged","","","","","","","","","","","","Biblioteca Nazionale di Napoli","","Naples, Biblioteca Nazionale, Ms. IV.G.68","","","","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00294sdx/manifest"
