"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Subject","Name.author","Name.subject","Name.annotator","Name.repository","Name.scribe","Title","Relation.rectoVerso","Relation.pageNumber","Relation.textDirection","Relation.isVersionOf","Alt ID.local","Description.contents","Date.creation","Format.dimensions","Format.extent","Description.note","Description.abstract","Bucketeer State","IIIF Access URL"
"St Gall Manuscripts","ark:/21198/zz00294t48","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_011_r.tif","21","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294t5s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_011_v.tif","22","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 11v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294t69","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_012_r.tif","23","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294t7t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_012_v.tif","24","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 12v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294t8b","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_013_r.tif","25","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294t9v","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_013_v.tif","26","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 13v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tbc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_014_r.tif","27","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tcw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_014_v.tif","28","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 14v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tdd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_015_r.tif","29","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tfx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_015_v.tif","30","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 15v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tgf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_016_r.tif","31","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294thz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_016_v.tif","32","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 16v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tjg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_017_r.tif","33","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tk0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_017_v.tif","34","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 17v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tmh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_018_r.tif","35","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tn1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_018_v.tif","36","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 18v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tpj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_019_r.tif","37","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tq2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_019_v.tif","38","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 19v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294trk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_020_r.tif","39","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294ts3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_020_v.tif","40","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 20v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294ttm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_021_r.tif","41","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tv4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_021_v.tif","42","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 21v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294twn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_022_r.tif","43","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 22r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tx5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_022_v.tif","44","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 22v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294tzp","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_023_r.tif","45","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v0p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_023_v.tif","46","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 23v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v16","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_024_r.tif","47","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v2q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_024_v.tif","48","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 24v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v37","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_025_r.tif","49","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v4r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_025_v.tif","50","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 25v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v58","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_026_r.tif","51","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v6s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_026_v.tif","52","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 26v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v79","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_027_r.tif","53","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v8t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_027_v.tif","54","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 27v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294v9b","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_028_r.tif","55","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vbv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_028_v.tif","56","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 28v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vcc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_029_r.tif","57","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vdw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_029_v.tif","58","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 29v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vfd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_030_r.tif","59","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vgx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_030_v.tif","60","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 30v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vhf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_031_r.tif","61","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vjz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_031_v.tif","62","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 31v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vkg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_032_r.tif","63","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vm0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_032_v.tif","64","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 32v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vnh","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_033_r.tif","65","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vp1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_033_v.tif","66","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 33v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vqj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_034_r.tif","67","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vr2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_034_v.tif","68","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 34v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vsk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_035_r.tif","69","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vt3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_035_v.tif","70","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 35v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vvm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_036_r.tif","71","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vw4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_036_v.tif","72","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 36v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vxn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_037_r.tif","73","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294vz5","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_037_v.tif","74","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 37v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w05","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_038_r.tif","75","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w1p","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_038_v.tif","76","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 38v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w26","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_039_r.tif","77","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w3q","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_039_v.tif","78","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 39v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w47","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_040_r.tif","79","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w5r","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_040_v.tif","80","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 40v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w68","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_041_r.tif","81","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w7s","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_041_v.tif","82","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 41v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w89","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_042_r.tif","83","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294w9t","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_042_v.tif","84","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 42v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wbb","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_043_r.tif","85","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wcv","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_043_v.tif","86","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 43v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wdc","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_044_r.tif","87","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wfw","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_044_v.tif","88","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 44v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wgd","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_045_r.tif","89","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294whx","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_045_v.tif","90","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 45v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wjf","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_046_r.tif","91","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 46r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wkz","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_046_v.tif","92","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 46v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wmg","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_047_r.tif","93","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 47r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wn0","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_047_v.tif","94","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 47v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wph","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_048_r.tif","95","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 48r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wq1","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_048_v.tif","96","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 48v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wrj","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_049_r.tif","97","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 49r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294ws2","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_049_v.tif","98","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 49v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wtk","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_050_r.tif","99","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 50r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wv3","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_050_v.tif","100","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 50v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wwm","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_051_r.tif","101","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 51r","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wx4","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_051_v.tif","102","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 51v","","","","","","","","","","","","failed",
"St Gall Manuscripts","ark:/21198/zz00294wzn","ark:/21198/zz00294sdx","2","Completed","Page","StGall/masters/csg-0279/napoli_4_052_r.tif","103","","","","","","","","text","pd","","manuscripts (document genre)","","","","","","","f. 52r","","","","","","","","","","","","failed",
