"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/5q52zk5k","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcj0j%2F5q52zk5k",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/hw76vq3d","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcj0j%2Fhw76vq3d",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/tf49h90g","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcj0j%2Ftf49h90g",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcj0j/xp35kb6x","ark:/21198/zz002gcj0j","","","Page","satellite/image/Shandong_DS1115-2167DF033_33_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcj0j%2Fxp35kb6x",""
