"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/gf34hf9p","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fgf34hf9p",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/h538tq70","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fh538tq70",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/qn532r00","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Fqn532r00",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckfr/tp190m3d","ark:/21198/zz002gckfr","","","Page","satellite/image/Xi'an_DS1102-1022DA194_194_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckfr%2Ftp190m3d",""
