"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/6c314d61","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjpw%2F6c314d61",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/mp21988k","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjpw%2Fmp21988k",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/sp97kt34","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjpw%2Fsp97kt34",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjpw/t1400q8q","ark:/21198/zz002gcjpw","","","Page","satellite/image/Southern_Shanxi_DS1105-2183DF092_92_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjpw%2Ft1400q8q",""
