"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/g8402c1g","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fg8402c1g",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/k848678x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fk848678x",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/kp38792x","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fkp38792x",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjsf/mc29bt5z","ark:/21198/zz002gcjsf","","","Page","satellite/image/Southern_Shanxi_DS1108-1070DF043_43_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjsf%2Fmc29bt5z",""
