"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckzh/8490mn8r","ark:/21198/zz002gckzh","","","Page","satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckzh%2F8490mn8r",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckzh/fm38z516","ark:/21198/zz002gckzh","","","Page","satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckzh%2Ffm38z516",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckzh/mv24472q","ark:/21198/zz002gckzh","","","Page","satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckzh%2Fmv24472q",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckzh/n108090f","ark:/21198/zz002gckzh","","","Page","satellite/image/Zhangqiu_Zibo_Fangzi_Gaomi_Shandong_DS1117-2070DA025_25_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckzh%2Fn108090f",""
