"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckqw/7p95hp18","ark:/21198/zz002gckqw","","","Page","satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckqw%2F7p95hp18",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckqw/c967kz5m","ark:/21198/zz002gckqw","","","Page","satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckqw%2Fc967kz5m",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckqw/kc94vw6n","ark:/21198/zz002gckqw","","","Page","satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckqw%2Fkc94vw6n",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gckqw/mc05g43k","ark:/21198/zz002gckqw","","","Page","satellite/image/Xiaoshuangqiao_DS1111-1063AF023_23_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gckqw%2Fmc05g43k",""
