"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/0297cc5g","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjgs%2F0297cc5g",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/24174k6q","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjgs%2F24174k6q",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/2v384m76","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjgs%2F2v384m76",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcjgs/zv23z12d","ark:/21198/zz002gcjgs","","","Page","satellite/image/Southern_Shanxi_DS1105-1038DA074_74_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcjgs%2Fzv23z12d",""
