"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Rights.copyrightStatus","Language","Description.note","Date.normalized","Date.creation","Title","Alt ID.local","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdr0/0v694h90","ark:/21198/zz002gcdr0","","","Page","satellite/image/Northern_Shanxi_DS1106-1038DF228_228_a.tif","1","","","","","","","","","","Page 1","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdr0%2F0v694h90",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdr0/6h216n0c","ark:/21198/zz002gcdr0","","","Page","satellite/image/Northern_Shanxi_DS1106-1038DF228_228_d.tif","4","","","","","","","","","","Page 4","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdr0%2F6h216n0c",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdr0/f477839r","ark:/21198/zz002gcdr0","","","Page","satellite/image/Northern_Shanxi_DS1106-1038DF228_228_b.tif","2","","","","","","","","","","Page 2","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdr0%2Ff477839r",""
"UCLA East Asian Archaeology Corona Satellite Images Collection: 1960s-1970s","ark:/21198/zz002gcdr0/s215n326","ark:/21198/zz002gcdr0","","","Page","satellite/image/Northern_Shanxi_DS1106-1038DF228_228_c.tif","3","","","","","","","","","","Page 3","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcdr0%2Fs215n326",""
