"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Wingfield (Michael) Collection","ark:/21198/z1709n27","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709n27"
"Wingfield (Michael) Collection","ark:/21198/z1378w92","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1378w92"
"Wingfield (Michael) Collection","ark:/21198/z1zg8ctr","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8ctr"
"Wingfield (Michael) Collection","ark:/21198/z1tq7n6s","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7n6s"
"Wingfield (Michael) Collection","ark:/21198/z1q25kwp","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_008.tif","8","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25kwp"
"Wingfield (Michael) Collection","ark:/21198/z1k94v78","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_009.tif","9","","","","","","","","","","","","Page 9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94v78"
"Wingfield (Michael) Collection","ark:/21198/z1fj43hx","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_010.tif","10","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj43hx"
"Wingfield (Michael) Collection","ark:/21198/z19s3bpv","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3bpv"
"Wingfield (Michael) Collection","ark:/21198/z1612kx0","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_012.tif","12","","","","","","","","","","","","Page 12","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612kx0"
"Wingfield (Michael) Collection","ark:/21198/z1281v6p","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_013.tif","13","","","","","","","","","","","","Page 13","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281v6p"
"Wingfield (Michael) Collection","ark:/21198/z1xh1btq","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_014.tif","14","","","","","","","","","","","","Page 14","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1btq"
"Wingfield (Michael) Collection","ark:/21198/z1st99f8","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_015.tif","15","","","","","","","","","","","","Page 15","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st99f8"
"Wingfield (Michael) Collection","ark:/21198/z1p28jt6","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_016.tif","16","","","","","","","","","","","","Page 16","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28jt6"
"Wingfield (Michael) Collection","ark:/21198/z1j97t2f","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_017.tif","17","","","","","","","","","","","","Page 17","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97t2f"
"Wingfield (Michael) Collection","ark:/21198/z1dj7286","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_018.tif","18","","","","","","","","","","","","Page 18","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7286"
"Wingfield (Michael) Collection","ark:/21198/z18s69h1","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_019.tif","19","","","","","","","","","","","","Page 19","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s69h1"
"Wingfield (Michael) Collection","ark:/21198/z1515jvh","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_020.tif","20","","","","","","","","","","","","Page 20","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515jvh"
"Wingfield (Michael) Collection","ark:/21198/z1184t63","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_021.tif","21","","","","","","","","","","","","Page 21","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1184t63"
"Wingfield (Michael) Collection","ark:/21198/z1wm3115","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_022.tif","22","","","","","","","","","","","","Page 22","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3115"
"Wingfield (Michael) Collection","ark:/21198/z1rv28ds","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_023.tif","23","","","","","","","","","","","","Page 23","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv28ds"
"Wingfield (Michael) Collection","ark:/21198/z1n31hmg","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_024.tif","24","","","","","","","","","","","","Page 24","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31hmg"
"Wingfield (Michael) Collection","ark:/21198/z1hb0rtv","ark:/21198/zz002gxc3v","","","Page","wingfield/image/pdf_images/21198-zz002gxc3v-1-master_025.tif","25","","","","","","","","","","","","Page 25","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb0rtv"
"Wingfield (Michael) Collection","ark:/21198/z1ck012g","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck012g"
"Wingfield (Michael) Collection","ark:/21198/z17s98cn","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s98cn"
"Wingfield (Michael) Collection","ark:/21198/z1418hrk","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418hrk"
"Wingfield (Michael) Collection","ark:/21198/z10c6gd4","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6gd4"
"Wingfield (Michael) Collection","ark:/21198/z1vm5zzw","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm5zzw"
"Wingfield (Michael) Collection","ark:/21198/z1qv576h","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv576h"
"Wingfield (Michael) Collection","ark:/21198/z1m34gcr","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34gcr"
"Wingfield (Michael) Collection","ark:/21198/z1gb3qn1","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_008.tif","8","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb3qn1"
"Wingfield (Michael) Collection","ark:/21198/z1bk3000","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_009.tif","9","","","","","","","","","","","","Page 9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3000"
"Wingfield (Michael) Collection","ark:/21198/z16x0xp6","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_010.tif","10","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x0xp6"
"Wingfield (Michael) Collection","ark:/21198/z135061g","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz135061g"
"Wingfield (Michael) Collection","ark:/21198/z1zc9pm4","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_012.tif","12","","","","","","","","","","","","Page 12","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9pm4"
"Wingfield (Michael) Collection","ark:/21198/z1tm8xth","ark:/21198/zz002gxc4c","","","Page","wingfield/image/pdf_images/21198-zz002gxc4c-1-master_013.tif","13","","","","","","","","","","","","Page 13","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm8xth"
"Wingfield (Michael) Collection","ark:/21198/z1pv861p","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv861p"
"Wingfield (Michael) Collection","ark:/21198/z1k37f8t","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37f8t"
"Wingfield (Michael) Collection","ark:/21198/z1fb6pm0","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6pm0"
"Wingfield (Michael) Collection","ark:/21198/z19p4n73","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4n73"
"Wingfield (Michael) Collection","ark:/21198/z15x3wk8","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x3wk8"
"Wingfield (Michael) Collection","ark:/21198/z12534x4","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12534x4"
"Wingfield (Michael) Collection","ark:/21198/z1xd2nbh","ark:/21198/zz002gxc09","","","Page","wingfield/image/pdf_images/21198-zz002gxc09-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2nbh"
"Wingfield (Michael) Collection","ark:/21198/z1sn1wkb","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn1wkb"
"Wingfield (Michael) Collection","ark:/21198/z1nw14v0","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw14v0"
"Wingfield (Michael) Collection","ark:/21198/z1j40d6w","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40d6w"
"Wingfield (Michael) Collection","ark:/21198/z1df8bt1","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8bt1"
"Wingfield (Michael) Collection","ark:/21198/z18p7m62","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7m62"
"Wingfield (Michael) Collection","ark:/21198/z14x6vgb","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_006.tif","6","","","","","","","","","","","","Page 6","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6vgb"
"Wingfield (Michael) Collection","ark:/21198/z11563qv","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_007.tif","7","","","","","","","","","","","","Page 7","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11563qv"
"Wingfield (Michael) Collection","ark:/21198/z1wd5m5p","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_008.tif","8","","","","","","","","","","","","Page 8","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5m5p"
"Wingfield (Michael) Collection","ark:/21198/z1rn4vfz","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_009.tif","9","","","","","","","","","","","","Page 9","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4vfz"
"Wingfield (Michael) Collection","ark:/21198/z1mw43sh","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_010.tif","10","","","","","","","","","","","","Page 10","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw43sh"
"Wingfield (Michael) Collection","ark:/21198/z1h722fc","ark:/21198/zz002h281k","","","Page","wingfield/image/pdf_images/21198-zz002h281k-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h722fc"
"Wingfield (Michael) Collection","ark:/21198/z1cg19sj","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_001.tif","1","","","","","","","","","","","","Page 1","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg19sj"
"Wingfield (Michael) Collection","ark:/21198/z17q0k44","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_002.tif","2","","","","","","","","","","","","Page 2","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0k44"
"Wingfield (Michael) Collection","ark:/21198/z13x9t9h","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_003.tif","3","","","","","","","","","","","","Page 3","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9t9h"
"Wingfield (Michael) Collection","ark:/21198/z10592j1","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_004.tif","4","","","","","","","","","","","","Page 4","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10592j1"
"Wingfield (Michael) Collection","ark:/21198/z1vd8k2r","ark:/21198/zz002h2844","","","Page","wingfield/image/pdf_images/21198-zz002h2844-1-master_005.tif","5","","","","","","","","","","","","Page 5","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8k2r"
