"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Name.subject","Relation.isPartOf","Subject","Name.collector","Name.repository","Description.contents","Relation.box","Relation.subseries","Relation.file","Relation.series","Alt ID.local","Title","Date.creation","Description.note","Description.condition","Format.extent","Language","AltTitle.other","Description.abstract","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9fr","ark:/21198/zz002hd82k","2","Completed","Page","holtzman/image/uclamss_1729_000-001_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-001_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9fr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9g8","ark:/21198/zz002hd82k","2","Completed","Page","holtzman/image/uclamss_1729_000-001_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-001_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9g8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9hs","ark:/21198/zz002hd833","2","Completed","Page","holtzman/image/uclamss_1729_000-002_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-002_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9hs"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9j9","ark:/21198/zz002hd833","2","Completed","Page","holtzman/image/uclamss_1729_000-002_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-002_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9j9"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9kt","ark:/21198/zz002hd833","2","Completed","Page","holtzman/image/uclamss_1729_000-002_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-002_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9kt"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9mb","ark:/21198/zz002hd833","2","Completed","Page","holtzman/image/uclamss_1729_000-002_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_000-002_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9mb"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9nv","ark:/21198/zz002hd84m","2","Completed","Page","holtzman/image/uclamss_1729_001-016_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-016_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9nv"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9pc","ark:/21198/zz002hd84m","2","Completed","Page","holtzman/image/uclamss_1729_001-016_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-016_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9pc"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9qw","ark:/21198/zz002hd84m","2","Completed","Page","holtzman/image/uclamss_1729_001-016_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-016_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9qw"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9rd","ark:/21198/zz002hd84m","2","Completed","Page","holtzman/image/uclamss_1729_001-016_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-016_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9rd"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9sx","ark:/21198/zz002hd854","2","Completed","Page","holtzman/image/uclamss_1729_001-017_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-017_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9sx"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9tf","ark:/21198/zz002hd854","2","Completed","Page","holtzman/image/uclamss_1729_001-017_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-017_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9tf"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9vz","ark:/21198/zz002hd854","2","Completed","Page","holtzman/image/uclamss_1729_001-017_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-017_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9vz"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9wg","ark:/21198/zz002hd854","2","Completed","Page","holtzman/image/uclamss_1729_001-017_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-017_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9wg"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9x0","ark:/21198/zz002hd86n","2","Completed","Page","holtzman/image/uclamss_1729_001-029_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-029_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9x0"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hd9zh","ark:/21198/zz002hd875","2","Completed","Page","holtzman/image/uclamss_1729_001-030_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-030_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd9zh"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb0h","ark:/21198/zz002hd875","2","Completed","Page","holtzman/image/uclamss_1729_001-030_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-030_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb0h"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb11","ark:/21198/zz002hd875","2","Completed","Page","holtzman/image/uclamss_1729_001-030_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-030_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb11"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb2j","ark:/21198/zz002hd875","2","Completed","Page","holtzman/image/uclamss_1729_001-030_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-030_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb2j"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb32","ark:/21198/zz002hd88p","2","Completed","Page","holtzman/image/uclamss_1729_001-032_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-032_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb32"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb4k","ark:/21198/zz002hd88p","2","Completed","Page","holtzman/image/uclamss_1729_001-032_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-032_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb4k"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb53","ark:/21198/zz002hd88p","2","Completed","Page","holtzman/image/uclamss_1729_001-032_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-032_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb53"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb6m","ark:/21198/zz002hd88p","2","Completed","Page","holtzman/image/uclamss_1729_001-032_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-032_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb6m"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb74","ark:/21198/zz002hd896","2","Completed","Page","holtzman/image/uclamss_1729_001-040_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-040_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb74"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb8n","ark:/21198/zz002hd896","2","Completed","Page","holtzman/image/uclamss_1729_001-040_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-040_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb8n"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdb95","ark:/21198/zz002hd896","2","Completed","Page","holtzman/image/uclamss_1729_001-040_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-040_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdb95"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbbp","ark:/21198/zz002hd896","2","Completed","Page","holtzman/image/uclamss_1729_001-040_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-040_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbbp"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbc6","ark:/21198/zz002hd8bq","2","Completed","Page","holtzman/image/uclamss_1729_001-042_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-042_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbc6"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbdq","ark:/21198/zz002hd8bq","2","Completed","Page","holtzman/image/uclamss_1729_001-042_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-042_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbdq"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbf7","ark:/21198/zz002hd8bq","2","Completed","Page","holtzman/image/uclamss_1729_001-042_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-042_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbf7"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbgr","ark:/21198/zz002hd8bq","2","Completed","Page","holtzman/image/uclamss_1729_001-042_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-042_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbgr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbh8","ark:/21198/zz002hd8c7","2","Completed","Page","holtzman/image/uclamss_1729_001-051_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-051_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbh8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbjs","ark:/21198/zz002hd8c7","2","Completed","Page","holtzman/image/uclamss_1729_001-051_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-051_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbjs"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbk9","ark:/21198/zz002hd8c7","2","Completed","Page","holtzman/image/uclamss_1729_001-051_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-051_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbk9"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbmt","ark:/21198/zz002hd8c7","2","Completed","Page","holtzman/image/uclamss_1729_001-051_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-051_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbmt"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbnb","ark:/21198/zz002hd8dr","2","Completed","Page","holtzman/image/uclamss_1729_001-053_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-053_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbnb"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbpv","ark:/21198/zz002hd8dr","2","Completed","Page","holtzman/image/uclamss_1729_001-053_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-053_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbpv"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbqc","ark:/21198/zz002hd8dr","2","Completed","Page","holtzman/image/uclamss_1729_001-053_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-053_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbqc"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbrw","ark:/21198/zz002hd8dr","2","Completed","Page","holtzman/image/uclamss_1729_001-053_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-053_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbrw"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbsd","ark:/21198/zz002hd8f8","2","Completed","Page","holtzman/image/uclamss_1729_001-055_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-055_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbsd"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbtx","ark:/21198/zz002hd8f8","2","Completed","Page","holtzman/image/uclamss_1729_001-055_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-055_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbtx"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbvf","ark:/21198/zz002hd8f8","2","Completed","Page","holtzman/image/uclamss_1729_001-055_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-055_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbvf"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbwz","ark:/21198/zz002hd8f8","2","Completed","Page","holtzman/image/uclamss_1729_001-055_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-055_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbwz"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbxg","ark:/21198/zz002hd8gs","2","Completed","Page","holtzman/image/uclamss_1729_001-071_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-071_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbxg"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdbz0","ark:/21198/zz002hd8gs","2","Completed","Page","holtzman/image/uclamss_1729_001-071_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-071_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdbz0"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc00","ark:/21198/zz002hd8gs","2","Completed","Page","holtzman/image/uclamss_1729_001-071_01_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-071_01_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc00"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc1h","ark:/21198/zz002hd8gs","2","Completed","Page","holtzman/image/uclamss_1729_001-071_01_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-071_01_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc1h"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc21","ark:/21198/zz002hd8h9","2","Completed","Page","holtzman/image/uclamss_1729_001-072_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-072_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc21"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc3j","ark:/21198/zz002hd8h9","2","Completed","Page","holtzman/image/uclamss_1729_001-072_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-072_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc3j"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc42","ark:/21198/zz002hd8jt","2","Completed","Page","holtzman/image/uclamss_1729_001-073_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-073_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc42"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc5k","ark:/21198/zz002hd8jt","2","Completed","Page","holtzman/image/uclamss_1729_001-073_01_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-073_01_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc5k"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hdc63","ark:/21198/zz002hd8kb","2","Completed","Page","holtzman/image/uclamss_1729_001-074_01_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-074_01_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdc63"
