Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL,IIIF Manifest URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfrb,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkr8,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-08,"Redovisningslista för biljettförsäljning, 1906 May 13",1906-05-13,"Account of tickets sold, dated 13 May 1906, for guest performance by Isadora Duncan.","2 holes punched along left edge. Large tear, 2-1/2"" in lower left quadrant.","Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfrb/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfsv,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkss,text,paged,,private,,copyrighted,,,,,,,8,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-039-09,"Redovisningslista för biljettförsäljning, 1906 May 15",1906-05-15,"Account of tickets sold, dated 15 May 1906, for guest performance by Isadora Duncan.",2 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfsv/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdftc,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdk9j,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"03. Box Office Statements, 1906",1. Isadora Duncan,002-038-01,"Redovisningslista för biljettförsäljning, 1904 May 4",1904-05-04,"Account of tickets sold, dated 4 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdftc/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfvw,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkb2,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-02,"Redovisningslista för biljettförsäljning, 1907 May 5",1907-05-05,"Account of tickets sold, dated 5 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfvw/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfwd,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkck,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-03,"Redovisningslista för biljettförsäljning, 1907 May 7",1907-05-07,"Account of tickets sold, dated 7 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfwd/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfxx,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkd3,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-04,"Redovisningslista för biljettförsäljning, 1907 May 9",1907-05-09,"Account of tickets sold, dated 9 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfxx/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdfzf,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkfm,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-05,"Redovisningslista för biljettförsäljning, 1907 May 11",1907-05-11,"Account of tickets sold, dated 11 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdfzf/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg0f,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkg4,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-06,"Redovisningslista för biljettförsäljning, 1907 May 12",1907-05-12,"Account of tickets sold, dated 12 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg0f/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg1z,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkhn,text,paged,,private,,copyrighted,,,,,,,9,1,1. Business Papers 1905-1907,"04. Box Office Statements, 1907",1. Isadora Duncan,002-038-07,"Redovisningslista för biljettförsäljning, 1907 May 15",1907-05-15,"Account of tickets sold, dated 15 May 1907, for guest performance by Isadora Duncan.",3 holes punched along left edge.,"Print, 1 leaf (1 page), with manuscript annotations.",swe,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg1z/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg2g,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkt9,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-001,"Letter to Isadora Duncan, Berlin, 1904 October 10",1904-10-10,"On directeur Alexandre Grósz letterhead, with ""Tournée Francois de Vecsey"" and photograph.","Folded horizontally, 2 holes punched along left edge. Tears, folds, paper loss and discoloration along right edge. Paper loss, tears and folds in lower right corner. Tear at vertical fold, center lower edge. Paper loss in lower left corner.","Holograph, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg2g/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg30,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkwb,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-001-00,"Amount due - Post Office, n. d.",no date,List of amounts due to the Post Office. There is no date and no signature.,"2 holes punched on right, 1 hole punched on top",,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg30/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg4h,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdkxv,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-002,"Authorization, 1904 September 1",1904-09-01,"Authorization, 1 September 1904, for Elizabeth Duncan to sign contracts on Isadora Duncan's behalf.",2 holes punched along left edge.,"Typescript, signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg4h/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg51,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm3x,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-006,"Agreement, 1904 September 25",1904-09-25,"Agreement with Augustine Duncan, signed on behalf of Isadora Duncan by Elizabeth Duncan, 25 September 1904, to pay railroad expenses, lodging while on tour and 5 percent of ID's share for each evening's performance in exchange for arranging and supervising details of ID's business interests.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg51/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg6j,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm4f,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-007,"[Letter to Isadora Duncan], 1903 February 18",1903-02-18,"Letter to Isadora Duncan, dated 18 February 1903.",6 pages punched along left edges on leaf 1. 3 pages punched along left edge of leaf 2.,"Manuscript, 2 leaves (8 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg6j/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg72,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm8h,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-008,"[Letter to Isadora Duncan], 1904 January 26",1904-01-26,"Letter to Isadora Duncan, dated 26 January 1904.|~|From ""31 Victoriastr. I""",2 holes punched along left edges.,"Holograph 1 leaf (1 page), folded, signed.",fre,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg72/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg8k,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdm91,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-009,"Letter to M. Maas, Bayreuth, 1904 July 30",1904-07-30,"Letter to M. Maas, dated 30 July 1904, requesting submission of a new contract for signature.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg8k/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdg93,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmbj,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-010,"Letter to M. Maass [variant spelling], Berlin, 1904 August 6",1904-08-06,"Letter to M. Maas, dated 6 August 1904, sending a copy of settled July contract, signed by Director, Board of the Warschauer Philharmonie.","2 holes punched along left edge, upper hole torn through to edge.","Typescript, 1 leaf (1 page), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdg93/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgbm,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmc2,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-011,"Letter to M. Maas, Berlin, 1904 August 10",1904-08-10,"Letter to M. Maas, dated 10 August 1904, negotiating articles of contract for performance by Isadora Duncan, signed by Director, Board of the Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript correction, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgbm/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgc4,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmdk,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-012,"Letter to M. Maass [variant spelling], Berlin, 1904 August 17",1904-08-17,"Letter to M. Maas, dated 17 August 1904, negotiating articles of contract for performance by Isadora Duncan, signed by Director, Board of the Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgc4/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgdn,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmgm,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-013,"Letter to Isadora Duncan, 1904 August 22",1904-08-22,"Letter to Isadora Duncan , dated 22 August 1904, enclosing check for 424.68 Marks, at request of A. Grósz.","Folded, with 2 holes punched along left edges.","Print, 1 leaf (4 pages), folded, with typescript annotations, signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgdn/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgf5,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmh4,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-014,"Letter to M. Maass [variant spelling], Berlin, 1904 August 24",1904-08-24,"Letter to M. Maas, dated 24 August 1904, sending signed copy of the contracts and requesting information regarding programs, photographs and prices.",2 holes punched along left edge. Horizontal and vertical tears along horizontal fold on right edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgf5/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdggp,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmjn,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-015,"Letter to Concert Direction Jules Sachs, 1904 August 27",1904-08-27,"Letter to Concert Direction Jules Sachs, dated 27 August 1904, regarding arrangements for Isadora Duncan's appearance in Berlin and services associated with these appearances. ""Copy"" written across the top.",2 holes punched along left edge.,"Typescript, 1 leaf (2 pages), with manuscript annotations, signed.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdggp/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgh6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmmp,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-016,"Letter to Prof. Lafont, 1904 August",1904-08,"Letter to Hermann Lafont, dated August 1904, concerning contract for engagements from September 1 through November 1.","Half sheet, with upper left edge torn. 2 holes punched along left edge.","Typescript, 1 leaf (2 pages), with ""Prof. Lafont"" in lower right corner.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgh6/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgjq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmn6,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-017,"Letter to M. Maass [variant spelling], Berlin, 1904 September 12",1904-09-12,"Letter to M. Maas, dated 12 September 1904, concerning Herrn Sliwinski and the music for Isadora Duncan's first evening's performance. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgjq/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgk7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmpq,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-018,"Letter to M. Maass [variant spelling], Berlin, 1904 September 14",1904-09-14,"Letter to M. Maas, dated 14 September 1904, concerning details of Isadora Duncan's appearance. Signed by the director of Der Vorstand Warschauer Philharmonie.","Folded, with 2 holes punched along left edges.","Typescript, 1 leaf (4 pages), folded, with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgk7/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgmr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdms8,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-019,"Letter to M. Maass [variant spelling], Berlin, 1904 September 17",1904-09-17,"Leter to M. Maas, dated 17 September 1904, concerning further details of Isadora Duncan's appearance. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left edge.,"Typescript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgmr/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgn8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmv9,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-020,"Postcard to M. Mass [variant spelling], Berlin, 1904 September 22",1904-09-22,"Postcard, dated 22 September 1904, concerning ticket subscriptions and contract revision.|~|Postmarked 23 September 1904.",,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgn8/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgps,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdmxb,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-021,"Letter to M. Maass [variant spelling], Berlin, 1904 September 22",1904-09-22,"Letter to M. Maas, dated 22 September 1904, concerning details of Isadora Duncan's appearances, including music. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left side.,"Typescript, 1 leaf (2 pages), with manuscript annotation, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgps/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgq9,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn0v,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-022,"Letter to M. Maass [variant spelling], Berlin, 1904 September 30",1904-09-30,"Letter to M. Maas, dated 30 September 1904, concerning Isadora Duncan's arrival and scheduling of rehearsal with the orchestra. Signed by the director of Der Vorstand Warschauer Philharmonie.",2 holes punched along left side.,"Typescript, 1 leaf (1 page), with manuscript annotation, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgq9/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgrt,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn1c,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-023,"Postcard to M. Mass [variant spelling], Berlin, 1904 October 4",1904-10-04,"Postcard to M. Maas, dated 4 October, 1904, requesting that a contract be sent. Signed Adolf Steinert.|~|Postmarked 5 October 1904.",,"Typescript, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgrt/manifest
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdgsb,ark:/21198/zz0008c2pw,7,Needs Review,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hdn3d,text,paged,,private,,copyrighted,,,,,,,11,1,1. Business Papers 1905-1907,06. Letters 1903-1904,1. Isadora Duncan,003-024,"Letter to Isadora Duncan, Berlin, 1904 November 2",1904-11-02,"Letter to Isadora Duncan, dated 2 November 1904, enclosing a check. Signed by Director, Board of the Warschauer Philharmonie.","Folded, 2 holes punched along left side.","Typescript, 1 leaf (4 pages), folded, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hdgsb/manifest
