Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Visibility,viewingHint,Delete in Title,Subject topic,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.photographer,Author,Name.subject,Subject,Subject.conceptTopic,Language,Rights.permissionNote,Name.creator,Rights.publicationNote,Text direction,IIIF Range,Name.repository,Title,Date.creation,Description.note,Summary,Description.caption,Date.normalized,Description.abstract,Date.created,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xdt3,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xdt3-1-master.tif,1,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Mazer, June|~|Southern California Women for Understanding|~|Melhivick, Pat|~|Strik, Margo",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Board of Directors Doing Newsletter Assembly,1984,Rights.statementLocal: Photographer is unknown: orphan work?,,,1984,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xdt3,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xdt3/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xdxn,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xdxn-1-master.tif,2,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Mazer, June|~|Southern California Women for Understanding|~|Riddell, Myra|~|Conger, Jean|~|Strik, Margo",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Board of Directors Doing Newsletter Assembly,1984,Rights.statementLocal: Photographer is unknown: orphan work?,,,1984,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xdxn,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xdxn/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xdz5,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xdz5-1-master.tif,3,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Strik, Margo|~|MacDonald, Sharon",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Board of Directors Doing Newsletter Assembly,1984,Rights.statementLocal: Photographer is unknown: orphan work?,,,1984,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xdz5,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xdz5/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf05,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf05-1-master.tif,4,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Conger, Jean",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Jean Conger in West Hollywood Office,Spring 1985,Rights.statementLocal: Photographer is unknown: orphan work?,,,1985,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf05,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf05/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf1p,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf1p-1-master.tif,5,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Conger, Jean",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Jean Conger in West Hollywood Office,Spring 1985,Rights.statementLocal: Photographer is unknown: orphan work?,,,1985,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf1p,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf1p/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf26,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf26-1-master.tif,6,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|MacDonald, Sharon",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Sharon MacDonald in West Hollywood Office,between 1980 and 1985,Rights.statementLocal: Photographer is unknown: orphan work?,,,1980/1985,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf26,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf26/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf3q,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf3q-1-master.tif,7,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Office Move from Shatto Place to West Hollywood Central Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf3q,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf3q/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf47,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf47-1-master.tif,8,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Office Move from Shatto Place to West Hollywood Central Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf47,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf47/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf5r,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf5r-1-master.tif,9,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret|~|Conger, Jean|~|Muirhead, Barbara",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Office Move from Shatto Place to West Hollywood Central Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf5r,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf5r/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf68,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf68-1-master.tif,10,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,"Southern California Women for Understanding|~|Collier, Ret|~|Conger, Jean|~|Strik, Margo",Photographs [SCWU],Lesbians $z California $z Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,Office Move from Shatto Place to West Hollywood Central Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf68,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf68/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf7s,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf7s-1-master.tif,11,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,Southern California Women for Understanding,Photographs [SCWU],Lesbians—Services for—California—Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,West Hollywood SCWU Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf7s,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf7s/manifest
Southern California Women for Understanding (SCWU) Collection,ark:/21198/zz0015xf89,ark:/21198/zz000s2z5v,2,Completed,Work,scwu/images/masters/21198-zz0015xf89-1-master.tif,12,,,,,,,still image,,copyrighted,unknown,unpublished,Los Angeles (Calif.),Unknown,,Southern California Women for Understanding,Photographs [SCWU],Lesbians—Services for—California—Los Angeles,zxx,,,,,,June L. Mazer Lesbian Archives,West Hollywood SCWU Office,"December, 1984",Rights.statementLocal: Photographer is unknown: orphan work?,,,1984-12,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015xf89,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0015xf89/manifest
