File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,local ID,Creator,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Abstract,Note.content,Institution/Repository,Subject.place,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_006.tif,Page,Page 6,6,ark:/21198/z13r2p0f,ark:/21198/z15h9bks,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_007.tif,Page,Page 7,7,ark:/21198/z13r2p0f,ark:/21198/z11r8ktm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_008.tif,Page,Page 8,8,ark:/21198/z13r2p0f,ark:/21198/z1x08384,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_009.tif,Page,Page 9,9,ark:/21198/z13r2p0f,ark:/21198/z1s77bjd,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_010.tif,Page,Page 10,10,ark:/21198/z13r2p0f,ark:/21198/z1ng6kx1,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_011.tif,Page,Page 11,11,ark:/21198/z13r2p0f,ark:/21198/z1ht4jj4,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_012.tif,Page,Page 12,12,ark:/21198/z13r2p0f,ark:/21198/z1d23swm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_013.tif,Page,Page 13,13,ark:/21198/z13r2p0f,ark:/21198/z1893264,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_014.tif,Page,Page 14,14,ark:/21198/z13r2p0f,ark:/21198/z14j29c2,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_015.tif,Page,Page 15,15,ark:/21198/z13r2p0f,ark:/21198/z10s1jmw,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_may1941_016.tif,Page,Page 16,16,ark:/21198/z13r2p0f,ark:/21198/z1w11249,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_001.tif,Page,Page 1,1,ark:/21198/z1001x81,ark:/21198/z1r809hx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_002.tif,Page,Page 2,2,ark:/21198/z1001x81,ark:/21198/z1mk884g,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_003.tif,Page,Page 3,3,ark:/21198/z1001x81,ark:/21198/z1gt7hgn,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_004.tif,Page,Page 4,4,ark:/21198/z1001x81,ark:/21198/z1c26rr7,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_005.tif,Page,Page 5,5,ark:/21198/z1001x81,ark:/21198/z17960xj,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_006.tif,Page,Page 6,6,ark:/21198/z1001x81,ark:/21198/z13j585s,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_007.tif,Page,Page 7,7,ark:/21198/z1001x81,ark:/21198/z1zs4rqj,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_008.tif,Page,Page 8,8,ark:/21198/z1001x81,ark:/21198/z1v1412t,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_009.tif,Page,Page 9,9,ark:/21198/z1001x81,ark:/21198/z1qc1zr1,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_010.tif,Page,Page 10,10,ark:/21198/z1001x81,ark:/21198/z1km174f,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_011.tif,Page,Page 11,11,ark:/21198/z1001x81,ark:/21198/z1fv0gbt,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_012.tif,Page,Page 12,12,ark:/21198/z1001x81,ark:/21198/z1b29qjz,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_013.tif,Page,Page 13,13,ark:/21198/z1001x81,ark:/21198/z1698zss,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_014.tif,Page,Page 14,14,ark:/21198/z1001x81,ark:/21198/z12j872v,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_015.tif,Page,Page 15,15,ark:/21198/z1001x81,ark:/21198/z1xs7qph,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_016.tif,Page,Page 16,16,ark:/21198/z1001x81,ark:/21198/z1t45pbc,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_017.tif,Page,Page 17,17,ark:/21198/z1001x81,ark:/21198/z1pc4xpj,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_018.tif,Page,Page 18,18,ark:/21198/z1001x81,ark:/21198/z1jm45z6,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_019.tif,Page,Page 19,19,ark:/21198/z1001x81,ark:/21198/z1dv3f4j,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_jun1941_020.tif,Page,Page 20,20,ark:/21198/z1001x81,ark:/21198/z1932pcp,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_001.tif,Page,Page 1,1,ark:/21198/z1v71dqt,ark:/21198/z15b1xpd,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_002.tif,Page,Page 2,2,ark:/21198/z1v71dqt,ark:/21198/z11k162t,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_003.tif,Page,Page 3,3,ark:/21198/z1v71dqt,ark:/21198/z1ww9cx0,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_004.tif,Page,Page 4,4,ark:/21198/z1v71dqt,ark:/21198/z1s48n8w,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_005.tif,Page,Page 5,5,ark:/21198/z1v71dqt,ark:/21198/z1nc7whq,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_006.tif,Page,Page 6,6,ark:/21198/z1v71dqt,ark:/21198/z1hm74p1,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_007.tif,Page,Page 7,7,ark:/21198/z1v71dqt,ark:/21198/z1cv6cz9,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_008.tif,Page,Page 8,8,ark:/21198/z1v71dqt,ark:/21198/z1835n8r,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_009.tif,Page,Page 9,9,ark:/21198/z1v71dqt,ark:/21198/z14b4wmx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_010.tif,Page,Page 10,10,ark:/21198/z1v71dqt,ark:/21198/z10p2v8g,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_011.tif,Page,Page 11,11,ark:/21198/z1v71dqt,ark:/21198/z1vx2bv2,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_012.tif,Page,Page 12,12,ark:/21198/z1v71dqt,ark:/21198/z1r51m25,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_013.tif,Page,Page 13,13,ark:/21198/z1v71dqt,ark:/21198/z1md0v8j,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_014.tif,Page,Page 14,14,ark:/21198/z1v71dqt,ark:/21198/z1gn03hr,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_015.tif,Page,Page 15,15,ark:/21198/z1v71dqt,ark:/21198/z1bv9bwt,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss11_jul1941_016.tif,Page,Page 16,16,ark:/21198/z1v71dqt,ark:/21198/z1738m7q,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_001.tif,Page,Page 1,1,ark:/21198/z1ks8mq0,ark:/21198/z13f6jwv,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_002.tif,Page,Page 2,2,ark:/21198/z1ks8mq0,ark:/21198/z1zp62dz,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_003.tif,Page,Page 3,3,ark:/21198/z1ks8mq0,ark:/21198/z1tx59p7,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_004.tif,Page,Page 4,4,ark:/21198/z1ks8mq0,ark:/21198/z1q54jvg,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_005.tif,Page,Page 5,5,ark:/21198/z1ks8mq0,ark:/21198/z1kd3t3q,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_006.tif,Page,Page 6,6,ark:/21198/z1ks8mq0,ark:/21198/z1fn32f8,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_007.tif,Page,Page 7,7,ark:/21198/z1ks8mq0,ark:/21198/z19w29tw,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_008.tif,Page,Page 8,8,ark:/21198/z1ks8mq0,ark:/21198/z16708gr,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_009.tif,Page,Page 9,9,ark:/21198/z1ks8mq0,ark:/21198/z12f9hsx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_010.tif,Page,Page 10,10,ark:/21198/z1ks8mq0,ark:/21198/z1xp9174,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_011.tif,Page,Page 11,11,ark:/21198/z1ks8mq0,ark:/21198/z1sx88fh,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_012.tif,Page,Page 12,12,ark:/21198/z1ks8mq0,ark:/21198/z1p57hq3,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_013.tif,Page,Page 13,13,ark:/21198/z1ks8mq0,ark:/21198/z1jd6s2p,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_014.tif,Page,Page 14,14,ark:/21198/z1ks8mq0,ark:/21198/z1dr4qqt,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_015.tif,Page,Page 15,15,ark:/21198/z1ks8mq0,ark:/21198/z1904023,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_016.tif,Page,Page 16,16,ark:/21198/z1ks8mq0,ark:/21198/z15737ct,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_017.tif,Page,Page 17,17,ark:/21198/z1ks8mq0,ark:/21198/z11g2gk6,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss13_aug1941_018.tif,Page,Page 18,18,ark:/21198/z1ks8mq0,ark:/21198/z1wq202v,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_001.tif,Page,Page 1,1,ark:/21198/z1g17vz4,ark:/21198/z1rz179p,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_002.tif,Page,Page 2,2,ark:/21198/z1g17vz4,ark:/21198/z1n60gpm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_003.tif,Page,Page 3,3,ark:/21198/z1g17vz4,ark:/21198/z1hh8f8q,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_004.tif,Page,Page 4,4,ark:/21198/z1g17vz4,ark:/21198/z1cr7pnb,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_005.tif,Page,Page 5,5,ark:/21198/z1g17vz4,ark:/21198/z1806xzc,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_006.tif,Page,Page 6,6,ark:/21198/z1g17vz4,ark:/21198/z147665j,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_007.tif,Page,Page 7,7,ark:/21198/z1g17vz4,ark:/21198/z10g5fcx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_008.tif,Page,Page 8,8,ark:/21198/z1g17vz4,ark:/21198/z1vq4xw7,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_009.tif,Page,Page 9,9,ark:/21198/z1g17vz4,ark:/21198/z1qz4676,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_010.tif,Page,Page 10,10,ark:/21198/z1g17vz4,ark:/21198/z1m924wn,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_011.tif,Page,Page 11,11,ark:/21198/z1g17vz4,ark:/21198/z1gj1d8p,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_012.tif,Page,Page 12,12,ark:/21198/z1g17vz4,ark:/21198/z1bs0ng2,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_013.tif,Page,Page 13,13,ark:/21198/z1g17vz4,ark:/21198/z1709wqn,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_014.tif,Page,Page 14,14,ark:/21198/z1g17vz4,ark:/21198/z13794xd,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_015.tif,Page,Page 15,15,ark:/21198/z1g17vz4,ark:/21198/z1zg8nf4,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss14_sep1941_016.tif,Page,Page 16,16,ark:/21198/z1g17vz4,ark:/21198/z1tq7wtr,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_001.tif,Page,Page 1,1,ark:/21198/z1b8748n,ark:/21198/z1q25vh2,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_002.tif,Page,Page 2,2,ark:/21198/z1b8748n,ark:/21198/z1k953vm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_003.tif,Page,Page 3,3,ark:/21198/z1b8748n,ark:/21198/z1fj4c49,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_004.tif,Page,Page 4,4,ark:/21198/z1b8748n,ark:/21198/z19s3m97,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_005.tif,Page,Page 5,5,ark:/21198/z1b8748n,ark:/21198/z1612vjc,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_006.tif,Page,Page 6,6,ark:/21198/z1b8748n,ark:/21198/z12823t1,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_007.tif,Page,Page 7,7,ark:/21198/z1b8748n,ark:/21198/z1xh1mf3,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_008.tif,Page,Page 8,8,ark:/21198/z1b8748n,ark:/21198/z1st9k2n,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_009.tif,Page,Page 9,9,ark:/21198/z1b8748n,ark:/21198/z1p28tfk,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_010.tif,Page,Page 10,10,ark:/21198/z1b8748n,ark:/21198/z1j982q7,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_011.tif,Page,Page 11,11,ark:/21198/z1b8748n,ark:/21198/z1dj79xm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_012.tif,Page,Page 12,12,ark:/21198/z1b8748n,ark:/21198/z18s6k4d,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_013.tif,Page,Page 13,13,ark:/21198/z1b8748n,ark:/21198/z1515tff,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_014.tif,Page,Page 14,14,ark:/21198/z1b8748n,ark:/21198/z11852s0,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_015.tif,Page,Page 15,15,ark:/21198/z1b8748n,ark:/21198/z1wm38n4,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss15_oct1941_016.tif,Page,Page 16,16,ark:/21198/z1b8748n,ark:/21198/z1rv2j15,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_001.tif,Page,Page 1,1,ark:/21198/z16h6ckc,ark:/21198/z1n31s7v,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_002.tif,Page,Page 2,2,ark:/21198/z16h6ckc,ark:/21198/z1hb11fm,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_003.tif,Page,Page 3,3,ark:/21198/z16h6ckc,ark:/21198/z1ck08pf,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_004.tif,Page,Page 4,4,ark:/21198/z16h6ckc,ark:/21198/z17s9hz5,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_005.tif,Page,Page 5,5,ark:/21198/z16h6ckc,ark:/21198/z1418sbh,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_006.tif,Page,Page 6,6,ark:/21198/z16h6ckc,ark:/21198/z10c6r1h,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_007.tif,Page,Page 7,7,ark:/21198/z16h6ckc,ark:/21198/z1vm67kn,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_008.tif,Page,Page 8,8,ark:/21198/z16h6ckc,ark:/21198/z1qv5gvx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_009.tif,Page,Page 9,9,ark:/21198/z16h6ckc,ark:/21198/z1m34r1k,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_010.tif,Page,Page 10,10,ark:/21198/z16h6ckc,ark:/21198/z1gb408s,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_011.tif,Page,Page 11,11,ark:/21198/z16h6ckc,ark:/21198/z1bk37kh,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss16_oct1941_012.tif,Page,Page 12,12,ark:/21198/z16h6ckc,ark:/21198/z16t2gz4,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_001.tif,Page,Page 1,1,ark:/21198/z12r5mvn,ark:/21198/z1350fm0,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_002.tif,Page,Page 2,2,ark:/21198/z12r5mvn,ark:/21198/z1zc9z62,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_003.tif,Page,Page 3,3,ark:/21198/z12r5mvn,ark:/21198/z1tm96dt,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_004.tif,Page,Page 4,4,ark:/21198/z12r5mvn,ark:/21198/z1pv8fm6,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_005.tif,Page,Page 5,5,ark:/21198/z12r5mvn,ark:/21198/z1k37pvb,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_006.tif,Page,Page 6,6,ark:/21198/z12r5mvn,ark:/21198/z1fb6z6x,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_007.tif,Page,Page 7,7,ark:/21198/z12r5mvn,ark:/21198/z19k66jg,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_008.tif,Page,Page 8,8,ark:/21198/z12r5mvn,ark:/21198/z15x455k,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_009.tif,Page,Page 9,9,ark:/21198/z12r5mvn,ark:/21198/z1253dh2,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_010.tif,Page,Page 10,10,ark:/21198/z12r5mvn,ark:/21198/z1xd2wzg,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_011.tif,Page,Page 11,11,ark:/21198/z12r5mvn,ark:/21198/z1sn2563,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_012.tif,Page,Page 12,12,ark:/21198/z12r5mvn,ark:/21198/z1nw1dfx,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_013.tif,Page,Page 13,13,ark:/21198/z12r5mvn,ark:/21198/z1j40nsd,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_014.tif,Page,Page 14,14,ark:/21198/z12r5mvn,ark:/21198/z1db9x5w,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_015.tif,Page,Page 15,15,ark:/21198/z12r5mvn,ark:/21198/z18p7vsk,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss17_nov1941_016.tif,Page,Page 16,16,ark:/21198/z12r5mvn,ark:/21198/z14x7433,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_001.tif,Page,Page 1,1,ark:/21198/z1z0548q,ark:/21198/z1156ccp,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_002.tif,Page,Page 2,2,ark:/21198/z1z0548q,ark:/21198/z1wd5vt3,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_003.tif,Page,Page 3,3,ark:/21198/z1z0548q,ark:/21198/z1rn5435,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_004.tif,Page,Page 4,4,ark:/21198/z1z0548q,ark:/21198/z1mw4cfb,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_005.tif,Page,Page 5,5,ark:/21198/z1z0548q,ark:/21198/z1h72b19,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_006.tif,Page,Page 6,6,ark:/21198/z1z0548q,ark:/21198/z1cg1kcg,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_007.tif,Page,Page 7,7,ark:/21198/z1z0548q,ark:/21198/z17q0tr3,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_008.tif,Page,Page 8,8,ark:/21198/z1z0548q,ark:/21198/z13z02zv,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_009.tif,Page,Page 9,9,ark:/21198/z1z0548q,ark:/21198/z1059b6v,,,,,,,,,,,,,,,,,
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss18_feb1943_010.tif,Page,Page 10,10,ark:/21198/z1z0548q,ark:/21198/z1vd8tpq,,,,,,,,,,,,,,,,,
