"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Name.author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.inscription","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179gpr","ark:/21198/zz00179gn7","2","Completed","Page","wavav/images/masters/21198-zz00179gpr_502452_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179gpr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179grs","ark:/21198/zz00179gq8","2","Completed","Page","wavav/images/masters/21198-zz00179grs_502485_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179grs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h4z","ark:/21198/zz00179gs9","2","Completed","Page","wavav/images/masters/21198-zz00179h4z_502488_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h4z"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h5g","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179h5g_502491_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h5g"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h60","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179h60_502494_master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h60"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h7h","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179h7h_502497_master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h7h"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h81","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179h81_502500_master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h81"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179h9j","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179h9j_502503_master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179h9j"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179hb2","ark:/21198/zz00179gtt","2","Completed","Page","wavav/images/masters/21198-zz00179hb2_502506_master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179hb2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00179hck","ark:/21198/zz00179gvb","2","Completed","Page","wavav/images/masters/21198-zz00179hck_502521_master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00179hck"
