"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z5w6","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z5w6-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z5w6",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z5xq","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z5xq-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z5xq",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z5z7","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z5z7-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z5z7",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z607","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z607-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z607",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z61r","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z61r-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z61r",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z628","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z628-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z628",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z63s","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z63s-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z63s",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z649","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z649-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z649",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z65t","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z65t-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z65t",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015z66b","ark:/21198/zz0015z3cg","2","Completed","Page","scwu/images/masters/21198-zz0015z66b-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015z66b",""
