"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606ft","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606ft-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606ft",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606gb","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606gb-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606gb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606hv","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606hv-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606hv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606jc","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606jc-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606jc",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606kw","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606kw-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606kw",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606md","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606md-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606md",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606nx","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606nx-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606nx",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606pf","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606pf-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606pf",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606qz","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606qz-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606qz",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606rg","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606rg-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606rg",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606s0","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606s0-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606s0",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606th","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606th-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606th",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606v1","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606v1-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606v1",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606wj","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606wj-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606wj",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606x2","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606x2-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606x2",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606zk","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606zk-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606zk",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016070k","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016070k-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016070k",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160713","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160713-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160713",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016072m","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016072m-1-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016072m",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160734","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160734-1-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160734",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016074n","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016074n-1-master.tif","21","","","","","","","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016074n",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160755","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160755-1-master.tif","22","","","","","","","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160755",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016076p","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016076p-1-master.tif","23","","","","","","","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016076p",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160776","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160776-1-master.tif","24","","","","","","","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160776",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016078q","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016078q-1-master.tif","25","","","","","","","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016078q",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160797","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160797-1-master.tif","26","","","","","","","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160797",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607br","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607br-1-master.tif","27","","","","","","","","","","","","","","","","","","","","","","","","","Page 27","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607br",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607c8","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607c8-1-master.tif","28","","","","","","","","","","","","","","","","","","","","","","","","","Page 28","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607c8",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607ds","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607ds-1-master.tif","29","","","","","","","","","","","","","","","","","","","","","","","","","Page 29","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607ds",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607f9","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607f9-1-master.tif","30","","","","","","","","","","","","","","","","","","","","","","","","","Page 30","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607f9",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607gt","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607gt-1-master.tif","31","","","","","","","","","","","","","","","","","","","","","","","","","Page 31","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607gt",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607hb","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607hb-1-master.tif","32","","","","","","","","","","","","","","","","","","","","","","","","","Page 32","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607hb",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607jv","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607jv-1-master.tif","33","","","","","","","","","","","","","","","","","","","","","","","","","Page 33","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607jv",""
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607kc","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607kc-1-master.tif","34","","","","","","","","","","","","","","","","","","","","","","","","","Page 34","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607kc",""
